ValueDate,Current Inst,Derived MVA,MVAr Inst,MW Inst,State TSDS,Volts Inst
2026-02-25T03:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.073
2026-02-25T03:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.094
2026-02-25T04:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.12
2026-02-25T04:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.228
2026-02-25T04:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.207
2026-02-25T04:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.148
2026-02-25T04:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.146
2026-02-25T04:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.14
2026-02-25T04:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.144
2026-02-25T04:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.145
2026-02-25T04:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.168
2026-02-25T04:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.167
2026-02-25T04:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.165
2026-02-25T04:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.169
2026-02-25T05:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.171
2026-02-25T05:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.147
2026-02-25T05:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.132
2026-02-25T05:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.132
2026-02-25T05:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.138
2026-02-25T05:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.145
2026-02-25T05:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.154
2026-02-25T05:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.15
2026-02-25T05:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.142
2026-02-25T05:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.096
2026-02-25T05:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.108
2026-02-25T05:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.127
2026-02-25T06:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.11
2026-02-25T06:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.018
2026-02-25T06:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.906
2026-02-25T06:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.835
2026-02-25T06:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.814
2026-02-25T06:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.842
2026-02-25T06:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.841
2026-02-25T06:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.88
2026-02-25T06:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.884
2026-02-25T06:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.861
2026-02-25T06:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.814
2026-02-25T06:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.76
2026-02-25T07:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.776
2026-02-25T07:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.703
2026-02-25T07:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.624
2026-02-25T07:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.614
2026-02-25T07:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.745
2026-02-25T07:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.788
2026-02-25T07:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.828
2026-02-25T07:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.78
2026-02-25T07:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.734
2026-02-25T07:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.728
2026-02-25T07:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.714
2026-02-25T07:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.684
2026-02-25T08:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.732
2026-02-25T08:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.754
2026-02-25T08:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.757
2026-02-25T08:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.766
2026-02-25T08:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.782
2026-02-25T08:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.798
2026-02-25T08:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.854
2026-02-25T08:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.865
2026-02-25T08:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.854
2026-02-25T08:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.842
2026-02-25T08:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.845
2026-02-25T08:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.812
2026-02-25T09:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.813
2026-02-25T09:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.821
2026-02-25T09:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.809
2026-02-25T09:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.759
2026-02-25T09:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.83
2026-02-25T09:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.858
2026-02-25T09:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.884
2026-02-25T09:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.878
2026-02-25T09:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.886
2026-02-25T09:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.939
2026-02-25T09:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.95
2026-02-25T09:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.95
2026-02-25T10:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.986
2026-02-25T10:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.998
2026-02-25T10:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.032
2026-02-25T10:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.047
2026-02-25T10:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.059
2026-02-25T10:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.034
2026-02-25T10:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.048
2026-02-25T10:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.055
2026-02-25T10:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.036
2026-02-25T10:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.049
2026-02-25T10:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.081
2026-02-25T10:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.147
2026-02-25T11:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.156
2026-02-25T11:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.128
2026-02-25T11:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.108
2026-02-25T11:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.98
2026-02-25T11:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.918
2026-02-25T11:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.954
2026-02-25T11:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.038
2026-02-25T11:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.058
2026-02-25T11:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.078
2026-02-25T11:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.071
2026-02-25T11:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.061
2026-02-25T11:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.044
2026-02-25T12:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.048
2026-02-25T12:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.046
2026-02-25T12:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.07
2026-02-25T12:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.064
2026-02-25T12:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.071
2026-02-25T12:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.04
2026-02-25T12:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.036
2026-02-25T12:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.98
2026-02-25T12:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.974
2026-02-25T12:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.984
2026-02-25T12:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.976
2026-02-25T12:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.982
2026-02-25T13:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.972
2026-02-25T13:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.936
2026-02-25T13:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.926
2026-02-25T13:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.95
2026-02-25T13:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.958
2026-02-25T13:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.958
2026-02-25T13:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.978
2026-02-25T13:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.996
2026-02-25T13:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.97
2026-02-25T13:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.956
2026-02-25T13:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.968
2026-02-25T13:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.005
2026-02-25T14:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.006
2026-02-25T14:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.986
2026-02-25T14:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.984
2026-02-25T14:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.984
2026-02-25T14:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.958
2026-02-25T14:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.958
2026-02-25T14:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.98
2026-02-25T14:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.975
2026-02-25T14:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.969
2026-02-25T14:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.94
2026-02-25T14:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.017
2026-02-25T14:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.123
2026-02-25T15:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.221
2026-02-25T15:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.234
2026-02-25T15:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.274
2026-02-25T15:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.263
2026-02-25T15:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.274
2026-02-25T15:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.287
2026-02-25T15:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.251
2026-02-25T15:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.226
2026-02-25T15:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.204
2026-02-25T15:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.204
2026-02-25T15:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.193
2026-02-25T15:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.143
2026-02-25T16:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.968
2026-02-25T16:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.926
2026-02-25T16:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.878
2026-02-25T16:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.878
2026-02-25T16:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.876
2026-02-25T16:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.841
2026-02-25T16:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.783
2026-02-25T16:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.766
2026-02-25T16:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.753
2026-02-25T16:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.681
2026-02-25T16:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.648
2026-02-25T16:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.62
2026-02-25T17:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.626
2026-02-25T17:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.627
2026-02-25T17:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.626
2026-02-25T17:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.675
2026-02-25T17:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.684
2026-02-25T17:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.658
2026-02-25T17:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.642
2026-02-25T17:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.636
2026-02-25T17:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.597
2026-02-25T17:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.564
2026-02-25T17:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.559
2026-02-25T17:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.563
2026-02-25T18:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.538
2026-02-25T18:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.526
2026-02-25T18:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.536
2026-02-25T18:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.542
2026-02-25T18:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.534
2026-02-25T18:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.541
2026-02-25T18:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.578
2026-02-25T18:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.583
2026-02-25T18:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.578
2026-02-25T18:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.59
2026-02-25T18:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.638
2026-02-25T18:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.68
2026-02-25T19:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.722
2026-02-25T19:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.659
2026-02-25T19:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.623
2026-02-25T19:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.633
2026-02-25T19:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.664
2026-02-25T19:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.659
2026-02-25T19:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.676
2026-02-25T19:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.719
2026-02-25T19:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.726
2026-02-25T19:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.732
2026-02-25T19:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.504
2026-02-25T19:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.913
2026-02-25T20:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.878
2026-02-25T20:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.85
2026-02-25T20:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.892
2026-02-25T20:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.882
2026-02-25T20:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.89
2026-02-25T20:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.912
2026-02-25T20:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.901
2026-02-25T20:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.885
2026-02-25T20:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.948
2026-02-25T20:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.972
2026-02-25T20:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.98
2026-02-25T20:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.876
2026-02-25T21:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.753
2026-02-25T21:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.74
2026-02-25T21:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.742
2026-02-25T21:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.826
2026-02-25T21:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.834
2026-02-25T21:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.862
2026-02-25T21:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.916
2026-02-25T21:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.992
2026-02-25T21:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.074
2026-02-25T21:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.116
2026-02-25T21:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.2
2026-02-25T21:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.163
2026-02-25T22:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.138
2026-02-25T22:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.198
2026-02-25T22:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.282
2026-02-25T22:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.355
2026-02-25T22:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.342
2026-02-25T22:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.386
2026-02-25T22:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.438
2026-02-25T22:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.446
2026-02-25T22:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.435
2026-02-25T22:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.487
2026-02-25T22:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.456
2026-02-25T22:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.434
2026-02-25T23:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.442
2026-02-25T23:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.424
2026-02-25T23:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.489
2026-02-25T23:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.512
2026-02-25T23:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.474
2026-02-25T23:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.403
2026-02-25T23:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.388
2026-02-25T23:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.439
2026-02-25T23:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.408
2026-02-25T23:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.432
2026-02-25T23:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.438
2026-02-25T23:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.472
2026-02-26T00:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.514
2026-02-26T00:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.425
2026-02-26T00:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.291
2026-02-26T00:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.142
2026-02-26T00:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.077
2026-02-26T00:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.244
2026-02-26T00:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.428
2026-02-26T00:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.308
2026-02-26T00:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.234
2026-02-26T00:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.238
2026-02-26T00:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.217
2026-02-26T00:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.192
2026-02-26T01:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.257
2026-02-26T01:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.296
2026-02-26T01:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.292
2026-02-26T01:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.264
2026-02-26T01:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.292
2026-02-26T01:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.32
2026-02-26T01:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.354
2026-02-26T01:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.357
2026-02-26T01:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.403
2026-02-26T01:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.413
2026-02-26T01:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.399
2026-02-26T01:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.408
2026-02-26T02:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.472
2026-02-26T02:05:00+00:00,0.0,0.0,0.0,0.0,4.5,33.437
2026-02-26T02:10:00+00:00,0.0,0.0,0.0,0.0,4.5,33.368
2026-02-26T02:15:00+00:00,0.0,0.0,0.0,0.0,4.5,33.392
2026-02-26T02:20:00+00:00,0.0,0.0,0.0,0.0,4.5,33.32
2026-02-26T02:25:00+00:00,0.0,0.0,0.0,0.0,4.5,33.362
2026-02-26T02:30:00+00:00,0.0,0.0,0.0,0.0,4.5,33.391
2026-02-26T02:35:00+00:00,0.0,0.0,0.0,0.0,4.5,33.401
2026-02-26T02:40:00+00:00,0.0,0.0,0.0,0.0,4.5,33.464
2026-02-26T02:45:00+00:00,0.0,0.0,0.0,0.0,4.5,33.45
2026-02-26T02:50:00+00:00,0.0,0.0,0.0,0.0,4.5,33.48
2026-02-26T02:55:00+00:00,0.0,0.0,0.0,0.0,4.5,33.506
2026-02-26T03:00:00+00:00,0.0,0.0,0.0,0.0,4.5,33.258
2026-02-26T03:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.733
2026-02-26T03:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.678
2026-02-26T03:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.762
2026-02-26T03:20:00+00:00,0.0,0.0,0.0,0.0,4.5,32.776
2026-02-26T03:25:00+00:00,0.0,0.0,0.0,0.0,4.5,32.837
2026-02-26T03:30:00+00:00,0.0,0.0,0.0,0.0,4.5,32.811
2026-02-26T03:35:00+00:00,0.0,0.0,0.0,0.0,4.5,32.838
2026-02-26T03:40:00+00:00,0.0,0.0,0.0,0.0,4.5,32.865
2026-02-26T03:45:00+00:00,0.0,0.0,0.0,0.0,4.5,32.861
2026-02-26T03:50:00+00:00,0.0,0.0,0.0,0.0,4.5,32.902
2026-02-26T03:55:00+00:00,0.0,0.0,0.0,0.0,4.5,32.897
2026-02-26T04:00:00+00:00,0.0,0.0,0.0,0.0,4.5,32.99
2026-02-26T04:05:00+00:00,0.0,0.0,0.0,0.0,4.5,32.95
2026-02-26T04:10:00+00:00,0.0,0.0,0.0,0.0,4.5,32.906
2026-02-26T04:15:00+00:00,0.0,0.0,0.0,0.0,4.5,32.9
