"Settlement Date","Settlement Period","Outturn Inertia","Market Provided Inertia"
2025-08-13,10,178,178
2025-08-13,11,179,179
2025-08-13,12,180,180
2025-08-13,13,181,181
2025-08-13,14,184,184
2025-08-13,15,184,184
2025-08-13,16,186,185
2025-08-13,17,188,187
2025-08-13,18,189,189
2025-08-13,19,191,190
2025-08-13,20,190,190
2025-08-13,21,184,186
2025-08-13,22,185,187
2025-08-13,23,186,182
2025-08-13,24,192,181
2025-08-13,25,195,189
2025-08-13,26,194,189
2025-08-13,27,194,182
2025-08-13,28,194,182
2025-08-13,29,192,180
2025-08-13,30,191,179
2025-08-13,31,194,195
2025-08-13,32,201,201
2025-08-13,33,212,211
2025-08-13,34,222,222
2025-08-13,35,224,224
2025-08-13,36,225,228
2025-08-13,37,227,230
2025-08-13,38,230,232
2025-08-13,39,237,226
2025-08-13,40,237,227
2025-08-13,41,239,226
2025-08-13,42,239,225
2025-08-13,43,238,224
2025-08-13,44,235,221
2025-08-13,45,230,216
2025-08-13,46,228,204
2025-08-13,47,219,188
2025-08-13,48,200,171
2025-08-14,1,191,159
2025-08-14,2,181,159
2025-08-14,3,176,158
2025-08-14,4,169,158
2025-08-14,5,166,159
2025-08-14,6,165,158
2025-08-14,7,166,159
2025-08-14,8,165,158
2025-08-14,9,165,158
2025-08-14,10,165,158
2025-08-14,11,170,163
2025-08-14,12,174,167
2025-08-14,13,180,173
2025-08-14,14,182,175
2025-08-14,15,182,174
2025-08-14,16,184,176
2025-08-14,17,186,178
2025-08-14,18,186,179
2025-08-14,19,187,180
2025-08-14,20,180,180
2025-08-14,21,181,181
2025-08-14,22,181,181
2025-08-14,23,179,175
2025-08-14,24,182,175
2025-08-14,25,181,174
2025-08-14,26,182,174
2025-08-14,27,181,174
2025-08-14,28,183,176
2025-08-14,29,183,176
2025-08-14,30,182,175
2025-08-14,31,192,185
2025-08-14,32,192,192
2025-08-14,33,201,201
2025-08-14,34,207,207
2025-08-14,35,207,207
2025-08-14,36,208,209
2025-08-14,37,215,212
2025-08-14,38,218,214
2025-08-14,39,221,215
2025-08-14,40,219,215
2025-08-14,41,219,213
2025-08-14,42,219,213
2025-08-14,43,217,210
2025-08-14,44,213,202
2025-08-14,45,203,201
2025-08-14,46,202,199
2025-08-14,47,197,192
2025-08-14,48,189,177
2025-08-15,1,174,163
2025-08-15,2,170,161
2025-08-15,3,169,157
2025-08-15,4,166,152
2025-08-15,5,162,151
2025-08-15,6,160,148
2025-08-15,7,158,148
2025-08-15,8,158,148
2025-08-15,9,158,148
2025-08-15,10,158,148
2025-08-15,11,169,152
2025-08-15,12,169,149
2025-08-15,13,167,150
2025-08-15,14,170,153
2025-08-15,15,171,154
2025-08-15,16,171,153
2025-08-15,17,173,161
2025-08-15,18,174,158
2025-08-15,19,176,161
2025-08-15,20,173,159
2025-08-15,21,173,156
2025-08-15,22,169,153
2025-08-15,23,164,145
2025-08-15,24,157,146
2025-08-15,25,154,146
2025-08-15,26,148,146
2025-08-15,27,147,146
2025-08-15,28,147,150
2025-08-15,29,147,148
2025-08-15,30,146,147
2025-08-15,31,145,143
2025-08-15,32,144,142
2025-08-15,33,148,147
2025-08-15,34,165,164
2025-08-15,35,189,182
2025-08-15,36,194,186
2025-08-15,37,194,187
2025-08-15,38,195,187
2025-08-15,39,195,188
2025-08-15,40,195,188
2025-08-15,41,193,187
2025-08-15,42,196,188
2025-08-15,43,194,187
2025-08-15,44,193,186
2025-08-15,45,192,185
2025-08-15,46,185,181
2025-08-15,47,173,159
2025-08-15,48,162,148
2025-08-16,1,159,139
2025-08-16,2,150,129
2025-08-16,3,149,128
2025-08-16,4,148,127
2025-08-16,5,144,126
2025-08-16,6,132,113
2025-08-16,7,132,113
2025-08-16,8,132,113
2025-08-16,9,128,109
2025-08-16,10,128,109
2025-08-16,11,129,120
2025-08-16,12,128,119
2025-08-16,13,129,120
2025-08-16,14,131,112
2025-08-16,15,132,113
2025-08-16,16,133,114
2025-08-16,17,134,115
2025-08-16,18,135,116
2025-08-16,19,131,114
2025-08-16,20,135,123
2025-08-16,21,136,124
2025-08-16,22,138,126
2025-08-16,23,137,117
2025-08-16,24,128,116
2025-08-16,25,126,116
2025-08-16,26,126,116
2025-08-16,27,126,119
2025-08-16,28,119,116
2025-08-16,29,119,116
2025-08-16,30,118,118
2025-08-16,31,117,117
2025-08-16,32,124,117
2025-08-16,33,148,134
2025-08-16,34,149,139
2025-08-16,35,157,140
2025-08-16,36,158,141
2025-08-16,37,160,151
2025-08-16,38,161,151
2025-08-16,39,163,154
2025-08-16,40,163,154
2025-08-16,41,165,155
2025-08-16,42,165,156
2025-08-16,43,164,155
2025-08-16,44,164,154
2025-08-16,45,160,157
2025-08-16,46,157,155
2025-08-16,47,148,137
2025-08-16,48,136,123
2025-08-17,1,135,119
2025-08-17,2,130,119
2025-08-17,3,129,118
2025-08-17,4,129,118
2025-08-17,5,126,117
2025-08-17,6,125,114
2025-08-17,7,125,114
2025-08-17,8,124,109
2025-08-17,9,124,109
2025-08-17,10,121,106
2025-08-17,11,121,106
2025-08-17,12,121,106
2025-08-17,13,121,106
2025-08-17,14,121,107
2025-08-17,15,127,108
2025-08-17,16,120,101
2025-08-17,17,120,103
2025-08-17,18,124,97
2025-08-17,19,119,101
2025-08-17,20,117,102
2025-08-17,21,118,98
2025-08-17,22,119,95
2025-08-17,23,119,96
2025-08-17,24,120,96
2025-08-17,25,117,97
2025-08-17,26,117,97
2025-08-17,27,117,97
2025-08-17,28,117,96
2025-08-17,29,116,101
2025-08-17,30,123,107
2025-08-17,31,123,107
2025-08-17,32,129,113
2025-08-17,33,154,141
2025-08-17,34,162,146
2025-08-17,35,180,161
2025-08-17,36,180,166
2025-08-17,37,180,159
2025-08-17,38,182,161
2025-08-17,39,181,162
2025-08-17,40,181,163
2025-08-17,41,184,165
2025-08-17,42,178,170
2025-08-17,43,177,162
2025-08-17,44,178,163
2025-08-17,45,179,161
2025-08-17,46,178,161
2025-08-17,47,167,159
2025-08-17,48,155,145
2025-08-18,1,146,145
2025-08-18,2,144,144
2025-08-18,3,143,143
2025-08-18,4,143,143
2025-08-18,5,142,142
2025-08-18,6,142,142
2025-08-18,7,141,141
2025-08-18,8,141,141
2025-08-18,9,158,147
2025-08-18,10,158,147
2025-08-18,11,170,162
2025-08-18,12,170,165
2025-08-18,13,175,170
2025-08-18,14,178,172
2025-08-18,15,180,173
2025-08-18,16,181,175
2025-08-18,17,182,177
2025-08-18,18,183,178
2025-08-18,19,183,178
2025-08-18,20,184,183
2025-08-18,21,185,184
2025-08-18,22,186,184
2025-08-18,23,186,184
2025-08-18,24,185,189
2025-08-18,25,185,189
2025-08-18,26,187,189
2025-08-18,27,187,189
2025-08-18,28,189,188
2025-08-18,29,190,188
2025-08-18,30,193,192
2025-08-18,31,196,195
2025-08-18,32,213,211
2025-08-18,33,215,213
2025-08-18,34,214,214
2025-08-18,35,215,215
2025-08-18,36,220,220
2025-08-18,37,220,221
2025-08-18,38,221,222
2025-08-18,39,221,222
2025-08-18,40,217,221
2025-08-18,41,216,215
2025-08-18,42,216,215
2025-08-18,43,214,209
2025-08-18,44,207,207
2025-08-18,45,205,205
2025-08-18,46,194,194
2025-08-18,47,188,188
2025-08-18,48,169,167
2025-08-19,1,166,163
2025-08-19,2,162,152
2025-08-19,3,161,151
2025-08-19,4,157,154
2025-08-19,5,157,147
2025-08-19,6,156,146
2025-08-19,7,157,147
2025-08-19,8,161,151
2025-08-19,9,161,152
2025-08-19,10,162,159
2025-08-19,11,165,163
2025-08-19,12,167,157
2025-08-19,13,168,158
2025-08-19,14,170,160
2025-08-19,15,170,160
2025-08-19,16,173,161
2025-08-19,17,175,164
2025-08-19,18,171,164
2025-08-19,19,172,162
2025-08-19,20,163,165
2025-08-19,21,163,166
2025-08-19,22,164,164
2025-08-19,23,164,166
2025-08-19,24,165,167
2025-08-19,25,165,167
2025-08-19,26,166,168
2025-08-19,27,165,167
2025-08-19,28,165,166
2025-08-19,29,164,165
2025-08-19,30,166,166
2025-08-19,31,168,165
2025-08-19,32,169,169
2025-08-19,33,180,173
2025-08-19,34,183,180
2025-08-19,35,196,179
2025-08-19,36,197,181
2025-08-19,37,199,183
2025-08-19,38,199,183
2025-08-19,39,200,184
2025-08-19,40,199,183
2025-08-19,41,200,184
2025-08-19,42,199,183
2025-08-19,43,200,181
2025-08-19,44,198,179
2025-08-19,45,196,177
2025-08-19,46,187,165
2025-08-19,47,170,149
2025-08-19,48,150,123
2025-08-20,1,134,112
2025-08-20,2,133,111
2025-08-20,3,134,125
2025-08-20,4,132,110
2025-08-20,5,128,124
2025-08-20,6,127,123
2025-08-20,7,126,108
2025-08-20,8,126,108
2025-08-20,9,127,123
2025-08-20,10,131,109
2025-08-20,11,145,119
2025-08-20,12,159,127
2025-08-20,13,163,133
2025-08-20,14,166,129
2025-08-20,15,166,131
2025-08-20,16,167,126
2025-08-20,17,172,130
2025-08-20,18,172,133
2025-08-20,19,175,149
2025-08-20,20,173,154
2025-08-20,21,165,138
2025-08-20,22,166,150
2025-08-20,23,164,162
2025-08-20,24,168,164
2025-08-20,25,169,163
2025-08-20,26,165,152
2025-08-20,27,169,163
2025-08-20,28,169,154
2025-08-20,29,173,160
2025-08-20,30,183,151
2025-08-20,31,186,154
2025-08-20,32,188,167
2025-08-20,33,190,174
2025-08-20,34,194,175
2025-08-20,35,195,176
2025-08-20,36,195,176
2025-08-20,37,199,180
2025-08-20,38,198,182
2025-08-20,39,197,181
2025-08-20,40,195,181
2025-08-20,41,192,193
2025-08-20,42,192,178
2025-08-20,43,189,176
2025-08-20,44,189,189
2025-08-20,45,187,173
2025-08-20,46,169,155
2025-08-20,47,163,153
2025-08-20,48,163,157
2025-08-21,1,162,149
2025-08-21,2,159,138
2025-08-21,3,158,145
2025-08-21,4,158,152
2025-08-21,5,157,137
2025-08-21,6,157,139
2025-08-21,7,162,143
2025-08-21,8,164,158
2025-08-21,9,164,151
2025-08-21,10,160,154
2025-08-21,11,161,155
2025-08-21,12,162,150
2025-08-21,13,164,161
2025-08-21,14,167,164
2025-08-21,15,168,157
2025-08-21,16,166,159
2025-08-21,17,167,160
2025-08-21,18,161,160
2025-08-21,19,162,165
2025-08-21,20,159,162
2025-08-21,21,158,162
2025-08-21,22,160,158
2025-08-21,23,161,162
2025-08-21,24,168,167
2025-08-21,25,170,160
2025-08-21,26,169,160
2025-08-21,27,173,163
2025-08-21,28,169,156
2025-08-21,29,169,156
2025-08-21,30,169,156
2025-08-21,31,171,156
2025-08-21,32,170,155
2025-08-21,33,179,173
2025-08-21,34,184,179
2025-08-21,35,191,175
2025-08-21,36,191,186
2025-08-21,37,192,180
2025-08-21,38,184,178
2025-08-21,39,184,179
2025-08-21,40,184,179
2025-08-21,41,184,179
2025-08-21,42,187,182
2025-08-21,43,190,183
2025-08-21,44,186,181
2025-08-21,45,184,179
2025-08-21,46,175,173
2025-08-21,47,166,166
2025-08-21,48,162,160
2025-08-22,1,157,154
2025-08-22,2,156,153
2025-08-22,3,155,152
2025-08-22,4,154,151
2025-08-22,5,153,151
2025-08-22,6,153,150
2025-08-22,7,153,150
2025-08-22,8,153,150
2025-08-22,9,155,152
2025-08-22,10,155,152
2025-08-22,11,158,155
2025-08-22,12,161,158
2025-08-22,13,164,162
2025-08-22,14,166,163
2025-08-22,15,166,169
2025-08-22,16,171,171
2025-08-22,17,174,172
2025-08-22,18,169,172
2025-08-22,19,171,174
2025-08-22,20,171,174
2025-08-22,21,176,174
2025-08-22,22,177,175
2025-08-22,23,169,172
2025-08-22,24,160,164
2025-08-22,25,160,164
2025-08-22,26,161,164
2025-08-22,27,159,163
2025-08-22,28,159,160
2025-08-22,29,158,159
2025-08-22,30,157,158
2025-08-22,31,156,159
2025-08-22,32,168,167
2025-08-22,33,168,168
2025-08-22,34,175,168
2025-08-22,35,185,171
2025-08-22,36,190,176
2025-08-22,37,191,184
2025-08-22,38,194,180
2025-08-22,39,197,190
2025-08-22,40,197,183
2025-08-22,41,196,191
2025-08-22,42,197,184
2025-08-22,43,196,183
2025-08-22,44,193,180
2025-08-22,45,191,178
2025-08-22,46,190,176
2025-08-22,47,178,168
2025-08-22,48,164,153
2025-08-23,1,163,149
2025-08-23,2,157,143
2025-08-23,3,156,142
2025-08-23,4,151,138
2025-08-23,5,153,137
2025-08-23,6,152,136
2025-08-23,7,152,136
2025-08-23,8,151,135
2025-08-23,9,151,135
2025-08-23,10,151,135
2025-08-23,11,150,135
2025-08-23,12,150,135
2025-08-23,13,152,136
2025-08-23,14,152,136
2025-08-23,15,155,139
2025-08-23,16,155,140
2025-08-23,17,148,141
2025-08-23,18,148,148
2025-08-23,19,143,143
2025-08-23,20,144,144
2025-08-23,21,144,144
2025-08-23,22,144,144
2025-08-23,23,146,145
2025-08-23,24,143,141
2025-08-23,25,142,140
2025-08-23,26,142,139
2025-08-23,27,149,146
2025-08-23,28,148,145
2025-08-23,29,147,144
2025-08-23,30,150,148
2025-08-23,31,149,147
2025-08-23,32,162,160
2025-08-23,33,171,168
2025-08-23,34,179,169
2025-08-23,35,186,184
2025-08-23,36,188,178
2025-08-23,37,189,179
2025-08-23,38,189,180
2025-08-23,39,190,179
2025-08-23,40,190,188
2025-08-23,41,188,181
2025-08-23,42,192,181
2025-08-23,43,191,180
2025-08-23,44,191,187
2025-08-23,45,189,177
2025-08-23,46,183,172
2025-08-23,47,168,164
2025-08-23,48,162,149
2025-08-24,1,152,139
2025-08-24,2,145,132
2025-08-24,3,144,131
2025-08-24,4,140,127
2025-08-24,5,138,125
2025-08-24,6,134,121
2025-08-24,7,133,120
2025-08-24,8,133,120
2025-08-24,9,132,119
2025-08-24,10,129,116
2025-08-24,11,129,116
2025-08-24,12,129,123
2025-08-24,13,130,117
2025-08-24,14,130,117
2025-08-24,15,134,118
2025-08-24,16,135,120
2025-08-24,17,136,121
2025-08-24,18,132,123
2025-08-24,19,138,128
2025-08-24,20,136,130
2025-08-24,21,138,132
2025-08-24,22,135,133
2025-08-24,23,136,133
2025-08-24,24,136,133
2025-08-24,25,136,133
2025-08-24,26,136,133
2025-08-24,27,136,133
2025-08-24,28,137,134
2025-08-24,29,136,134
2025-08-24,30,136,133
2025-08-24,31,141,138
2025-08-24,32,146,147
2025-08-24,33,152,151
2025-08-24,34,155,154
2025-08-24,35,169,160
2025-08-24,36,172,164
2025-08-24,37,174,162
2025-08-24,38,177,163
2025-08-24,39,177,163
2025-08-24,40,173,163
2025-08-24,41,173,163
2025-08-24,42,174,163
2025-08-24,43,180,161
2025-08-24,44,177,160
2025-08-24,45,176,157
2025-08-24,46,171,155
2025-08-24,47,161,151
2025-08-24,48,142,127
2025-08-25,1,139,119
2025-08-25,2,135,108
2025-08-25,3,134,115
2025-08-25,4,131,111
2025-08-25,5,130,104
2025-08-25,6,130,103
2025-08-25,7,129,103
2025-08-25,8,129,102
2025-08-25,9,132,105
2025-08-25,10,132,113
2025-08-25,11,133,107
2025-08-25,12,134,115
2025-08-25,13,136,108
2025-08-25,14,135,108
2025-08-25,15,138,109
2025-08-25,16,138,112
2025-08-25,17,127,113
2025-08-25,18,131,117
2025-08-25,19,127,111
2025-08-25,20,118,90
2025-08-25,21,119,95
2025-08-25,22,110,82
2025-08-25,23,106,82
2025-08-25,24,107,83
2025-08-25,25,107,83
2025-08-25,26,108,83
2025-08-25,27,106,82
2025-08-25,28,106,81
2025-08-25,29,104,80
2025-08-25,30,104,80
2025-08-25,31,106,82
2025-08-25,32,109,93
2025-08-25,33,120,101
2025-08-25,34,135,102
2025-08-25,35,156,137
2025-08-25,36,163,139
2025-08-25,37,163,147
2025-08-25,38,167,149
2025-08-25,39,168,150
2025-08-25,40,168,144
2025-08-25,41,170,145
2025-08-25,42,168,145
2025-08-25,43,165,141
2025-08-25,44,160,146
2025-08-25,45,161,146
2025-08-25,46,160,147
2025-08-25,47,147,123
2025-08-25,48,137,102
2025-08-26,1,122,92
2025-08-26,2,121,91
2025-08-26,3,117,91
2025-08-26,4,116,89
2025-08-26,5,114,89
2025-08-26,6,114,92
2025-08-26,7,114,94
2025-08-26,8,114,93
2025-08-26,9,113,89
2025-08-26,10,113,93
2025-08-26,11,112,88
2025-08-26,12,121,97
2025-08-26,13,127,101
2025-08-26,14,129,103
2025-08-26,15,131,105
2025-08-26,16,136,113
2025-08-26,17,134,121
2025-08-26,18,128,115
2025-08-26,19,127,117
2025-08-26,20,129,117
2025-08-26,21,126,114
2025-08-26,22,127,114
2025-08-26,23,126,111
2025-08-26,24,120,111
2025-08-26,25,120,112
2025-08-26,26,120,111
2025-08-26,27,120,113
2025-08-26,28,121,113
2025-08-26,29,121,113
2025-08-26,30,135,128
2025-08-26,31,150,141
2025-08-26,32,181,170
2025-08-26,33,185,171
2025-08-26,34,186,175
2025-08-26,35,192,193
2025-08-26,36,193,193
2025-08-26,37,198,195
2025-08-26,38,205,197
2025-08-26,39,209,201
2025-08-26,40,209,201
2025-08-26,41,208,199
2025-08-26,42,206,199
2025-08-26,43,200,191
2025-08-26,44,197,189
2025-08-26,45,193,187
2025-08-26,46,188,185
2025-08-26,47,174,172
2025-08-26,48,156,150
2025-08-27,1,153,151
2025-08-27,2,152,144
2025-08-27,3,145,140
2025-08-27,4,145,139
2025-08-27,5,141,138
2025-08-27,6,141,138
2025-08-27,7,141,138
2025-08-27,8,141,138
2025-08-27,9,145,142
2025-08-27,10,144,142
2025-08-27,11,148,142
2025-08-27,12,158,146
2025-08-27,13,157,152
2025-08-27,14,159,147
2025-08-27,15,160,148
2025-08-27,16,157,145
2025-08-27,17,162,151
2025-08-27,18,162,149
2025-08-27,19,158,146
2025-08-27,20,156,147
2025-08-27,21,155,145
2025-08-27,22,140,130
2025-08-27,23,132,125
2025-08-27,24,133,122
2025-08-27,25,137,126
2025-08-27,26,133,123
2025-08-27,27,133,122
2025-08-27,28,132,121
2025-08-27,29,132,122
2025-08-27,30,131,121
2025-08-27,31,131,121
2025-08-27,32,151,126
2025-08-27,33,160,138
2025-08-27,34,172,146
2025-08-27,35,183,169
2025-08-27,36,182,178
2025-08-27,37,187,187
2025-08-27,38,187,187
2025-08-27,39,188,174
2025-08-27,40,192,191
2025-08-27,41,191,176
2025-08-27,42,189,176
2025-08-27,43,189,176
2025-08-27,44,189,175
2025-08-27,45,186,172
2025-08-27,46,177,162
2025-08-27,47,167,155
2025-08-27,48,153,144
2025-08-28,1,140,141
2025-08-28,2,137,137
2025-08-28,3,138,137
2025-08-28,4,136,136
2025-08-28,5,136,136
2025-08-28,6,135,135
2025-08-28,7,134,134
2025-08-28,8,133,133
2025-08-28,9,136,136
2025-08-28,10,136,136
2025-08-28,11,144,144
2025-08-28,12,159,149
2025-08-28,13,162,152
2025-08-28,14,171,153
2025-08-28,15,172,162
2025-08-28,16,174,164
2025-08-28,17,173,156
2025-08-28,18,175,165
2025-08-28,19,177,160
2025-08-28,20,178,160
2025-08-28,21,175,158
2025-08-28,22,174,154
2025-08-28,23,170,145
2025-08-28,24,164,138
2025-08-28,25,153,139
2025-08-28,26,153,139
2025-08-28,27,152,138
2025-08-28,28,152,137
2025-08-28,29,151,144
2025-08-28,30,151,143
2025-08-28,31,153,143
2025-08-28,32,155,139
2025-08-28,33,160,140
2025-08-28,34,161,139
2025-08-28,35,161,146
2025-08-28,36,168,146
2025-08-28,37,169,154
2025-08-28,38,172,153
2025-08-28,39,162,145
2025-08-28,40,162,145
2025-08-28,41,167,151
2025-08-28,42,170,152
2025-08-28,43,169,152
2025-08-28,44,170,146
2025-08-28,45,161,141
2025-08-28,46,159,138
2025-08-28,47,129,114
2025-08-28,48,120,97
2025-08-29,1,120,96
2025-08-29,2,119,96
2025-08-29,3,119,95
2025-08-29,4,118,95
2025-08-29,5,117,94
2025-08-29,6,117,93
2025-08-29,7,116,102
2025-08-29,8,116,92
2025-08-29,9,115,92
2025-08-29,10,117,96
2025-08-29,11,134,117
2025-08-29,12,140,122
2025-08-29,13,142,134
2025-08-29,14,147,145
2025-08-29,15,149,147
2025-08-29,16,153,154
2025-08-29,17,154,145
2025-08-29,18,155,146
2025-08-29,19,157,148
2025-08-29,20,159,150
2025-08-29,21,151,147
2025-08-29,22,148,147
2025-08-29,23,147,147
2025-08-29,24,148,148
2025-08-29,25,150,150
2025-08-29,26,149,146
2025-08-29,27,147,147
2025-08-29,28,147,147
2025-08-29,29,147,147
2025-08-29,30,147,147
2025-08-29,31,149,149
2025-08-29,32,158,158
2025-08-29,33,165,165
2025-08-29,34,178,167
2025-08-29,35,179,167
2025-08-29,36,175,166
2025-08-29,37,177,168
2025-08-29,38,181,171
2025-08-29,39,179,168
2025-08-29,40,181,177
2025-08-29,41,181,177
2025-08-29,42,183,178
2025-08-29,43,186,167
2025-08-29,44,184,167
2025-08-29,45,181,174
2025-08-29,46,175,165
2025-08-29,47,155,142
2025-08-29,48,142,131
2025-08-30,1,139,123
2025-08-30,2,134,126
2025-08-30,3,132,117
2025-08-30,4,132,123
2025-08-30,5,132,123
2025-08-30,6,131,123
2025-08-30,7,131,115
2025-08-30,8,131,115
2025-08-30,9,131,115
2025-08-30,10,130,114
2025-08-30,11,130,115
2025-08-30,12,130,122
2025-08-30,13,127,115
2025-08-30,14,124,115
2025-08-30,15,125,116
2025-08-30,16,126,117
2025-08-30,17,132,123
2025-08-30,18,134,121
2025-08-30,19,136,123
2025-08-30,20,127,117
2025-08-30,21,127,117
2025-08-30,22,121,102
2025-08-30,23,119,100
2025-08-30,24,115,98
2025-08-30,25,117,95
2025-08-30,26,117,95
2025-08-30,27,117,94
2025-08-30,28,117,94
2025-08-30,29,116,93
2025-08-30,30,116,93
2025-08-30,31,114,91
2025-08-30,32,115,95
2025-08-30,33,119,92
2025-08-30,34,116,93
2025-08-30,35,114,96
2025-08-30,36,115,95
2025-08-30,37,117,96
2025-08-30,38,127,96
2025-08-30,39,131,92
2025-08-30,40,131,106
2025-08-30,41,130,98
2025-08-30,42,133,96
2025-08-30,43,132,94
2025-08-30,44,131,113
2025-08-30,45,129,101
2025-08-30,46,128,98
2025-08-30,47,127,98
2025-08-30,48,127,98
2025-08-31,1,124,99
2025-08-31,2,124,99
2025-08-31,3,123,89
2025-08-31,4,123,98
2025-08-31,5,122,94
2025-08-31,6,125,87
2025-08-31,7,125,96
2025-08-31,8,127,96
2025-08-31,9,122,88
2025-08-31,10,122,95
2025-08-31,11,121,87
2025-08-31,12,122,88
2025-08-31,13,122,98
2025-08-31,14,122,89
2025-08-31,15,122,98
2025-08-31,16,119,82
2025-08-31,17,124,88
2025-08-31,18,119,90
2025-08-31,19,121,91
2025-08-31,20,120,103
2025-08-31,21,116,101
2025-08-31,22,112,106
2025-08-31,23,119,101
2025-08-31,24,119,104
2025-08-31,25,120,97
2025-08-31,26,121,97
2025-08-31,27,120,94
2025-08-31,28,114,89
2025-08-31,29,111,89
2025-08-31,30,112,91
2025-08-31,31,111,90
2025-08-31,32,119,88
2025-08-31,33,120,111
2025-08-31,34,122,90
2025-08-31,35,128,96
2025-08-31,36,129,97
2025-08-31,37,127,97
2025-08-31,38,129,94
2025-08-31,39,130,95
2025-08-31,40,126,95
2025-08-31,41,130,96
2025-08-31,42,129,95
2025-08-31,43,128,93
2025-08-31,44,136,100
2025-08-31,45,133,94
2025-08-31,46,130,92
2025-08-31,47,123,97
2025-08-31,48,123,91
2025-09-01,1,120,95
2025-09-01,2,120,89
2025-09-01,3,117,88
2025-09-01,4,117,87
2025-09-01,5,117,87
2025-09-01,6,123,86
2025-09-01,7,122,86
2025-09-01,8,122,93
2025-09-01,9,122,85
2025-09-01,10,122,85
2025-09-01,11,123,87
2025-09-01,12,125,89
2025-09-01,13,131,93
2025-09-01,14,136,95
2025-09-01,15,139,98
2025-09-01,16,140,102
2025-09-01,17,138,100
2025-09-01,18,139,101
2025-09-01,19,138,100
2025-09-01,20,133,95
2025-09-01,21,126,95
2025-09-01,22,126,108
2025-09-01,23,119,95
2025-09-01,24,122,95
2025-09-01,25,119,101
2025-09-01,26,120,99
2025-09-01,27,120,96
2025-09-01,28,119,104
2025-09-01,29,119,95
2025-09-01,30,119,95
2025-09-01,31,117,105
2025-09-01,32,125,97
2025-09-01,33,133,106
2025-09-01,34,144,111
2025-09-01,35,163,132
2025-09-01,36,162,137
2025-09-01,37,162,135
2025-09-01,38,163,132
2025-09-01,39,166,132
2025-09-01,40,167,139
2025-09-01,41,165,133
2025-09-01,42,163,130
2025-09-01,43,165,138
2025-09-01,44,167,134
2025-09-01,45,157,129
2025-09-01,46,151,118
2025-09-01,47,131,102
2025-09-01,48,122,93
2025-09-02,1,113,84
2025-09-02,2,119,83
2025-09-02,3,119,82
2025-09-02,4,112,88
2025-09-02,5,113,82
2025-09-02,6,113,88
2025-09-02,7,117,91
2025-09-02,8,116,88
2025-09-02,9,116,97
2025-09-02,10,127,106
2025-09-02,11,139,129
2025-09-02,12,163,151
2025-09-02,13,172,160
2025-09-02,14,175,162
2025-09-02,15,174,167
2025-09-02,16,175,166
2025-09-02,17,176,166
2025-09-02,18,175,167
2025-09-02,19,177,168
2025-09-02,20,174,170
2025-09-02,21,174,168
2025-09-02,22,177,168
2025-09-02,23,179,166
2025-09-02,24,177,166
2025-09-02,25,178,167
2025-09-02,26,180,169
2025-09-02,27,179,169
2025-09-02,28,190,176
2025-09-02,29,186,175
2025-09-02,30,189,169
2025-09-02,31,194,173
2025-09-02,32,200,181
2025-09-02,33,212,199
2025-09-02,34,217,202
2025-09-02,35,225,206
2025-09-02,36,228,217
2025-09-02,37,230,220
2025-09-02,38,231,217
2025-09-02,39,231,217
2025-09-02,40,229,228
2025-09-02,41,228,217
2025-09-02,42,226,218
2025-09-02,43,217,206
2025-09-02,44,212,193
2025-09-02,45,194,189
2025-09-02,46,174,163
2025-09-02,47,153,152
2025-09-02,48,142,138
2025-09-03,1,129,111
2025-09-03,2,129,99
2025-09-03,3,125,98
2025-09-03,4,125,98
2025-09-03,5,124,98
2025-09-03,6,124,97
2025-09-03,7,124,97
2025-09-03,8,123,97
2025-09-03,9,123,107
2025-09-03,10,123,97
2025-09-03,11,128,108
2025-09-03,12,135,114
2025-09-03,13,155,131
2025-09-03,14,162,140
2025-09-03,15,168,146
2025-09-03,16,171,148
2025-09-03,17,160,148
2025-09-03,18,161,150
2025-09-03,19,163,148
2025-09-03,20,158,151
2025-09-03,21,168,154
2025-09-03,22,167,153
2025-09-03,23,168,153
2025-09-03,24,167,152
2025-09-03,25,163,152
2025-09-03,26,162,151
2025-09-03,27,162,147
2025-09-03,28,161,143
2025-09-03,29,157,141
2025-09-03,30,157,136
2025-09-03,31,156,135
2025-09-03,32,160,139
2025-09-03,33,160,135
2025-09-03,34,158,130
2025-09-03,35,158,137
2025-09-03,36,158,138
2025-09-03,37,158,144
2025-09-03,38,154,145
2025-09-03,39,154,132
2025-09-03,40,153,132
2025-09-03,41,154,132
2025-09-03,42,153,131
2025-09-03,43,141,127
2025-09-03,44,136,124
2025-09-03,45,130,115
2025-09-03,46,124,102
2025-09-03,47,123,96
2025-09-03,48,119,90
2025-09-04,1,117,88
2025-09-04,2,117,95
2025-09-04,3,109,90
2025-09-04,4,110,87
2025-09-04,5,110,86
2025-09-04,6,110,85
2025-09-04,7,110,85
2025-09-04,8,110,87
2025-09-04,9,114,92
2025-09-04,10,118,96
2025-09-04,11,130,114
2025-09-04,12,149,142
2025-09-04,13,158,151
2025-09-04,14,163,155
2025-09-04,15,170,163
2025-09-04,16,173,167
2025-09-04,17,171,164
2025-09-04,18,175,164
2025-09-04,19,176,165
2025-09-04,20,175,166
2025-09-04,21,175,164
2025-09-04,22,176,165
2025-09-04,23,175,164
2025-09-04,24,173,164
2025-09-04,25,165,157
2025-09-04,26,165,161
2025-09-04,27,162,158
