Year,DNO,Import Unique Identifier,LLFC,Import MPANs/MSIDs,Export Unique Identifier,LLFC,Export MPANs/MSIDs,Name,Residual Charging Band,Import Super Red unit charge (p/kWh),Import fixed charge (p/day),Import capacity charge (p/kVA/day),Import exceeded capacity charge (p/kVA/day),Export Super Red unit charge (p/kWh),Export fixed charge (p/day),Export capacity charge (p/kVA/day),Export exceeded capacity charge (p/kVA/day),Strike
2025/26,East of England Electricity Network,HDGMSF,758,1050000521726,HDGMSF,758,1050000521735,HDGMSF,,0.0,9.95,2.95,2.95,0.0,1203.4,0.05,0.05,
2025/26,East of England Electricity Network,HGHFLD,759,1050000563150,HGHFLD,759,1050000563169,HGHFLD,,1.865,12.29,7.01,7.01,0.0,3874.14,0.05,0.05,
2025/26,East of England Electricity Network,HONYSM,663,1050001036670,HONYSM,663,1050001036689,HONYSM,,0.409,21.73,1.45,1.45,0.0,1086.69,0.05,0.05,
2025/26,East of England Electricity Network,HRMT_B,445,1050001324390,HRMT_B,445,1050001324405,HRMT_B,,0.0,284.6,1.43,1.43,-0.11,284.6,0.05,0.05,
2025/26,East of England Electricity Network,HRSFEN,689,1050001041642,HRSFEN,689,1050001041651;1050002366470,HRSFEN,1.0,0.456,4766.09,1.21,1.21,-0.415,7363.8,0.05,0.05,
2025/26,East of England Electricity Network,HYDESF,450,1050000759713,HYDESF,450,1050000759722,HYDESF,,0.526,22.94,3.52,3.52,0.0,2064.78,0.05,0.05,
2025/26,East of England Electricity Network,ICGLTD,649,1030075706342,ICGLTD,649,1050001431630,ICGLTD,3.0,0.0,49659.43,2.37,2.37,-0.01,962.37,0.05,0.05,
2025/26,East of England Electricity Network,INGMSF,416,1050002077454,INGMSF,416,1050002077463,INGMSF,,0.0,1.53,2.37,2.37,0.0,612.63,0.05,0.05,
2025/26,East of England Electricity Network,KNGSLN,,MSID: 7044,KNGSLN,,MSID: 7044,KNGSLN,,0.0,49.98,1.45,1.45,-0.133,1159.74,0.05,0.05,
2025/26,East of England Electricity Network,LBZSNS,664,1050000687486,LBZSNS,664,1050000687495,LBZSNS,2.0,1.437,22937.09,1.13,1.13,-1.41,258.43,0.05,0.05,
2025/26,East of England Electricity Network,LEICSQ,665,1050001008681,LEICSQ,665,1050001008690,LEICSQ,,0.0,21.99,3.69,3.69,0.0,5058.26,0.05,0.05,
2025/26,East of England Electricity Network,LEXHSF,763,1030083805563,LEXHSF,763,1030083805331,LEXHSF,,0.127,12.98,1.25,1.25,0.0,1235.34,0.05,0.05,
2025/26,East of England Electricity Network,LIMKLN,412,1050002012030,LIMKLN,412,1050002012049,LIMKLN,,0.0,17.44,1.54,1.54,0.0,1665.17,0.05,0.05,
2025/26,East of England Electricity Network,LITSTA,648,1050001858070,LITSTA,648,1050001858080,LITSTA,,0.376,64.99,2.77,2.77,0.0,12997.68,0.05,0.05,
2025/26,East of England Electricity Network,LNGHOE,454,1050000774109,LNGHOE,454,1050000774118,LNGHOE,,4.126,65.53,1.93,1.93,0.0,1922.26,0.05,0.05,
2025/26,East of England Electricity Network,LONWST,704,1023497360519,LONWST,704,1023479109093,LONWST,1.0,0.069,5027.6,1.2,1.2,-0.184,4674.04,0.05,0.05,
2025/26,East of England Electricity Network,LYONSH,688,1050001205345,LYONSH,688,1050001205354,LYONSH,,0.0,5.18,4.46,4.46,0.0,1128.23,0.05,0.05,
2025/26,East of England Electricity Network,MDWFRM,765,1050000589956,MDWFRM,765,1050000579266,MDWFRM,,0.096,6.87,1.72,1.72,0.0,687.24,0.05,0.05,
2025/26,East of England Electricity Network,MINGAY,730,1050000574667,MINGAY,730,1050000574676,MINGAY,,0.0,6.84,3.27,3.27,0.0,1026.63,0.05,0.05,
2025/26,East of England Electricity Network,MOLLAV,774,1050001620710,MOLLAV,774,1050001620720,MOLLAV,,0.0,13.74,2.33,2.33,-0.084,1374.47,0.05,0.05,
2025/26,East of England Electricity Network,MOWLEM,692,1050001054233,MOWLEM,692,1050001054242,MOWLEM,,0.0,44.7,1.67,1.67,-0.04,1787.81,0.05,0.05,
2025/26,East of England Electricity Network,NVASCT,764,1050000588206,NVASCT,764,1050000588215,NVASCT,,0.815,53.95,1.95,1.95,0.0,984.52,0.05,0.05,
2025/26,East of England Electricity Network,OLDAIR,457,1050000890756;1050001013812,OLDAIR,457,1050000890765;1050001013803,OLDAIR,,0.686,25.13,5.18,5.18,0.0,469.12,0.05,0.05,
2025/26,East of England Electricity Network,OULTON,671,1050001028544,OULTON,671,1050001028553,OULTON,,0.0,4.41,2.12,2.12,0.0,489.84,0.05,0.05,
2025/26,East of England Electricity Network,PLYTRS,693,1050000903165,PLYTRS,693,1050000903174,PLYTRS,,4.459,44.36,3.74,3.74,0.0,4436.25,0.05,0.05,
2025/26,East of England Electricity Network,RAINHM,703,1023487352751;1023487353212,RAINHM,703,1023487353444;1023525149808,RAINHM,1.0,0.935,4760.54,1.89,1.89,-1.798,3447.57,0.05,0.05,
2025/26,East of England Electricity Network,REDTI1,708,1030037258165;1030037720697,REDTI1,708,1030037258397;1030037258625,REDTI1,,0.233,297.21,2.34,2.34,0.0,15486.69,0.05,0.05,
2025/26,East of England Electricity Network,REYDON,776,1050000612816,REYDON,776,1050000612807,REYDON,1.0,4.981,4722.76,2.3,2.3,0.0,1081.67,0.05,0.05,
2025/26,East of England Electricity Network,RMSYSF,674,1050001036651,RMSYSF,674,1050001036660,RMSYSF,,0.429,394.77,1.68,1.68,0.0,4885.27,0.05,0.05,
2025/26,East of England Electricity Network,SALHSE,678,1050000946025,SALHSE,678,1050000946034,SALHSE,,0.159,17.58,1.44,1.44,0.0,1465.18,0.05,0.05,
2025/26,East of England Electricity Network,SCMOOR,694,1050001073468;1050001073459;1050001073440;1050001073412;1050001073342,SCMOOR,694,1050001073500;1050001073510;1050001073547;1050001073538;1050001073529,SCMOOR,,0.0,116.46,3.42,3.42,0.0,5823.1,0.05,0.05,
2025/26,East of England Electricity Network,SCTTOW,459,1050000841935,SCTTOW,459,1050000841971,SCTTOW,,0.0,84.14,3.83,3.83,0.0,2902.93,0.05,0.05,
2025/26,East of England Electricity Network,THORNM,415,1050002185390,THORNM,415,1050002185406,THORNM,,0.0,14.44,2.62,2.62,0.0,2165.61,0.05,0.05,
2025/26,East of England Electricity Network,TOLLBS,,MSID: 7498,TOLLBS,,MSID: 7499,TOLLBS,,1.163,4259.24,1.32,1.32,-1.117,4259.24,0.05,0.05,
2025/26,East of England Electricity Network,WAIRWF,779,1050000529637,WAIRWF,779,1050000529664,WAIRWF,1.0,0.0,4747.13,4.26,4.26,0.0,1712.23,0.05,0.05,
2025/26,East of England Electricity Network,WCKHAM,419,1050001967470,WCKHAM,419,1050001967480,WCKHAM,,0.0,632.96,2.07,2.07,-0.965,789.62,0.05,0.05,
2025/26,East of England Electricity Network,WHMLWF,743,1030079196591,WHMLWF,743,1030079196820,WHMLWF,1.0,0.23,4868.88,1.27,1.27,0.0,5637.57,0.05,0.05,
2025/26,East of England Electricity Network,WRGSTE,712,1023479303448,WRGSTE,712,1023477563953,WRGSTE,,0.55,184.9,1.12,1.12,-0.528,2542.36,0.05,0.05,
2025/26,East of England Electricity Network,WTRLOO,465,1050000769163,WTRLOO,465,1050000769172,WTRLOO,,0.0,13.25,4.96,4.96,0.0,1325.0,0.05,0.05,
2025/26,London Electricity Network,21MOOR,,1200062747376;1200062747385,,,,21MOOR,2.0,0.213,5691.6,1.67,1.67,,,,,
2025/26,London Electricity Network,BLMBGS,,1200061385729;1200061385738,,,,BLMBGS,1.0,0.255,1276.7,1.92,1.92,,,,,
2025/26,London Electricity Network,BRDGTE,,1200061148014;1200061148023,,,,BRDGTE,2.0,0.111,5012.42,3.31,3.31,,,,,
2025/26,London Electricity Network,BRMLEY,,MSID: 1630,,,,BRMLEY,4.0,0.0,29882.83,5.08,5.08,,,,,
2025/26,London Electricity Network,DART33,,MSID: 1032,,,,DART33,3.0,0.842,10751.73,6.15,6.15,,,,,
2025/26,London Electricity Network,EPNLEI,,MSID: 1628,,,,EPNLEI,4.0,0.018,29882.83,4.82,4.82,,,,,
2025/26,London Electricity Network,FENCHS,,1200061144029;1200061144038,,,,FENCHS,2.0,0.459,5691.6,3.02,3.02,,,,,
2025/26,London Electricity Network,LNWALL,,1200061953070;1200061953089,,,,LNWALL,2.0,0.208,6295.1,1.6,1.6,,,,,
2025/26,London Electricity Network,LU_MAN,,1200010200926,,,,LU_MAN,4.0,0.009,108861.57,1.83,1.83,,,,,
2025/26,London Electricity Network,MRKLNE,,1200061378624;1200061378633,,,,MRKLNE,1.0,0.356,1955.88,2.29,2.29,,,,,
2025/26,London Electricity Network,NR_BRO,,1200010251559,,,,NR_BRO,4.0,0.0,37420.42,1.52,1.52,,,,,
2025/26,London Electricity Network,NR_WES,716,1200010251568,NR_WES,716,1200052486875,NR_WES,4.0,0.242,46779.54,2.02,2.02,0.0,1341.01,0.05,0.05,
2025/26,London Electricity Network,NR_WHI,,1200050493611,,,,NR_WHI,1.0,5.946,834.27,2.73,2.73,,,,,
2025/26,London Electricity Network,TWCHST,,1200061990150,,,,TWCHST,1.0,0.0,29056.26,1.41,1.41,,,,,
2025/26,London Electricity Network,BELVED,711,1200060787109,BELVED,711,1200060787118,BELVED,,0.0,1148.77,0.81,0.81,0.0,2175.91,0.05,0.05,
2025/26,London Electricity Network,SELCHP,730,1200010175650,SELCHP,730,1200010258304,SELCHP,1.0,0.075,1611.51,1.04,1.04,-0.075,10754.44,0.05,0.05,
2025/26,South Eastern England Electricity Network,B&RLTD,,1900035000482;1900035425153,,,,B&RLTD,1.0,3.152,3321.06,3.52,3.52,,,,,
2025/26,South Eastern England Electricity Network,KNGSPN,,MSID: 1027,,,,KNGSPN,4.0,0.0,53130.01,1.8,1.8,,,,,
2025/26,South Eastern England Electricity Network,NR_AFD,,1900060219377,,,,NR_AFD,3.0,1.662,34194.28,2.13,2.13,,,,,
2025/26,South Eastern England Electricity Network,NR_BYF,,1900060218727,,,,NR_BYF,4.0,0.548,54671.95,2.1,2.1,,,,,
2025/26,South Eastern England Electricity Network,NR_CAN,,1900060218790,,,,NR_CAN,2.0,0.12,15015.3,2.08,2.08,,,,,
2025/26,South Eastern England Electricity Network,NR_HAS,,1900060218986,,,,NR_HAS,2.0,0.0,20374.22,1.72,1.72,,,,,
2025/26,South Eastern England Electricity Network,NR_LEA,,1900060219001,,,,NR_LEA,4.0,2.582,54157.97,2.13,2.13,,,,,
2025/26,South Eastern England Electricity Network,NR_MAI,,1900060219535,,,,NR_MAI,3.0,5.933,34194.28,1.85,1.85,,,,,
2025/26,South Eastern England Electricity Network,NR_NOR,,1900060219891,,,,NR_NOR,4.0,0.0,55185.93,1.53,1.53,,,,,
2025/26,South Eastern England Electricity Network,NR_QUE,,1900060219084,,,,NR_QUE,1.0,0.0,3502.69,2.23,2.23,,,,,
2025/26,South Eastern England Electricity Network,NR_TUN,,1900060219206,,,,NR_TUN,3.0,9.062,34194.28,2.52,2.52,,,,,
2025/26,South Eastern England Electricity Network,PFIZER,,1900060219544,,,,PFIZER,2.0,0.005,17398.11,1.28,1.28,,,,,
2025/26,South Eastern England Electricity Network,BNTLEY,713,1900091343778,BNTLEY,713,1900091343787,BNTLEY,,4.52,14.19,2.69,2.69,0.0,1419.04,0.05,0.05,
2025/26,South Eastern England Electricity Network,BNTLY2,712,1900091463646,BNTLY2,712,1900091463655,BNTLY2,,4.52,10.81,2.98,2.98,0.0,908.44,0.05,0.05,
2025/26,South Eastern England Electricity Network,BOBBNG,705,1900091395508,BOBBNG,705,1900091395517,BOBBNG,,0.018,7.7,2.56,2.56,0.0,1539.84,0.05,0.05,
2025/26,South Eastern England Electricity Network,GROVEH,727,1900060225185,GROVEH,727,1900060225194,GROVEH,4.0,0.129,53804.08,0.87,0.87,,,,,
2025/26,South Eastern England Electricity Network,GUSTON,708,1900091338040,GUSTON,708,1900091338059,GUSTON,,2.767,24.81,1.33,1.33,0.0,2480.85,0.05,0.05,
2025/26,South Eastern England Electricity Network,HANSTA,728,1900004383769;1900031426056,HANSTA,728,1900060442174;1900060512032,HANSTA,,2.352,2.95,0.87,0.87,-2.253,118.17,0.05,0.05,
2025/26,South Eastern England Electricity Network,KENTIS,722,1900070122273,KENTIS,722,1900070122343,KENTIS,1.0,0.0,2987.66,0.81,0.81,,,,,
2025/26,South Eastern England Electricity Network,LBOURN,747,1900091171267,LBOURN,747,1900091171276,LBOURN,,0.262,12.88,2.47,2.47,0.0,1207.33,0.05,0.05,
2025/26,South Eastern England Electricity Network,LGHTON,748,1900091200138,LGHTON,748,1900091200147,LGHTON,,3.587,17.99,3.26,3.26,0.0,1259.37,0.05,0.05,
2025/26,South Eastern England Electricity Network,MLEHLL,751,1900091183402,MLEHLL,751,1900091183411,MLEHLL,,0.004,4.08,1.87,1.87,0.0,509.9,0.05,0.05,
2025/26,South Eastern England Electricity Network,NEWHVN,700,1900090585014,NEWHVN,700,1900090585005,NEWHVN,,1.845,64.25,1.14,1.14,-2.153,449.73,0.05,0.05,
2025/26,South Eastern England Electricity Network,OAKLND,752,1900091197414,OAKLND,752,1900091197423,OAKLND,,2.405,9.36,2.82,2.82,0.0,1028.99,0.05,0.05,
2025/26,South Eastern England Electricity Network,PRIORS,717,1900091319942,PRIORS,717,1900091320006,PRIORS,,0.498,7.06,1.69,1.69,0.0,1062.46,0.05,0.05,
2025/26,South Eastern England Electricity Network,PSHLEY,703,1900091178954,PSHLEY,703,1900091178963,PSHLEY,,0.0,19.18,1.52,1.52,0.0,1918.05,0.05,0.05,
2025/26,South Eastern England Electricity Network,SEVIND,,MSID: 7160,SEVIND,,MSID: 7160,SEVIND,,4.487,2.21,3.38,3.38,-4.684,176.95,0.05,0.05,
2025/26,South Eastern England Electricity Network,SHORHM,,MSID: 7104,SHORHM,,MSID: 7104,SHORHM,2.0,0.0,14454.42,1.52,1.52,-0.927,18650.98,0.05,0.05,
2025/26,South Eastern England Electricity Network,SOLEES,755,1900091121257;1900091121275,SOLEES,755,1900091121266;1900091121284,SOLEES,,0.016,62.31,1.32,1.32,0.0,2617.11,0.05,0.05,
2025/26,South Eastern England Electricity Network,THAEAR,733,1900090417081;1900090417106;1900090417133;1900090417151,THAEAR,733,1900090417160;1900090417189;1900090417212;1900090417230,THAEAR,4.0,0.0,62752.64,1.56,1.56,-1.039,9622.63,0.05,0.05,True
2025/26,South Eastern England Electricity Network,WDLNDS,702,1900091207124,WDLNDS,702,1900091207133,WDLNDS,,0.12,35.98,1.75,1.75,0.0,4317.32,0.05,0.05,
2026/27,East of England Electricity Network,ADBRKS,,1023529546480,,,,ADBRKS,3.0,1.593,64163.97,3.63,3.63,,,,,
2026/27,East of England Electricity Network,BERMAT,,1014571751895,,,,BERMAT,1.0,0.0,5208.44,4.04,4.04,,,,,
2026/27,East of England Electricity Network,BOCTHA,,1014572608412,,,,BOCTHA,2.0,1.772,26055.93,6.86,6.86,,,,,
2026/27,East of England Electricity Network,BTLCOM,,1014572546086;1023545733475;1050000169030,,,,BTLCOM,2.0,2.519,25103.94,3.96,3.96,,,,,
2026/27,East of England Electricity Network,BUNCDC,,ENET,,,,BUNCDC,4.0,0.0,68693.98,2.56,2.56,,,,,
2026/27,East of England Electricity Network,DGRLTY,,1030050289278;1030050289506,,,,DGRLTY,4.0,1.115,91914.86,1.3,1.3,,,,,
2026/27,East of England Electricity Network,DRABED,,1014572509517,,,,DRABED,1.0,0.614,18484.81,1.56,1.56,,,,,
2026/27,East of England Electricity Network,FRDHVS,,1014572810813,,,,FRDHVS,3.0,3.445,59223.84,3.36,3.36,,,,,
2026/27,East of England Electricity Network,FXDFAG,,1014572633250;1023479907422,,,,FXDFAG,2.0,1.317,29406.09,3.13,3.13,,,,,
2026/27,East of England Electricity Network,GLXOST,,1014569657748;1014569657970,,,,GLXOST,3.0,1.585,58637.53,2.63,2.63,,,,,
2026/27,East of England Electricity Network,GLXOW2,,1023475634488;1023475635409,,,,GLXOW2,2.0,4.705,24713.06,3.29,3.29,,,,,
2026/27,East of England Electricity Network,GLXOWR,433,1014570677103;1023475633563;1023475634256;1023475634948;1023484819994,GLXOWR,433,1030074763118;1030074763340,GLXOWR,2.0,4.705,24713.06,2.8,2.8,,,,,
2026/27,East of England Electricity Network,HS2_AT,,1050002167017;1050002167026;1050002167035;1050002167044,,,,HS2_AT,4.0,3.057,77108.39,1.22,1.22,,,,,
2026/27,East of England Electricity Network,INFSSE,,ENET,,,,INFSSE,4.0,2.776,70464.13,1.25,1.25,,,,,
2026/27,East of England Electricity Network,LBARPS,,MSID: 7409,,,,LBARPS,,0.0,442.54,1.48,1.48,,,,,
2026/27,East of England Electricity Network,LU_FIN,,1023478728447;1023478728907,,,,LU_FIN,3.0,0.0,59231.65,2.88,2.88,,,,,
2026/27,East of England Electricity Network,LU_MHO,,1030059686387;1030060990025;1030060990257;1030060990489,,,,LU_MHO,4.0,0.006,149395.53,2.51,2.51,,,,,
2026/27,East of England Electricity Network,MAXWDC,,ENET,,,,MAXWDC,2.0,0.012,23702.12,1.16,1.16,,,,,
2026/27,East of England Electricity Network,MLVLCM,,1030062915127,,,,MLVLCM,1.0,0.114,5208.44,1.42,1.42,,,,,
2026/27,East of England Electricity Network,NR_HOR,,1014572986535,,,,NR_HOR,3.0,0.849,64830.33,3.55,3.55,,,,,
2026/27,East of England Electricity Network,NR_RAY,725,1014573010682,NR_RAY,725,1023545944911,NR_RAY,2.0,0.773,37207.81,2.14,2.14,,,,,
2026/27,East of England Electricity Network,NR_STW,729,1014572719730,NR_STW,729,1023545947968,NR_STW,2.0,0.442,36604.46,3.36,3.36,,,,,
2026/27,East of England Electricity Network,PP_COR,,1014569523654,,,,PP_COR,2.0,0.0,26092.34,1.41,1.41,,,,,
2026/27,East of England Electricity Network,PRECIS,,1014572632790;1015685836242,,,,PRECIS,1.0,3.176,5403.87,5.47,5.47,,,,,
2026/27,East of England Electricity Network,PRMFDS,,1014572860726;1023479474560,,,,PRMFDS,1.0,2.568,5403.87,3.01,3.01,,,,,
2026/27,East of England Electricity Network,QNETIC,,1014572722956,,,,QNETIC,1.0,2.522,13268.43,3.23,3.23,,,,,
2026/27,East of England Electricity Network,RPRLTD,,1014569969627,,,,RPRLTD,1.0,3.587,5403.87,4.49,4.49,,,,,
2026/27,East of England Electricity Network,SEN1&2,,ENET,,,,SEN1&2,3.0,0.074,58098.95,2.13,2.13,,,,,
2026/27,East of England Electricity Network,STMFRD,,MSID: 2035,,,,STMFRD,4.0,0.0,76326.64,2.85,2.85,,,,,
2026/27,East of England Electricity Network,UBS_UK,,1030065428330;1030065428562,,,,UBS_UK,2.0,1.357,34844.54,1.15,1.15,,,,,
2026/27,East of England Electricity Network,WILLIA,,1030027859903,,,,WILLIA,1.0,0.902,7139.96,2.99,2.99,,,,,
2026/27,East of England Electricity Network,ABSRSF,744,1050000574685,ABSRSF,744,1050000574694,ABSRSF,,3.499,17.08,3.18,3.18,0.0,3415.91,0.05,0.05,
2026/27,East of England Electricity Network,AIAMAN,435,1014569292506,AIAMAN,435,1030054607984,AIAMAN,1.0,3.919,5031.61,4.93,4.93,-3.762,372.26,0.05,0.05,
2026/27,East of England Electricity Network,ASTONC,780,1050000834246,ASTONC,780,1050000834255,ASTONC,,4.284,4.48,2.82,2.82,0.0,895.69,0.05,0.05,
2026/27,East of England Electricity Network,BARNFM,652,1050000774999,BARNFM,652,1050000775005,BARNFM,,0.0,67.06,2.78,2.78,0.0,2816.39,0.05,0.05,
2026/27,East of England Electricity Network,BAYFMS,745,1050000579318,BAYFMS,745,1050000579327,BAYFMS,,0.448,63.22,4.8,4.8,0.0,5057.4,0.05,0.05,
2026/27,East of England Electricity Network,BDGHSE,782,1050000669548,BDGHSE,782,1050000669539,BDGHSE,,0.424,39.83,1.25,1.25,0.0,1484.72,0.05,0.05,
2026/27,East of England Electricity Network,BLGTSF,466,1050000769039,BLGTSF,466,1050000769048,BLGTSF,,0.0,20.7,2.23,2.23,0.0,1966.38,0.05,0.05,
2026/27,East of England Electricity Network,BMPFM2,407,1050001658120,BMPFM2,407,1050001658148,BMPFM2,,2.557,323.57,1.23,1.23,0.0,841.28,0.05,0.05,
2026/27,East of England Electricity Network,BOXTED,783,1050000774270;1050001847557,BOXTED,783,1050000774289;1050001847566,BOXTED,,0.0,15.8,2.17,2.17,0.0,426.73,0.05,0.05,
2026/27,East of England Electricity Network,BRENBS,,MSID: 7508,BRENBS,,MSID: 7509,BRENBS,,0.0,906.34,2.69,2.69,-1.774,906.34,0.05,0.05,
2026/27,East of England Electricity Network,BROGB_,701,1030041592510;1030041592742;1030041592974;1030041593203,BROGB_,701,1030041591590;1030041591828;1030041592050;1030041592282;1050000011309,BROGB_,,0.0,430.56,4.1,4.1,-4.108,6350.0,0.05,0.05,
2026/27,East of England Electricity Network,BRTHSS,735,1030083941266,BRTHSS,735,1030083941034,BRTHSS,,0.424,4.89,2.0,2.0,0.0,437.65,0.05,0.05,
2026/27,East of England Electricity Network,BURGSF,396,1050002552390,BURGSF,396,1050002552406,BURGSF,,0.0,41.85,2.31,2.31,-0.105,500.6,0.05,0.05,
2026/27,East of England Electricity Network,CAVDRD,773,1050001791569,CAVDRD,773,1050001791578,CAVDRD,,1.016,52.78,1.16,1.16,-1.016,1331.79,0.05,0.05,
2026/27,East of England Electricity Network,CHEARF,418,1050002211702,CHEARF,418,1050002211711,CHEARF,2.0,2.567,27264.46,1.28,1.28,-2.434,4413.41,0.05,0.05,
2026/27,East of England Electricity Network,CHPLOW,655,1050000948022,CHPLOW,655,1050000948031,CHPLOW,,0.0,94.6,1.82,1.82,0.0,7883.58,0.05,0.05,
2026/27,East of England Electricity Network,CLAYB1,,MSID: 7502,CLAYB1,,MSID: 7503,CLAYB1,,0.0,1410.62,1.21,1.21,-0.037,1410.62,0.05,0.05,
2026/27,East of England Electricity Network,CLRDWN,439,1050001495174,CLRDWN,439,1050001495183,CLRDWN,,2.151,813.68,2.61,2.61,-3.939,813.68,0.05,0.05,
2026/27,East of England Electricity Network,CLTSHL,467,1050000841917,CLTSHL,467,1050000841926,CLTSHL,,0.0,7.61,6.04,6.04,0.0,1521.94,0.05,0.05,
2026/27,East of England Electricity Network,COLDHA,715,1030017556367;1050003019620,COLDHA,715,1030017556135;1050003019630,COLDHA,1.0,0.166,5107.38,1.29,1.29,,,,,
2026/27,East of England Electricity Network,CROUSF,391,1050002962288,CROUSF,391,1050002962297,CROUSF,,0.0,17.69,2.09,2.09,0.0,5306.66,0.05,0.05,
2026/27,East of England Electricity Network,CRSSNG,657,1050001047087,CRSSNG,657,1050001047078,CRSSNG,,0.0,1.87,1.63,1.63,0.0,933.17,0.05,0.05,
2026/27,East of England Electricity Network,CTWDFM,736,1030079565056,CTWDFM,736,1030079564823,CTWDFM,,0.0,17.79,3.3,3.3,0.0,1458.9,0.05,0.05,
2026/27,East of England Electricity Network,DRAYTN,658,1050001047272,DRAYTN,658,1050001047263,DRAYTN,,4.301,19.72,2.09,2.09,0.0,887.34,0.05,0.05,
2026/27,East of England Electricity Network,DRYHSE,751,1050000609423,DRYHSE,751,1050000609380,DRYHSE,,0.0,3.37,5.23,5.23,0.0,1010.6,0.05,0.05,
2026/27,East of England Electricity Network,EARLHF,737,1030081316739,EARLHF,737,1030081316960,EARLHF,,0.0,6.57,1.45,1.45,0.0,656.79,0.05,0.05,
2026/27,East of England Electricity Network,EBCKHM,761,1050000609441,EBCKHM,761,1050000563595,EBCKHM,,0.0,5.78,8.31,8.31,0.0,1102.12,0.05,0.05,
2026/27,East of England Electricity Network,EDLMUC,702,1023497822125;1023497822357;1023514863056;1030010107819,EDLMUC,702,1023497821664;1023497821896;1023514686185;1030010107580,EDLMUC,1.0,0.52,5035.06,1.23,1.23,-0.52,1520.94,0.05,0.05,
2026/27,East of England Electricity Network,EGMRSF,754,1050000567483,EGMRSF,754,1050000567492,EGMRSF,,0.0,8.76,2.47,2.47,0.0,928.28,0.05,0.05,
2026/27,East of England Electricity Network,ERNUNN,441,1050001440510,ERNUNN,441,1050001440529;1050001466280;1050001466304,ERNUNN,,0.056,31.0,1.85,1.85,-0.056,2384.75,0.05,0.05,
2026/27,East of England Electricity Network,EXNING,788,1050000784384,EXNING,788,1050000784393,EXNING,,0.1,23.27,3.04,3.04,0.0,5584.85,0.05,0.05,
2026/27,East of England Electricity Network,EYEWFM,757,1030085019966,EYEWFM,757,1030085020190,EYEWFM,,1.206,12.93,1.28,1.28,0.0,879.24,0.05,0.05,
2026/27,East of England Electricity Network,FENLND,789,1050000774163,FENLND,789,1050000774172,FENLND,,2.555,70.03,1.92,1.92,0.0,7002.89,0.05,0.05,
2026/27,East of England Electricity Network,FWINDS,766,1050000709721,FWINDS,766,1050000709730,FWINDS,,0.0,14.13,2.56,2.56,0.0,1413.4,0.05,0.05,
2026/27,East of England Electricity Network,GFTHRN,660,1050000903244,GFTHRN,660,1050000903253,GFTHRN,,0.069,79.5,1.65,1.65,-0.684,1105.33,0.05,0.05,
2026/27,East of England Electricity Network,GLASSM,709,1030024800679,GLASSM,709,1030024800447,GLASSM,,0.727,23.85,2.3,2.3,,,,,
2026/27,East of England Electricity Network,GOSFLD,768,1050000714216,GOSFLD,768,1050000714207,GOSFLD,1.0,1.768,5093.51,2.07,2.07,0.0,869.51,0.05,0.05,
2026/27,East of England Electricity Network,GREYSH,443,1050001391466,GREYSH,443,1050001391475,GREYSH,,9.882,198.8,1.25,1.25,-9.626,3876.57,0.05,0.05,
2026/27,East of England Electricity Network,GRNFRM,661,1050001003248,GRNFRM,661,1050001003257,GRNFRM,,0.0,20.92,2.9,2.9,0.0,3347.13,0.05,0.05,
2026/27,East of England Electricity Network,HDGMSF,758,1050000521726,HDGMSF,758,1050000521735,HDGMSF,,0.0,7.66,3.69,3.69,0.0,927.37,0.05,0.05,
2026/27,East of England Electricity Network,HRSFEN,689,1050001041642,HRSFEN,689,1050001041651;1050002366470,HRSFEN,1.0,0.444,5059.49,1.27,1.27,-0.444,6833.69,0.05,0.05,
2026/27,East of England Electricity Network,LEXHSF,763,1030083805563,LEXHSF,763,1030083805331,LEXHSF,,0.124,11.9,1.5,1.5,0.0,1132.96,0.05,0.05,
2026/27,East of England Electricity Network,LINKSF,393,1050003008930,LINKSF,393,1050003008949,LINKSF,,0.0,95.53,2.57,2.57,0.0,5228.82,0.05,0.05,
2026/27,East of England Electricity Network,LWRNCE,667,1050001008645,LWRNCE,667,1050001008636,LWRNCE,,0.0,41.31,2.16,2.16,0.0,4131.08,0.05,0.05,
2026/27,East of England Electricity Network,MDLWCK,711,1050000543223,MDLWCK,711,1050000543241,MDLWCK,,1.677,46.33,2.07,2.07,0.0,6394.2,0.05,0.05,
2026/27,East of England Electricity Network,MOWLEM,692,1050001054233,MOWLEM,692,1050001054242,MOWLEM,,0.028,37.5,1.86,1.86,-0.26,1499.94,0.05,0.05,
2026/27,East of England Electricity Network,NEVEDN,446,1050001507449,NEVEDN,446,1050001507458,NEVEDN,,2.29,708.77,1.22,1.22,-2.224,708.77,0.05,0.05,
2026/27,East of England Electricity Network,OULTON,671,1050001028544,OULTON,671,1050001028553,OULTON,,0.0,3.95,2.46,2.46,0.0,438.59,0.05,0.05,
2026/27,East of England Electricity Network,PBPS_3,,MSID: 7566,PBPS_3,,MSID: 7567,PBPS_3,,0.0,12.46,3.03,3.03,-0.276,1197.14,0.05,0.05,
2026/27,East of England Electricity Network,PLYTRS,693,1050000903165,PLYTRS,693,1050000903174,PLYTRS,,3.341,67.73,3.13,3.13,0.0,6773.28,0.05,0.05,
2026/27,East of England Electricity Network,POBAIL,448,1050001118598,POBAIL,448,1050001118490,POBAIL,1.0,0.308,5046.2,6.91,6.91,0.0,3320.36,0.05,0.05,
