Title,Alternative Title,Creator,Contributor,Description,Abstract,Subject,Type,Date Issued,Date Modified,Rights,License,Access Rights,Coverage,Spatial Coverage,Temporal coverage start date,Temporal coverage end date,Language,Identifier,Format,Relation,Requires,Replaces,Conforms To,Source,Publisher,Identifier,Visibility (domain or restricted),Published,Update frequency,Relation,default.theme
Distribution Future Energy Scenarios Network Scenario Headroom Report (DFES NSHR),,"UK Power Networks, Company number 3870728",,"<div class=""ods-asset-customview-crosslink""><p></p></div><h2>Introduction</h2>
<p>Our Distribution Future Energy Scenarios Network Scenario Headroom Report (DFES NSHR) is part of our Network Development Plan (NDP). The full NDP is published every other year, and the DFES NSHR is updated annually.</p><p>The 1 May 2025 DFES NSHR dataset uses the network loading from our the Long Term Development Statement November 2024 as baseline, and our <a href=""https://dso.ukpowernetworks.co.uk/distribution-future-energy-scenarios"" target=""_blank"">Distribution Future Energy Scenarios</a> 2025 for the future scenarios of demand and generation. </p><p>For further information on the NDP and the methodology to produce the DFES NSHR dataset please see <a href=""https://ukpowernetworks.opendatasoft.com/pages/ltds_ndp_landingpage/"" target=""_blank"">Long Term Development Statement and Network Development Plan Landing Page</a></p><p>The DFES NSHR indicates the amount of unused network capacity for demand and generation over time to 2050 on our Bulk Supply Point and Primary substations. It shows where we may need to further reinforce our substations or procure flexibility services beyond our existing plans, if the energy system develops as indicated in each of our scenarios. Since the report indicates unused substation capacity in each year, please note unused capacity may be contractually committed to customers. Those seeking connection should contact our connections gateway to understand the latest view of available capacity.</p><p>The headroom tables show firm capacity - more capacity may be available for customers on a non-firm, flexible or curtailable connection.</p><p>The demand headroom tables reflect our latest firm capacity figures for demand, consistent with the May 2025 LTDS. The generation headroom tables reflect the equipment ratings in the November 2024 LTDS. </p><p>As noted in the methodology, unused substation capacity (headroom) is indicative and may be already contractually-committed to specific customers.</p>

<h2>Methodological Approach</h2>
<ul>
<li>Data Collection: Gathering data from various sources, including historical usage patterns, projected growth in renewable energy, and changes in regulatory frameworks.</li>
<li>Forecasting: The process begins with forecasting future network loads and demands. This often involves scenario planning to predict how energy consumption and generation will evolve to 2050. The forecast methodology is reviewed periodically to incorporate new data, stakeholder feedback, and changes in energy policy or technology. Stakeholder inputs including local authorities, developers, and energy providers are included to ensure the plans align with community needs and regulatory requirements.</li>
<li>Analysis of Network Capacity: Assessing the current capacity of the network to identify areas where reinforcement or upgrades are necessary. This includes our planning teams evaluating substations and distribution lines.</li>
<li>Option Development: Creating potential solutions to address identified constraints. This may involve traditional reinforcement methods or exploring flexibility services that can alleviate pressure on the network.</li>
<li>Reporting: Compiling findings into a structured report that outlines the methodology, assumptions, and planned interventions. This report is typically made available to the public for transparency.</li>
<li>Review and Update: The methodology is reviewed periodically to incorporate new data, stakeholder feedback, and changes in energy policy or technology.</li>
</ul>

<h2>Quality Control Statement</h2>
<p>Quality Control Measures include:</p>
<ul>
<li>Verification steps to match features only with confirmed functional locations.</li>
<li>Manual review and correction of data inconsistencies.</li>
<li>Use of additional verification steps to ensure accuracy in the methodology.</li>
</ul>

<h2>Assurance Statement</h2>
<p>The Open Data Team and Network Insights Team worked together to ensure data accuracy and consistency.</p><h2>Other</h2><p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=dfes-network-headroom-report"" target=""_blank"">Metadata (JSON)</a></p><p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a><a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank""></a></p><p>To view this data please register and login.</p>",,Demand;Generation;Headroom;Distribution System Operator (DSO),Dataset,2022-04-28T01:00:00+01:00,2026-01-13T15:57:24.976000+00:00,,CC BY 4.0,Open,,EPN= Eastern Power Networks;SPN= South Eastern Power Networks;LPN= London Power Networks,,,eng,,application/json;text/csv;application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,ANNUAL_2,,Network Usage
National Parks,,Natural England,,"<p>National Parks are run by National Park Authorities for the purpose of conserving and enhancing the natural beauty, wildlife and cultural heritage and to provide opportunities for the understanding and enjoyment of the Park by the public.<br><br>This dataset is restricted to the UK Power Networks' three licence areas.<br>
</p><h2>Methodological approach</h2>
<ol>
<li>Download and ingestions: That dataset was downloaded from the Department for Environment Food and Rural Affairs data portal, and ingested into this data portal.</li>
</ol>

<h2>Quality Control Statement</h2>
<p>This dataset is provided ""as is"".</p>

<h2> Assurance Statement</h2>
<p>The Open Data Team has reviewed the dataset to ensure it is true to source.</p>


<h2>Other</h2>
Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=defra-national-parks"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"">Metadata (JSON)</a><br><br>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a><br><p></p>",,Referential;Geospatial;Public,Collection,2025-09-18T00:00:00+01:00,2024-04-16T10:39:29+01:00,,Open Government Licence v3.0,Open,,England,,,eng,,application/geo+json;application/ld+json;text/csv,,,,,https://environment.data.gov.uk/explore/e819098e-e248-4a8f-b684-5a21ca521b9b?download=true,"UK Power Networks, Company number 3870728",,domain,True,,,Supporting Information
UK Power Networks Grid and Primary Sites,,"UK Power Networks, Company number 3870728",,"<h2>Introduction</h2>
   <p> The dataset provides detailed information about UK Power Networks' Grid and Primary Sites. </p> <p> It includes key characteristics such as:

</p><ul>
<li>Spatial coordinates of each site</li>
<li>Year commissioned</li>
<li>Asset counts against each site</li>
<li>Power transformer count</li>
<li>Local authority information</li>
<li>Winter and summer demand</li>
<li>Transformer ratings</li>

</ul>
This data is useful for understanding the infrastructure and capacity of the electricity network across its regions.<p></p>

<h2>Methodological Approach</h2>
    <ul>
<li>Source: Various internal data domains - geospatial, asset, long term development statement; as well as openly available data from the Ordnance Survey and Office of National Statistics</li>
<li>Manipulation: Various data characteristics were combined together using Functional Locations (FLOCs)</li>
</ul>

<h2>Quality Control Statement</h2>
<p>The data is provided ""as is"". </p>

<h2>Assurance Statement</h2>
<p>The Open Data team has checked the data against source to ensure data accuracy and consistency. The data domain owners have checked their respective data aspects.
</p> 

<h2>Other</h2>
<p>Contains data from Office for National Statistics licensed under the Open Government Licence v.3.0. <a href=""https://www.data.gov.uk/dataset/2fe02ec1-4cb3-4e3f-bddd-48d3fdd7a0d5/local-authority-district-2022-to-grouped-local-authority-district-2022-lookup-for-ew"">Local Authority District (2022) to Grouped Local Authority District (2022) Lookup for EW - data.gov.uk</a></p>

<p>Contains Ordnance Survey data Crown copyright and database right [2019-]. </p><a href=""https://osdatahub.os.uk/downloads/open"">Free OS OpenData Map Downloads | Free Vector &amp; Raster Map Data | OS Data Hub</a><br>

<p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=grid-and-primary-sites"">Metadata (JSON)</a><br></p>


<p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a><a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank""></a></p><p>To view this data please register and login.</p>",,Geospatial;Grid Substation;Primary Substation,Collection,2021-10-06T00:00:00+01:00,2025-12-01T14:44:11.135000+00:00,,CC BY 4.0,Open,,EPN= Eastern Power Networks; SPN= South Eastern Power Networks; LPN= London Power Networks,,,eng,,application/json;text/csv;application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,ANNUAL,,Network Infrastructure;Network Usage
Onshore Wind Power Land Suitability (IRENES),,"University of East Anglia, Company number RC000651",,"<div class=""ods-asset-customview-crosslink""><p></p></div><h2>Introduction</h2>
<p>This dataset provides the locations of areas that restrict the suitability of land for onshore wind developments; such as roads, residential areas, world heritage sites, agricultural land, and flood zones. In addition, it calculates the potential energy density of over 3.5 million individual areas for both solar and wind installations using windspeed and solar irradiance data.<br></p><p>This results in an overall assessment of the suitability of a specific area for installing solar and wind generation. The assessment grades land as either YES – suitable, No – not suitable, or MAYBE – could be suitable.<o:p></o:p></p><p></p><p>

</p><h2>Methodological Approach</h2>
This dataset was developed for UK Power Networks licence area by UEA Consulting Limited. It is based on public domain sources and previous analysis that was carried out as part of the IRENES EU Interreg project which examined renewable energy sources in eastern England.<p></p><p>To view the methodology behind this data please <a href=""https://ukpowernetworks.sharepoint.com/:b:/s/OpenDataPortalLibrary/ERg-EYkqGjFJnbufjQJeDKEBcCNjwglGsqhV0mF07ztA1w?e=UYtFM2"" target=""_blank"">click here.</a></p><p class=""MsoNormal"" style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">This dataset displays the wind data, <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/ukpn-solar-irenes/information/"" target=""_blank"">click here for the solar PV data</a></span></p>


<h2>Quality Control Statement</h2>
<p>This dataset is provided ""as is"".</p>

<h2> Assurance Statement</h2>
<p>The Open Data Team and Local Net Zero Team worked together to ensure data accuracy and consistency.</p>


<h2>Other</h2>
<p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=ukpn-wind-irenes"">Metadata (JSON)</a><br></p>


<p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a><a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank""></a></p><p>To view this data please register and login.<br></p>",,Generation;Low Carbon;Wind;Distributed Energy Resource (DER);Geospatial,Collection,2024-03-14T00:00:00+00:00,2024-02-19T16:33:56+00:00,,CC BY 4.0,Open,,EPN = Eastern Power Networks; LPN = London Power Networks; SPN = South Eastern Power Networks,,,eng,,application/geo+json,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,,,Supporting Information
Data Centre Utilisation,,"UK Power Networks, Company number 3870728",,"<div class=""ods-asset-customview-crosslink""><p></p></div><h2>Introduction</h2>

<p>This dataset shows the maximum observed utilisations of operational data centres identified in UK Power Networks' region.</p>


<p>The utilisations have been determined using actual demand data from connected sites within UK Power Networks licence areas, from 1 January 2023 onwards.</p>


<p>Maximum utilisations are expressed proportionally, by comparing the maximum half-hourly observed import power seen across the site's meter point(s), against the meter's maximum import capacity. Units for both measures are apparent power, in kilovolt amperes (kVA). </p>


<p>To protect the identity of the sites, data points have been anonymised and only the site's voltage level information has been provided - and our estimation of the data centre type - has been provided. </p>


<h2>Methodological Approach</h2>


<p>Over 100 operational data centre sites (and at least 10 per voltage  level) were identified through internal desktop exercises and corroboration with external sources. </p>


<p>After identifying these sites, their addresses and their MPAN(s) (Meter Point Administration Number(s)) were identified using internal systems.</p>


<p>Half-hourly smart meter import data were retrieved using internal systems. This included both half-hourly meter data, and static data (such as the MPAN's maximum import capacity and voltage group, the latter through the MPAN's Line Loss Factor Class Description). Half-hourly meter import data came in the form of active and reactive power, and the apparent power was calculated using the power triangle.</p>


<p>In cases where there are numerous meter points for a given data centre site, the observed import powers across all relevant meter points are summed, and compared against the sum total of maximum import capacity for the meters.</p>

<p>The maximum utilisation for each site was determined via the following equation (where S = Apparent Power in kilovolt amperes (kVA)):</p>

<ul type=""disc"">
<li class=""MsoNormal""><p>% Maximum Observed Utilisation = <br></p>
<p style=""text-align: left; color: #27187e"">
<i> MAX(SUM( S<sub>MPAN Maximum Observed Demand</sub>))<br></i>
<i style=""font-family: inherit; font-size: 0.9rem;""><u>                                                                                             </u></i></p>


<p style=""text-align: left; color: #27187e""><i> SUM( S<sub>MPAN Maximum Import Capacity</sub>)</i></p>
</li></ul>

<h2>Quality Control Statement</h2>

<p>The dataset is primarily built upon customer smart meter data for connected customer sites within the UK Power Networks' licence areas.</p>

<p>The smart meter data that is used is sourced from external providers. While UK Power Networks does not control the quality of this data directly, these data have been incorporated into our models with careful validation and alignment.</p>

<p>Any  missing or bad data has been addressed though robust data cleaning methods, such as omission.</p>

<h2>Assurance Statement</h2>

<p>The dataset is generated through a manual process, conducted by the Distribution System Operator's Regional Development Team.</p>

<p>The dataset will be reviewed quarterly - both in terms of the operational data centre sites identified, their maximum observed demands and their maximum import capacities - to assess any changes and determine if updates of demand specific profiles are necessary.
<br><br>
This process ensures that the dataset remains relevant and reflective of real-world data centre usage over time.</p>

<p>There are sufficient data centre sites per voltage level to assure anonymity of data centre sites.</p>

<h2>Other</h2>
<p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a><a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" style=""font-size: 11pt; font-weight: 400; background-color: rgb(255, 255, 255);""></a></p><p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=ukpn-data-centre-utilisation"" style=""font-size: 11pt; font-weight: 400; background-color: rgb(255, 255, 255);"">Metadata (JSON)</a></p><p>To view this data please register and login.</p>",,Data Centres;Distribution System Operator (DSO);Demand,Dataset,2025-03-05T00:00:00+00:00,2025-08-04T14:32:22.398000+01:00,,CC BY 4.0,Open,,EPN = Eastern Power Networks; LPN = London Power Networks; SPN = South Eastern Power Networks,,,eng,,application/json;text/csv,,,,,https://ukpowernetworks.opendatasoft.com,"UK Power Networks, Company number 3870728",,domain,True,MONTHLY,,Network Usage
UK Power Networks Grid Substation Distribution Areas,,"UK Power Networks, Company number 3870728",,"<div class=""ods-asset-customview-crosslink""><p></p></div><h2>Introduction</h2><p>This dataset is a geospatial view of the areas fed by grid substations. The aim is to create an indicative map showing the extent to which individual grid substations feed areas based on MPAN data.</p>

<h2>Methodology</h2>
<ul>
        
<li>Data Extraction and Cleaning: MPAN data is queried from SQL Server and saved as a CSV. Invalid values and incorrectly formatted postcodes are removed using a Test Filter in FME.</li>
        
<li>Data Filtering and Assignment: MPAN data is categorized into EPN, LPN, and SPN based on the first two digits. Postcodes are assigned a Primary based on the highest number of MPANs fed from different Primary Sites.</li>
        
<li>Polygon Creation and Cleaning: Primary Feed Polygons are created and cleaned to remove holes and inclusions. Donut Polygons (holes) are identified, assigned to the nearest Primary, and merged.</li>
        
<li>Grid Supply Point Integration: Primaries are merged into larger polygons based on Grid Site relationships. ny Primaries not fed from a Grid Site are marked as NULL and labeled.</li>

        <li>Functional Location Codes (FLOC) Matching: FLOC codes are extracted and matched to Primaries, Grid Sites and Grid Supply Points. Confirmed FLOCs are used to ensure accuracy, with any unmatched sites reviewed by the Open Data Team.</li>
</ul>  


<h2>Quality Control Statement</h2>
<p>
Quality Control Measures include:
</p>
<ul>
<li>Verification steps to match features only with confirmed functional locations. </li>
<li>Manual review and correct of data inconsistencies</li>
<li>Use of additional verification steps to ensure accuracy in the methodology</li>
<li>Regular updates and reviews documented in the version history</li>
</ul>

<h2> Assurance Statement</h2>
<p>The Open Data Team and Network Data Team worked with the Geospatial Data Engineering Team to ensure data accuracy and consistency.</p>

<h2>Other</h2>

<p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=ukpn-grid-postcode-area"">Metadata (JSON)</a><br></p>

<p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a><a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank""></a></p><p>To view this data please register and login.</p>",,Feeding Area;Network Topology;Geospatial;Grid Substation,Collection,2025-03-31T09:39:30+01:00,2025-03-31T15:20:29+01:00,,CC BY 4.0,Open,,EPN= Eastern Power Networks; LPN= London Power Networks; SPN= South Eastern Power Networks,,,eng,,application/json;application/geo+json;text/csv,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,ANNUAL_2,,Network Infrastructure
UK Power Networks Secondary Substation Distribution Areas,,"UK Power Networks, Company number 3870728",,"<h2 class="""">Introduction</h2><p>A shapefile containing the postcode areas supplied by secondary substations.</p>

<h2 class="""">Methodological approach</h2>
<p>The dataset is generalised using our GIS customer
connectivity model. Each Secondary Substation's connected LV Network is traced out to its electrical extents, including all connected customers. Using the geographic position of customer connections and key network points of both the Substation being traced and surrounding Substation's network, a Voronoi diagram is created. Each Voronoi polygon that intersects with the traced network is joined together to produce a single polygon, depicting the Supply Zone.</p>

    <h2>Quality Control Statement</h2>
    <p>The data is provided ""as is"". </p>

    <h2>Assurance Statement</h2>
    <p>The Open Data team has checked the data against source to ensure data accuracy and consistency. The data domain owners have checked their respective data aspects.
</p> 


<p class=""MsoNormal"">This dataset is redacted in that any secondary sites with
less than five customers will not be included to protect privacy.<o:p></o:p></p>

<h2>Other</h2>

<p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=ukpn_secondary_postcode_area"">Metadata (JSON)</a></p>
<p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a><a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank""></a></p><p>To view this data please register and login.<br></p>",,Secondary Substation;Feeding Area;Geospatial,Collection,2023-10-02T01:00:00+01:00,2024-06-12T11:04:35+01:00,,CC BY 4.0,Open,,EPN= Eastern Power Networks; SPN= South Eastern Power Networks; LPN= London Power Networks,,,eng,,application/json;text/csv;application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,ANNUAL_2,,Network Infrastructure
Independent Distribution Network Operator areas,,"UK Power Networks, Company number 3870728",,"<h2 class="""">Introduction</h2><p>This dataset contains the areas that are served by an Independent Distribution Network Operator, i.e. where the electricity distributor is not UK Power Networks. </p><p>Users can use <a href=""https://lsbud.co.uk/"" target=""_blank"">Line Search Before You Dig</a> to target areas of interest. </p>

<h2>Methodological Approach</h2>
This dataset was extracted from UK Power Networks' internal geospatial mapping database - NetMap.

<h2>Quality Control Statement</h2>
<p>The data is provided ""as is"". </p>

<h2>Assurance Statement</h2>
<p>The Open Data team has checked the data against source to ensure data accuracy and consistency. The data domain owners have checked their respective data aspects.
</p> 

<h2>Other</h2>
<p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=ukpn-idno-areas"">Metadata (JSON)</a><br></p>


<p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a></p><p>To view this data please register and login.<br><br></p>",,Geospatial;IDNO,Collection,2023-10-26T01:00:00+01:00,2026-03-01T15:00:39.319000+00:00,,CC BY 4.0,Open,EPN= Eastern Power Networks;SPN= South Eastern Power Networks;LPN= London Power Networks,EPN= Eastern Power Networks; LPN= London Power Networks; SPN= South Eastern Power Networks,,,eng,,application/json;text/csv;application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,ANNUAL,,Supporting Information
Distribution Future Energy Scenarios by Local Authorities,,"UK Power Networks, Company number 3870728",,"<h2>Introduction</h2><p><span style=""font-size: inherit;"">The </span><strong style=""font-size: inherit;"">Distribution Future Energy Scenarios (DFES)</strong><span style=""font-size: inherit;""> are primarily a series of granular scenario-based forecasts for key drivers of demand and generation technologies whose deployment are essential to achieving Net Zero. This includes EVs, decarbonised heating such as heat pumps and district heat networks, and forms of renewable energy generation and storage. For each driver, a range of forecasts are produced under different assumptions.</span></p><p><span data-teams=""true""></span></p><p><span style=""font-size: inherit;"">The <strong>2025 DFES</strong> datasets, detailing the how many, by when, and where, for a number of low carbon technologies drivers at LAD level until 2050.</span></p> 
 
 
<h2>Methodological Approach</h2> 
<ul> 
         
<li><span style=""font-size: inherit;"">Adopted the new pathway framework published by the National Energy System Operator in their 2024 Future Energy Scenarios (FES) to update our scenarios.</span></li><li><span style=""font-size: inherit;"">All of Great Britain’s Distribution Network Operators (DNOs) have used the new pathway framework published by the National Energy System Operator in their “Future Energy Scenarios 2024: Pathways to Net Zero” to update their Distribution Future Energy Scenarios (DFES).</span></li><li><span style=""font-size: inherit;"">This framework includes three potential energy pathways to achieve Net Zero emissions by 2050, along with an additional counterfactual scenario.</span></li><li><span style=""font-size: inherit;"">These pathways represent different positions with regards to their speed of decarbonisation and level of societal change. The move to pathways is an approach that enables long term planning.</span></li><li><span style=""font-size: inherit;"">In alignment with this change, we have updated our 2025 DFES to reflect the pathways framework, incorporating locally-influenced, bottom-up insights to support robust network planning.</span></li><li><span style=""font-size: inherit;"">We have developed bespoke scenarios for each driver of demand and generation and constructed four overarching scenario worlds that align with the narratives of the pathways from the National Energy System Operator.</span></li><li><span style=""font-size: inherit;"">We have integrated the latest local area energy plans inputs into all three of our Net Zero scenarios - ensuring that our planning reflects the most current regional insights.</span></li> 
</ul>   
 
 
<h2>Quality Control Statement</h2> 
<p><span data-teams=""true""></span></p><ul><li><span style=""font-size: inherit;"">Cross-year and cross-scenario consistency checks.</span></li><li><span style=""font-size: inherit;"">Glossaries and metadata provided for transparency.</span></li></ul><h2 style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; color: rgb(0, 0, 0); font-size: 22px; font-weight: 400;'>

</h2><h2>Assurance Statement</h2>
<p>The Open Data Team has checked to ensure data accuracy and consistency.</p><h2 style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; color: rgb(0, 0, 0); font-size: 22px; font-weight: 400;'>

</h2><h2>Other</h2>
<p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=ukpn-dfes-by-local-authorities"">Metadata (JSON)</a></p><p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">Open Data Portal Glossary</a></p><p>To view this data please register and login.</p> 
<p></p>",,Demand;Generation;Distribution System Operator (DSO);Local Authorities,Dataset,2025-11-07T09:05:31+00:00,2026-02-23T15:16:52.135000+00:00,,CC BY 4.0,Open,,EPN= Eastern Power Networks; SPN= South Eastern Power Networks; LPN= London Power Networks,,,eng,,application/json;text/csv;application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,ANNUAL,,Network Usage
Smart Meter Consumption - LV Feeder,,"Smart DCC, Company Number 08641679",,"<p></p><h2>Introduction</h2>
<p>This dataset presents import aggregated consumption data from Smart Meter customers at the secondary substation and LV Feeder level, along with the count of smart meters contributing to the aggregated half-hourly values. </p><p>It includes both Active Energy Import and Reactive Energy Import readings.</p><p>The sample comprises 10,000 records drawn from aggregated smart meter data across our three operational regions: Eastern Power Networks (EPN), London Power Networks (LPN), and South Eastern Power Networks (SPN).</p><p><span style=""font-weight: bolder;"">To access the historical data covering all sites, where there are more than 5 connected smart meters, please see the attached instructions or click <a href=""https://ukpowernetworks.sharepoint.com/:b:/s/OpenDataPortalLibrary/IQCG3ZxUj3pQQZtW3sBI0imFATDAcU2YQlVkcks9T_VTCl4?e=1bxNZF"" target=""_blank""><u>here</u></a></span></p>

<h2>Methodological Approach</h2>  
<p>Primary consumption data for Active Energy Import is aggregated based on the number of active devices reporting during each half-hour period. If a device is unreachable during a given interval, its data is excluded from the aggregation to maintain accuracy.</p>
<h2>Quality Control Statement</h2>
<p>This dataset is being shared to provide an early preview of the type of data we intend to publish from all smart meters within our regions. </p>

<p>We are conducting monthly validation checks to enhance data quality prior to releasing the full dataset. </p>

<p>Users are advised to exercise caution when interpreting or utilizing this preliminary data.</p>
<h2>Assurance Statement</h2>
<p>The Smart Metering Team has reviewed the dataset to ensure consistency and accuracy in the presented data.</p>

<h2>Other</h2>
<p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">Open Data Portal Glossary</a></p>
<p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=ukpn-smart-meter-consumption-lv-feeder"" target=""_blank"">Metadata (JSON)</a></p><p>To view this data please register and login.</p><p></p>",,Smart Meters;Secondary Substation,Dataset,2024-03-13T00:00:00+00:00,2026-03-02T10:09:07.783000+00:00,,CC BY 4.0,Open,,EPN = Eastern Power Networks; LPN = London Power Networks; SPN = South Eastern Power Networks,,,eng,,application/json;application/vnd.oasis.opendocument.spreadsheet;text/csv,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,MONTHLY,,Network Usage
Power Quality,,"UK Power Networks, Company number 3870728",,"<h2>Introduction</h2><p>This dataset contains data captured from remote Power Quality logging devices currently available across 450 UK Power Network sites*. A weekly 95th percentile value per harmonic is calculated and the highest value of each harmonic amongst all weeks, over a period of 12 months (also applicable to THD) is shown.<br><br></p>

<h2>Methodological Approach</h2>
<p>Power Quality data is collected from meters on a 10-minute basis and stored in a database.  95th percentile statistics are calculated on a weekly basis and used to generate the harmonics report.</p><p>Year-week is the ISO 8601 year and week number.</p>

<h2>Quality Control Statement</h2>
<p>The data is provided ""as is"". </p>

<h2>Assurance Statement</h2>
<p>Harmonic data is periodically extracted and reviewed prior to publication.
</p> 


<h2>Other</h2>
<p>Download dataset information: <a href=""https://ukpowernetworks.opendatasoft.com/explore/dataset/domain-dataset0/download/?format=json&amp;refine.identifier=ukpn-power-quality"">Metadata (JSON)</a><br></p>

<p>Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: <a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank"">https://ukpowernetworks.opendatasoft.com/pages/glossary/</a><a href=""https://ukpowernetworks.opendatasoft.com/pages/glossary/"" target=""_blank""></a></p><p>To view this data please register and login.<br></p>",,Grid Substation;Primary Substation,Dataset,2021-10-06T01:00:00+01:00,2026-03-02T22:00:43.090000+00:00,,CC BY 4.0,Open,,EPN= Eastern Power Networks ;SPN= South Eastern Power Networks;LPN= London Power Networks,,,eng,,application/json;text/csv;application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,https://ukpowernetworks.opendatasoft.com/,"UK Power Networks, Company number 3870728",,domain,True,WEEKLY,,Network Usage
