upload_date,licence_area,fault_id,confirmed_off,predicted_off,restored,status,planned,category,resource_status,planned_outage_start_date,planned_outage_end_date,planned_outage_off,planned_outage_reason,date_of_reported_fault,last_updated,date_of_restoration,date_of_completion,etr,voltage,number_of_psr_customers,number_of_psr_critical_customers,location_latitude,location_longitude,postcode
2026-03-06T13:33:00,West Midlands,INCD-59173-m,215,0,0,In Progress,false,HV GENERIC,DISP,,,0,,2026-03-06T12:39:00,2026-03-06T13:20:00,,,,HV,65,2,52.07953,-1.642859,"GL55 6NL, GL55 6PE, GL55 6NZ, GL55 6NP, GL55 6NH, GL55 6NW, GL55 6NN, GL55 6NU, CV36 4JG, GL55 6NJ, GL55 6NQ, GL55 6FB, CV36 4JH, GL55 6NA, GL55 6YA, GL55 6NR, CV36 4JF, GL55 6NX, GL55 6XZ, GL55 6NS, GL55 6NG, GL55 6NF, GL55 6XU, CV36 4LD, CV36 4PX, GL55 6TH, GL55 6LL, CV36 4LX"
2026-03-06T13:33:00,West Midlands,INCD-59145-m,14,0,146,In Progress,false,HV OVERHEAD,COMP,,,0,,2026-03-06T01:41:00,2026-03-06T13:20:00,,,2026-03-06T14:30:00,HV,1,0,53.12243,-2.051437,"ST13 8SH, ST13 8SQ, ST13 8SE"
2026-03-06T13:33:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,EHV UNDERGROUND,ASSN,,,0,,2026-03-05T07:09:00,2026-03-06T07:17:00,,,,HV,0,0,52.07566,-0.725912,MK46 5JN
2026-03-06T13:33:00,East Midlands,INCD-5795-u,8,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T15:00:00,8,1a,2026-03-06T09:00:00,2026-03-06T09:52:00,,,,LV,3,0,52.40053,-1.582748,CV4 9JJ
2026-03-06T13:33:00,East Midlands,INCD-5654-u,20,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T16:00:00,20,0b,2026-03-06T08:00:00,2026-03-06T09:33:00,,,,HV,8,1,52.73286,-1.548203,DE12 6BL
2026-03-06T13:33:00,East Midlands,INCD-119706-h,2,0,0,Awaiting,false,LV GENERIC,UNASSIGNED,,,0,,2026-03-06T12:30:00,2026-03-06T13:32:00,,,,LV,1,0,52.92146,-1.124694,NG2 6UB
2026-03-06T13:33:00,East Midlands,INCD-5767-n,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T13:00:00,2026-03-06T14:00:00,1,1b,2026-03-06T13:00:00,2026-03-06T13:07:00,,,,HV,0,0,52.00775,-0.7199589,MK1 1JD
2026-03-06T13:33:00,East Midlands,INCD-119642-h,18,0,23,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T00:33:00,2026-03-06T12:59:00,,,,LV,14,3,52.62399,-1.19586,LE3 3DR
2026-03-06T13:33:00,East Midlands,INCD-119652-h,2,0,11,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:47:00,2026-03-06T12:22:00,,,,LV,0,0,52.26909,-1.520735,CV31 2HN
2026-03-06T13:33:00,East Midlands,INCD-5943-n,4,0,1,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T21:40:00,2026-03-06T13:23:00,,,,LV,3,1,53.07286,-1.376651,DE55 4AE
2026-03-06T13:38:00,South West,INCD-41590-v,9,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T15:00:00,9,7a,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,1,0,50.34083,-4.64829,PL23 1LA
2026-03-06T13:38:00,South West,INCD-20799-t,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T14:00:00,3,7a,2026-03-06T09:00:00,2026-03-06T13:34:00,,,,LV,2,0,51.11146,-4.074802,EX31 4DX
2026-03-06T13:38:00,South West,INCD-20840-t,48,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:00:00,2026-03-06T17:00:00,48,7a,2026-03-06T08:00:00,2026-03-06T10:05:00,,,,HV,16,3,50.93842,-3.111891,"TA20 3RS, TA20 3RU, TA20 3SY"
2026-03-06T13:38:00,South West,INCD-21102-t,21,0,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T08:11:00,2026-03-06T12:11:00,,,2026-03-06T16:30:00,LV,6,0,50.88351,-2.798962,"TA18 8BP, TA18 8AZ, TA18 8BQ"
2026-03-06T13:38:00,South West,INCD-12235-u,17,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T17:00:00,17,5b,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,3,0,51.27168,-2.565353,"BS40 6AH, BA3 4PS, BA3 4PR, BS40 6AJ"
2026-03-06T13:38:00,South West,INCD-41776-v,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T13:00:00,2026-03-06T16:00:00,1,5b,2026-03-06T13:00:00,2026-03-06T13:09:00,,,,HV,0,0,50.39712,-5.070718,TR8 5LX
2026-03-06T13:38:00,South West,INCD-12878-u,12,0,0,In Progress,false,LV ISOLATION,ONS,,,0,,2026-03-06T09:02:00,2026-03-06T13:31:00,,,,LV,1,0,51.48112,-2.605007,BS6 7TY
2026-03-06T13:38:00,South West,INCD-12384-u,27,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T16:00:00,27,7a,2026-03-06T09:00:00,2026-03-06T13:35:00,,,,HV,4,0,51.37713,-2.512486,"BS39 4JX, BS39 4JY, BS39 4JU, BS39 4JZ"
2026-03-06T13:38:00,South West,INCD-12904-u,31,62,0,In Progress,false,LV GENERIC,ONS,,,0,,2026-03-06T11:32:00,2026-03-06T13:13:00,,,,LV,34,2,50.25944,-5.049557,"TR1 2DS, TR1 2BU, TR1 2XT, TR1 2EP, TR1 2EN, TR1 2NL, TR1 2DW, TR1 2DU"
2026-03-06T13:38:00,South West,INCD-12905-u,2,45,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T11:40:00,2026-03-06T13:16:00,,,,LV,20,4,51.481,-2.787674,"BS20 6DF, BS20 6DJ, BS20 6DG, BS20 6DQ, BS20 6DA"
2026-03-06T13:38:00,South Wales,INCD-5910-j,5,0,6,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T09:37:00,2026-03-06T13:26:00,,,,LV,0,0,51.63211,-2.672234,NP16 5QZ
2026-03-06T13:38:00,South Wales,INCD-5375-j,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T12:00:00,2026-03-06T15:00:00,3,4b,2026-03-06T12:00:00,2026-03-06T12:27:00,,,,LV,1,0,51.69354,-3.009826,NP4 0PT
2026-03-06T13:38:00,South Wales,INCD-5724-j,8,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T15:00:00,8,4b,2026-03-06T08:00:00,2026-03-06T09:30:00,,,,HV,2,0,51.80516,-2.729745,"NP25 5SU, NP25 5SY"
2026-03-06T13:38:00,South Wales,INCD-50479-f,20,0,215,In Progress,false,HV GENERIC,DISP,,,0,,2026-03-06T12:39:00,2026-03-06T13:35:00,,,2026-03-06T14:30:00,HV,2,0,51.70078,-4.705449,"SA67 8JX, SA67 8JU, SA69 9EB, SA69 9AR, SA69 9JQ, SA69 9BT, SA69 9LZ, SA69 9EA"
2026-03-06T13:38:00,South Wales,INCD-27683-e,2,0,92,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:30:00,2026-03-06T14:30:00,94,5b,2026-03-06T08:30:00,2026-03-06T12:09:00,,,,HV,1,0,51.98795,-3.806174,SA20 0RF
2026-03-06T13:38:00,West Midlands,INCD-18379-l,1,0,0,In Progress,false,LV DAMAGE,ONS,,,0,,2026-03-06T11:02:00,2026-03-06T12:42:00,,,,LV,1,0,52.48952,-2.042002,B65 9EE
2026-03-06T13:38:00,West Midlands,INCD-18052-l,9,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T15:00:00,9,1b,2026-03-06T09:00:00,2026-03-06T09:38:00,,,,HV,5,0,51.6275,-2.369003,"GL12 8RL, GL12 8JS, GL12 8JP"
2026-03-06T13:38:00,West Midlands,INCD-17876-l,2,0,0,In Progress,true,LV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T14:00:00,2,5d,2026-03-06T09:00:00,2026-03-06T09:37:00,,,,LV,0,0,51.71404,-2.219119,GL5 5AL
2026-03-06T13:38:00,West Midlands,INCD-360929-f,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T11:45:00,2026-03-06T15:30:00,1,1b,2026-03-06T11:45:00,2026-03-06T12:04:00,,,,HV,0,0,52.99442,-2.154694,ST4 3RR
2026-03-06T13:38:00,West Midlands,INCD-63118-p,27,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:45:00,2026-03-06T13:19:00,,,,LV,7,0,52.46918,-1.886623,"B12 0UA, B12 0TA, B12 0RT, B12 0TY, B12 0QE, B12 0UL, B12 0QB, B12 0PU"
2026-03-06T13:38:00,West Midlands,INCD-59173-m,215,0,0,In Progress,false,HV GENERIC,DISP,,,0,,2026-03-06T12:39:00,2026-03-06T13:20:00,,,,HV,65,2,52.07953,-1.642859,"GL55 6NL, GL55 6PE, GL55 6NZ, GL55 6NP, GL55 6NH, GL55 6NW, GL55 6NN, GL55 6NU, CV36 4JG, GL55 6NJ, GL55 6NQ, GL55 6FB, CV36 4JH, GL55 6NA, GL55 6YA, GL55 6NR, CV36 4JF, GL55 6NX, GL55 6XZ, GL55 6NS, GL55 6NG, GL55 6NF, GL55 6XU, CV36 4LD, CV36 4PX, GL55 6TH, GL55 6LL, CV36 4LX"
2026-03-06T13:38:00,West Midlands,INCD-59145-m,14,0,146,In Progress,false,HV OVERHEAD,COMP,,,0,,2026-03-06T01:41:00,2026-03-06T13:20:00,,,2026-03-06T14:30:00,HV,1,0,53.12243,-2.051437,"ST13 8SH, ST13 8SQ, ST13 8SE"
2026-03-06T13:38:00,West Midlands,INCD-59164-m,10,20,0,In Progress,false,LV OVERHEAD,DISP,,,0,,2026-03-06T11:46:00,2026-03-06T13:37:00,,,,LV,11,0,52.0857,-2.323722,"WR14 4PR, WR14 4PP"
2026-03-06T13:38:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,EHV UNDERGROUND,ASSN,,,0,,2026-03-05T07:09:00,2026-03-06T07:17:00,,,,HV,0,0,52.07566,-0.725912,MK46 5JN
2026-03-06T13:38:00,East Midlands,INCD-5795-u,8,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T15:00:00,8,1a,2026-03-06T09:00:00,2026-03-06T09:52:00,,,,LV,3,0,52.40053,-1.582748,CV4 9JJ
2026-03-06T13:38:00,East Midlands,INCD-19553-t,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T13:00:00,2026-03-06T15:00:00,1,1b,2026-03-06T13:00:00,2026-03-06T13:34:00,,,,HV,0,0,53.04849,-1.376331,DE5 3NW
2026-03-06T13:38:00,East Midlands,INCD-5654-u,20,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T16:00:00,20,0b,2026-03-06T08:00:00,2026-03-06T09:33:00,,,,HV,8,1,52.73286,-1.548203,DE12 6BL
2026-03-06T13:38:00,East Midlands,INCD-5767-n,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T13:00:00,2026-03-06T14:00:00,1,1b,2026-03-06T13:00:00,2026-03-06T13:07:00,,,,HV,0,0,52.00775,-0.7199589,MK1 1JD
2026-03-06T13:38:00,East Midlands,INCD-119642-h,18,0,23,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T00:33:00,2026-03-06T12:59:00,,,,LV,14,3,52.62399,-1.19586,LE3 3DR
2026-03-06T13:38:00,East Midlands,INCD-119652-h,2,0,11,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:47:00,2026-03-06T12:22:00,,,,LV,0,0,52.26909,-1.520735,CV31 2HN
2026-03-06T13:38:00,East Midlands,INCD-5943-n,4,0,1,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T21:40:00,2026-03-06T13:23:00,,,,LV,3,1,53.07286,-1.376651,DE55 4AE
2026-03-06T13:43:00,South West,INCD-41590-v,9,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T15:00:00,9,7a,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,1,0,50.34083,-4.64829,PL23 1LA
2026-03-06T13:43:00,South West,INCD-20799-t,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T14:00:00,3,7a,2026-03-06T09:00:00,2026-03-06T13:34:00,,,,LV,2,0,51.11146,-4.074802,EX31 4DX
2026-03-06T13:43:00,South West,INCD-20840-t,48,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:00:00,2026-03-06T17:00:00,48,7a,2026-03-06T08:00:00,2026-03-06T10:05:00,,,,HV,16,3,50.93842,-3.111891,"TA20 3RS, TA20 3RU, TA20 3SY"
2026-03-06T13:43:00,South West,INCD-21102-t,21,0,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T08:11:00,2026-03-06T12:11:00,,,2026-03-06T16:30:00,LV,6,0,50.88351,-2.798962,"TA18 8BP, TA18 8AZ, TA18 8BQ"
2026-03-06T13:43:00,South West,INCD-12235-u,17,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T17:00:00,17,5b,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,3,0,51.27168,-2.565353,"BS40 6AH, BA3 4PS, BA3 4PR, BS40 6AJ"
2026-03-06T13:43:00,South West,INCD-41776-v,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T13:00:00,2026-03-06T16:00:00,1,5b,2026-03-06T13:00:00,2026-03-06T13:09:00,,,,HV,0,0,50.39712,-5.070718,TR8 5LX
2026-03-06T13:43:00,South West,INCD-12878-u,12,0,0,In Progress,false,LV ISOLATION,ONS,,,0,,2026-03-06T09:02:00,2026-03-06T13:42:00,,,,LV,1,0,51.48112,-2.605007,BS6 7TY
2026-03-06T13:43:00,South West,INCD-12384-u,27,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T16:00:00,27,7a,2026-03-06T09:00:00,2026-03-06T13:35:00,,,,HV,4,0,51.37713,-2.512486,"BS39 4JX, BS39 4JY, BS39 4JU, BS39 4JZ"
2026-03-06T13:43:00,South West,INCD-12904-u,31,62,0,In Progress,false,LV GENERIC,ONS,,,0,,2026-03-06T11:32:00,2026-03-06T13:41:00,,,2026-03-06T18:30:00,LV,34,2,50.25944,-5.049557,"TR1 2DS, TR1 2BU, TR1 2XT, TR1 2EP, TR1 2EN, TR1 2NL, TR1 2DW, TR1 2DU"
2026-03-06T13:43:00,South West,INCD-12905-u,2,45,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T11:40:00,2026-03-06T13:16:00,,,,LV,20,4,51.481,-2.787674,"BS20 6DF, BS20 6DJ, BS20 6DG, BS20 6DQ, BS20 6DA"
2026-03-06T13:43:00,South Wales,INCD-5910-j,5,0,6,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T09:37:00,2026-03-06T13:41:00,,,,LV,0,0,51.63211,-2.672234,NP16 5QZ
2026-03-06T13:43:00,South Wales,INCD-50479-f,21,0,214,In Progress,false,HV GENERIC,DISP,,,0,,2026-03-06T12:39:00,2026-03-06T13:41:00,,,2026-03-06T14:30:00,HV,2,0,51.70078,-4.705449,"SA67 8JX, SA67 8JU, SA69 9EB, SA69 9AR, SA69 9JQ, SA69 9PL, SA69 9BT, SA69 9LZ, SA69 9EA"
2026-03-06T13:43:00,South Wales,INCD-5375-j,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T12:00:00,2026-03-06T15:00:00,3,4b,2026-03-06T12:00:00,2026-03-06T12:27:00,,,,LV,1,0,51.69354,-3.009826,NP4 0PT
2026-03-06T13:43:00,South Wales,INCD-5724-j,8,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T15:00:00,8,4b,2026-03-06T08:00:00,2026-03-06T09:30:00,,,,HV,2,0,51.80516,-2.729745,"NP25 5SU, NP25 5SY"
2026-03-06T13:43:00,South Wales,INCD-27683-e,2,0,92,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:30:00,2026-03-06T14:30:00,94,5b,2026-03-06T08:30:00,2026-03-06T12:09:00,,,,HV,1,0,51.98795,-3.806174,SA20 0RF
2026-03-06T13:43:00,West Midlands,INCD-18379-l,1,0,0,In Progress,false,LV DAMAGE,ONS,,,0,,2026-03-06T11:02:00,2026-03-06T12:42:00,,,,LV,1,0,52.48952,-2.042002,B65 9EE
2026-03-06T13:43:00,West Midlands,INCD-18052-l,9,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T15:00:00,9,1b,2026-03-06T09:00:00,2026-03-06T09:38:00,,,,HV,5,0,51.6275,-2.369003,"GL12 8RL, GL12 8JS, GL12 8JP"
2026-03-06T13:43:00,West Midlands,INCD-360929-f,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T11:45:00,2026-03-06T15:30:00,1,1b,2026-03-06T11:45:00,2026-03-06T12:04:00,,,,HV,0,0,52.99442,-2.154694,ST4 3RR
2026-03-06T13:43:00,West Midlands,INCD-63118-p,27,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:45:00,2026-03-06T13:19:00,,,,LV,7,0,52.46918,-1.886623,"B12 0UA, B12 0TA, B12 0RT, B12 0TY, B12 0QE, B12 0UL, B12 0QB, B12 0PU"
2026-03-06T13:43:00,West Midlands,INCD-59173-m,215,0,0,In Progress,false,HV GENERIC,DISP,,,0,,2026-03-06T12:39:00,2026-03-06T13:20:00,,,,HV,65,2,52.07953,-1.642859,"GL55 6NL, GL55 6PE, GL55 6NZ, GL55 6NP, GL55 6NH, GL55 6NW, GL55 6NN, GL55 6NU, CV36 4JG, GL55 6NJ, GL55 6NQ, GL55 6FB, CV36 4JH, GL55 6NA, GL55 6YA, GL55 6NR, CV36 4JF, GL55 6NX, GL55 6XZ, GL55 6NS, GL55 6NG, GL55 6NF, GL55 6XU, CV36 4LD, CV36 4PX, GL55 6TH, GL55 6LL, CV36 4LX"
2026-03-06T13:43:00,West Midlands,INCD-59145-m,14,0,146,In Progress,false,HV OVERHEAD,COMP,,,0,,2026-03-06T01:41:00,2026-03-06T13:41:00,,,2026-03-06T14:30:00,HV,1,0,53.12243,-2.051437,"ST13 8SH, ST13 8SQ, ST13 8SE"
2026-03-06T13:43:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,EHV UNDERGROUND,ASSN,,,0,,2026-03-05T07:09:00,2026-03-06T07:17:00,,,,HV,0,0,52.07566,-0.725912,MK46 5JN
2026-03-06T13:43:00,East Midlands,INCD-5795-u,8,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T15:00:00,8,1a,2026-03-06T09:00:00,2026-03-06T09:52:00,,,,LV,3,0,52.40053,-1.582748,CV4 9JJ
2026-03-06T13:43:00,East Midlands,INCD-5654-u,20,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T16:00:00,20,0b,2026-03-06T08:00:00,2026-03-06T09:33:00,,,,HV,8,1,52.73286,-1.548203,DE12 6BL
2026-03-06T13:43:00,East Midlands,INCD-119642-h,18,0,23,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T00:33:00,2026-03-06T12:59:00,,,,LV,14,3,52.62399,-1.19586,LE3 3DR
2026-03-06T13:43:00,East Midlands,INCD-119652-h,2,0,11,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:47:00,2026-03-06T12:22:00,,,,LV,0,0,52.26909,-1.520735,CV31 2HN
2026-03-06T13:43:00,East Midlands,INCD-5943-n,4,0,1,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T21:40:00,2026-03-06T13:23:00,,,,LV,3,1,53.07286,-1.376651,DE55 4AE
2026-03-06T23:38:00,South West,INCD-86393-l,72,36,0,In Progress,false,LV GENERIC,ONS,,,0,,2026-03-06T22:32:00,2026-03-06T23:11:00,,,,LV,44,3,50.41466,-4.096645,"PL6 8SS, PL6 8ST, PL6 8TE, PL6 8TD, PL6 8UG, PL6 8SR, PL6 8TG"
2026-03-06T23:38:00,South Wales,INCD-27123-e,1,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T17:45:00,2026-03-07T00:30:00,1,1c,2026-03-06T17:45:00,2026-03-06T18:59:00,,,,HV,0,0,51.62582,-3.8662,SA1 8QX
2026-03-06T23:38:00,South Wales,INCD-50494-f,2,0,0,In Progress,false,HV OVERHEAD,DISP,,,0,,2026-03-06T21:47:00,2026-03-06T23:22:00,,,2026-03-07T01:00:00,HV,0,0,51.58893,-2.754306,NP6 3UW
2026-03-06T23:38:00,West Midlands,INCD-18385-l,42,0,8,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T12:41:00,2026-03-06T22:42:00,,,,LV,15,2,52.49774,-2.169278,"DY6 9HU, DY6 9HS, DY6 9JG, DY6 9JF, DY6 9HT, DY6 9JA"
2026-03-06T23:38:00,East Midlands,INCD-119717-h,2,0,3,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T13:40:00,2026-03-06T22:30:00,,,,LV,2,0,52.53384,-1.050731,"LE8 8AQ, LE8 0PJ"
2026-03-06T23:38:00,East Midlands,INCD-119702-h,47,0,51,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T12:56:00,2026-03-06T22:59:00,,,2026-03-07T02:00:00,LV,13,0,52.89122,-1.523239,"DE23 3YG, DE23 3YH, DE23 3YA, DE23 3YJ, DE23 3NJ"
2026-03-06T23:38:00,East Midlands,INCD-119632-h,2,1,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T19:18:00,2026-03-06T23:30:00,,,,LV,3,0,52.28074,-1.53553,CV31 3HG
2026-03-06T23:38:00,East Midlands,INCD-119733-h,4,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T14:56:00,2026-03-06T23:20:00,,,,LV,0,0,52.89044,-1.427307,"DE24 0GY, DE24 0DE"
