Company,Unit,Default/Market,Location,Oct 13 - LEAD,Oct 13  - LAG,Oct 13  - TOTAL,Nov 13 - LEAD,Nov 13 - LAG,Nov 13 - TOTAL,Dec 13 - LEAD,Dec 13 -LAG,Dec 13 - TOTAL,Jan 14 - LEAD,Jan 14 - LAG,Jan 14 - TOTAL,Feb 14 - LEAD,Feb 14- LAG,Feb 14 - TOTAL,Mar 14 - LEAD,Mar 14  - LAG,Mar 14 - TOTAL,Apr 14 - LEAD,Apr 14  - LAG,Apr 14   - TOTAL,May 14 - LEAD,May 14 - LAG,May 14 - TOTAL,Jun 14 - LEAD,Jun 14 -LAG,Jun 14 - TOTAL,Jul 14 - LEAD,Jul 14  - LAG,Jul 14  - TOTAL,Aug 14 - LEAD,Aug 14 - LAG,Aug 14  - TOTAL,Sep 14- LEAD,Sep 14  - LAG,Sep 14- TOTAL, Oct 14- LEAD,Oct 14- LAG,Oct 14   - TOTAL,Nov 14 - LEAD,Nov 14- LAG,Nov 14- TOTAL,Dec 14 - LEAD,Dec 14  -LAG,Dec 14  - TOTAL,Jan 15 - LEAD,Jan 15  - LAG,Jan 15 - TOTAL,Feb 15 - LEAD,Feb 15  - LAG,Feb 15 - TOTAL,Mar 15- LEAD,Mar 15  - LAG,Mar 15- TOTAL, Apr 15- LEAD, Apr 15- LAG, Apr 15  - TOTAL,May 15 - LEAD,May 15- LAG,May 15- TOTAL,Jun 15 - LEAD,Jun 15  -LAG,Jun 15  - TOTAL,Jul 15 - LEAD,Jul 15  - LAG,Jul 15  - TOTAL,Aug 15 - LEAD,Aug 15  - LAG,Aug 15  - TOTAL,Sep 15- LEAD,Sep 15 - LAG,Sep 15- TOTAL,Oct 15- LEAD, Oct 15- LAG,Oct 15  - TOTAL,Nov 15 - LEAD,Nov 15- LAG,Nov 15- TOTAL,Dec 15 - LEAD,Dec 15  -LAG,Dec 15  - TOTAL,Jan 16 - LEAD,Jan 16  - LAG,Jan 16   - TOTAL,Feb 16 - LEAD,Feb 16- LAG,Feb 16 - TOTAL,Mar 16 - LEAD,Mar 16  - LAG,Mar 16 - TOTAL, Apr 16 - LEAD, Apr 16  - LAG, Apr 16- TOTAL,May 16 - LEAD,May 16 - LAG,May 16 - TOTAL,Jun 16 - LEAD,Jun 16 -LAG,Jun 16- TOTAL,Jul 16 - LEAD,Jul 16 - LAG,Jul 16 - TOTAL,Aug 16 - LEAD,Aug 16- LAG,Aug 16 - TOTAL,Sep 16 - LEAD,Sep 16  - LAG,Sep 16  - TOTAL, Oct 16 - LEAD, Oct 16  - LAG, Oct 16 - TOTAL,Nov 16 - LEAD,Nov 16 - LAG,Nov 16 - TOTAL,Dec 16 - LEAD,Dec 16 -LAG,Dec 16 - TOTAL,Jan 17 - LEAD,Jan 17 - LAG,Jan 17 - TOTAL,Feb 17 - LEAD,Feb 17 - LAG,Feb 17 - TOTAL,Mar 17- LEAD,Mar 17  - LAG,Mar 17 - TOTAL, Apr 17 - LEAD, Apr 17  - LAG, Apr 17 - TOTAL,May 17 - LEAD,May 17 - LAG,May 17 - TOTAL,Jun 17 - LEAD,Jun 17  -LAG,Jun 17  - TOTAL,Jul 17 - LEAD,Jul 17 - LAG,Jul 17- TOTAL,Aug 17 - LEAD,Aug 17 - LAG,Aug 17 - TOTAL,Sep 17- LEAD,Sep 17  - LAG,Sep 17 - TOTAL, Oct 17 - LEAD, Oct 17  - LAG,  Oct 17 - TOTAL,Nov 17 - LEAD,Nov 17 - LAG,Nov 17 - TOTAL,Dec 17 - LEAD,Dec 17  -LAG,Dec 17  - TOTAL,Jan 18 - LEAD,Jan 18  - LAG,Jan 18 - TOTAL,Feb 18 - LEAD,Feb 18 - LAG,Feb 18 - TOTAL,Mar 18 - LEAD,Mar 18  - LAG,Mar 18 - TOTAL, Apr 18 - LEAD,Apr 18  - LAG,  Apr 18 - TOTAL,May 18 - LEAD,May 18 - LAG,May 18 - TOTAL,Jun 18 - LEAD,Jun 18 -LAG,Jun 18  - TOTAL,Jul 18 - LEAD,Jul 18  - LAG,Jul 18 - TOTAL,Aug 18 - LEAD,Aug 18 - LAG,Aug 18 - TOTAL,Sep 18 - LEAD,Sep 18  - LAG,Sep 18 - TOTAL, Oct 18 - LEAD, Oct 18  - LAG, Oct 18 - TOTAL,Nov 18 - LEAD,Nov 18 - LAG,Nov 18 - TOTAL,Dec 18 - LEAD,Dec 18 -LAG,Dec 18  - TOTAL,Jan 19 - LEAD,Jan 19  - LAG,Jan 19 - TOTAL,Feb 19 - LEAD,Feb 19 - LAG,Feb 19- TOTAL,Mar 19 - LEAD,Mar 19  - LAG,Mar 19 - TOTAL,Apr 19 - LEAD,Apr 19 -LAG,Apr 19- TOTAL,May 19 - LEAD,May 19 -LAG,May 19- TOTAL,Jun 19 - LEAD,Jun 19 -LAG,Jun 19- TOTAL,Jul 19 - LEAD,Jul 19 -LAG,Jul 19- TOTAL,Aug 19 - LEAD, Aug 19 -LAG,Aug 19- TOTAL,Sep 19 - LEAD,Sep 19 -LAG,Sep 19- TOTAL,Oct 19 -LEAD,Oct 19 - LAG,Oct -19 TOTAL,Nov 19 -LEAD,Nov 19 - LAG,Nov -19 TOTAL,Dec 19 -LEAD,Dec 19 - LAG,Dec 19 - TOTAL,Jan 20 -LEAD,Jan 20 - LAG,Jan 20 - TOTAL,Feb 20 -LEAD,Feb 20 - LAG,Feb 20 - TOTAL,Mar 20 -LEAD,Mar 20 - LAG,Mar 20 - TOTAL
PGEN,RATS_01Z,D,M,"22,961","4,843","27,804","13,320","5,811","19,131","13,773","4,074","17,848","14,461","5,627","20,088","11,633","4,186","15,819","9,981","2,905","12,886","24,106","3,066","27,173","26,679","3,458","30,137","14,197","3,121","17,318",551,671,"1,221","10,235","1,500","11,735","14,854","1,756","16,610","24,025","4,022","28,048","21,508","5,009","26,516","9,866","4,105","13,971","16,663","6,568","23,231","10,748","5,142","15,890","22,364","7,370","29,734","17,219","2,133","19,351","14,052","1,223","15,275","14,758","1,228","15,986","1,049","1,413","2,462","37,887","2,405","40,292","3,321","2,511","5,831","3,070","1,915","4,985","31,609","5,005","36,614","31,609","5,005","36,614","7,233","3,542","10,775","6,186","4,204","10,390","5,663","3,149","8,812","1,501",310,"1,811",0,0,0,0,0,0,0,0,0,0,0,0,"4,929",931,"5,860","2,049","3,153","5,202","7,939","3,105","11,044","2,615","2,741","5,356","10,295","3,382","13,678","6,072","2,147","8,219",0,"2,279","2,280","10,911","1,119","12,030","14,305",440,"14,746","19,995","1,132","21,127",0,0,0,0,0,0,"1,156",226,"1,382",637,880,"1,517","7,223","4,314","11,536","4,586","4,898","9,483",708,"2,697","3,406","3,065","2,557","5,622","3,864","3,556","7,419",243,"1,337","1,580","3,237","1,196","4,433",15,859,874,651,"1,030","1,680",0,23,23,0,0,0,"1,104","1,458","2,563","2,858","3,673","6,531","8,280","5,305","13,585",4337.19,4293.45,8630.64,168.84,2132.1,"2,301",396,1420.83,"1,817",36,"2,004","2,039",1.8,1316.16,1317.96,0.09,596.25,596.34,2708.01,1166.13,3874.14,0,373.32,373.32,0.18,2518.47,2518.65,3.33,2145.87,2149.2,566.91,1824.03,2390.94,94.68,3608.19,3702.87,40.95,1812.33,1853.28,9.09,1317.15,1326.24,366.75,1560.33,1927.08
PGEN,RATS_02Z,D,M,"25,998","4,870","30,868","15,205","7,555","22,761","13,642","8,487","22,130","13,176","5,870","19,046","13,375","6,190","19,565","15,459","4,562","20,021","1,932",781,"2,713",0,0,0,0,0,0,0,0,0,"5,545",878,"6,423","20,083","3,740","23,823","26,247","3,812","30,059","25,498","5,678","31,177","12,585","4,534","17,119","12,999","5,880","18,878","18,028","6,239","24,267","9,133","4,196","13,329","11,146","2,470","13,615","21,875","1,275","23,150","9,469",832,"10,301",735,55,790,"37,866","1,401","39,268","2,457","2,124","4,581","4,568","2,556","7,124","3,303",966,"4,270","3,303",966,"4,270","12,931","2,822","15,754","5,012","1,497","6,510","4,873","2,452","7,326","4,752","1,589","6,341",0,0,0,0,0,0,"11,696","1,292","12,988","33,003",662,"33,665","31,924","2,294","34,218","7,188","2,395","9,582","5,629","4,197","9,826","6,517","1,736","8,253","11,359","2,210","13,569","2,821","1,164","3,985","10,983",807,"11,790",110,0,110,"7,121",277,"7,398","4,072",271,"4,343","21,047",898,"21,945","2,697",102,"2,798","18,772",841,"19,613",933,63,996,"2,668","2,942","5,610","4,076","2,708","6,783","1,539",707,"2,245","2,795","1,186","3,981","6,107","3,995","10,102","2,179","1,996","4,175","4,247",989,"5,237","1,786",654,"2,440","5,130",834,"5,964",605,0,605,"1,018","1,197","2,215","1,887","1,479","3,367","8,474","4,393","12,866","6,025","3,596","9,622",3096.72,2932.47,6029.19,632.07,370.08,"1,002",256.86,342.63,599,154,162,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072.33,1782.81,4855.14,294.75,654.93,949.68,431.19,383.67,814.86,374.58,168.66,543.24,1369.98,89.37,1459.35
PGEN,RATS_03Z,D,M,"24,405","5,881","30,286","13,210","5,506","18,717","15,701","5,748","21,449","14,946","5,125","20,071","11,743","5,201","16,944","14,575","4,349","18,923","23,936","2,444","26,380","31,456","3,718","35,175","22,356","5,237","27,593","32,135","6,106","38,240","4,681",621,"5,302","24,025","3,419","27,444","22,014","4,988","27,002","19,898","4,375","24,273","17,180","4,970","22,150","16,565","6,038","22,602","16,711","6,319","23,029","9,104","4,133","13,236",0,0,0,0,0,0,0,0,0,"2,759",249,"3,008","2,473",160,"2,633","3,983","2,046","6,029","5,339","3,090","8,429",917,413,"1,330",917,413,"1,330","4,877","2,401","7,278","1,802","2,311","4,113","6,188","3,006","9,194","4,981","1,095","6,076","10,555",723,"11,278","14,965","2,202","17,167","16,938",830,"17,767","1,428",157,"1,585","5,608",970,"6,578","7,569","1,247","8,816","6,754","3,216","9,970","13,346","1,703","15,049","14,911","2,239","17,149","2,668",760,"3,428","7,546",124,"7,670",188,0,188,"6,654",361,"7,015","6,393",230,"6,623","10,335",506,"10,841","32,636",596,"33,232","7,443",973,"8,416",385,75,460,"5,017","4,103","9,120","15,386","5,135","20,521","6,948","1,230","8,178","8,673","4,079","12,752","8,059","4,976","13,035","4,802","1,980","6,783","1,702",392,"2,093",617,6,623,70,0,70,"9,898","1,545","11,443","15,984","3,290","19,275","4,667","2,139","6,806","4,693","4,322","9,014","5,708","2,528","8,236",4013.37,3338.46,7351.83,873,198.27,"1,071",325.17,531.9,857,29,41,70,0,0,0,2054.7,158.13,2212.83,174.6,69.84,244.44,0,0,0,157.59,128.79,286.38,1390.5,203.4,1593.9,751.32,133.29,884.61,665.64,391.23,1056.87,707.49,1162.71,1870.2,351.27,162.45,513.72,495.63,4.68,500.31
PGEN,RATS_04Z,D,M,"9,010","8,265","17,275","9,950","11,908","21,857","5,776","16,759","22,535","13,395","6,418","19,812","9,903","4,870","14,774","15,069","3,777","18,846","17,534","2,831","20,364",0,0,0,0,0,0,0,0,0,0,0,0,"15,256","3,296","18,552","23,806","4,131","27,937","17,728","5,668","23,396","17,216","5,280","22,496","13,671","5,338","19,009","16,401","4,604","21,006","9,164","6,122","15,286","2,352",951,"3,304","6,514",311,"6,825","4,652","2,116","6,768",360,"2,064","2,424",0,0,0,"3,204","1,630","4,834","2,194","2,475","4,670","1,593","1,805","3,398","1,593","1,805","3,398","2,146","2,796","4,942",309,"2,317","2,625","3,630","2,699","6,329","1,097","1,429","2,526",989,"1,062","2,051","5,606","1,595","7,201","2,490","2,079","4,569",1,"1,978","1,979","2,930","2,220","5,149","2,916","4,321","7,237","5,861","3,548","9,409","1,547","1,800","3,347","8,860","2,760","11,620","2,057","1,704","3,761",0,"2,208","2,209",0,"2,056","2,056",18,67,85,0,0,0,0,0,0,"1,222",115,"1,337","1,714","2,123","3,837","5,303","1,569","6,872","6,741","5,170","11,912","9,350","4,359","13,709","5,285","3,376","8,661","8,795","4,760","13,555","5,193","4,794","9,987",0,244,244,0,0,0,0,0,0,0,0,0,"1,792","1,052","2,844","13,095","3,000","16,096","1,776","5,064","6,841","2,735","3,686","6,422","3,500","4,746","8,246",3708.63,4181.22,7889.85,191.97,2333.97,"2,526",69.57,2427.48,"2,497",640,"2,713","3,353",115.65,682.38,798.03,4900.14,2277.27,7177.41,1548.18,2427.93,3976.11,0,115.92,115.92,1.26,1403.46,1404.72,0.18,2497.32,2497.5,112.68,1842.03,1954.71,53.91,2998.35,3052.26,426.87,2355.21,2782.08,0.09,1096.02,1096.11,0.54,2240.91,2241.45
PGEN,TAYL_02Z,D,S,0,0,0,0,0,0,0,6,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,46,46,0,0,0,0,0,0,0,0,0,6,44,50,0,7,7,0,0,0,0,0,0,0,0,0,2,49,51,0,26,26,0,0,0,0,1,1,3,0,3,0,30,30,0,30,30,3,10,13,2,21,23,1,6,7,0,0,0,0,12,12,0,0,0,5,45,50,0,20,20,1,32,33,1,3,4,43,128,171,9,10,19,9,154,163,6,43,49,0,5,5,0,0,0,1,1,1,9,5,14,0,0,0,29,27,56,0,4,4,0,0,0,0,294,295,0,82,82,0,302,303,10,480,491,0,99,99,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,46,46,0,56,56,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0.01,31.43,31.44,0,0,0,0.11,31.06,31.17,0.01,49.38,49.39,0,0,0,0,0,0,0,0,0,0,0,0,0.05,16.68,16.73,0.01,21.52,21.53,0,90.76,90.76
PGEN,TAYL_03Z,D,S,0,0,0,0,0,0,2,1,4,21,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14,0,0,0,30,30,60,6,1,7,0,0,0,0,0,0,0,0,0,19,52,71,9,13,22,0,3,4,0,1,2,17,2,19,21,1,22,21,1,22,39,13,53,41,12,52,31,6,38,0,0,0,17,1,18,0,0,0,4,17,21,6,1,7,25,2,27,3,1,4,191,115,306,78,55,133,18,171,189,8,41,49,0,3,3,0,0,0,1,33,34,1,4,5,0,0,0,6,42,48,0,0,0,0,0,0,25,102,126,0,28,28,0,213,213,42,171,213,1,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,3,21,24,4,14,18,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1.68,1.72,0,0,0,2.33,9.26,11.59,1.45,15.62,17.07,0,0,0,0.49,2.35,2.8,6.12,6.05,12.2,0,0, -   ,0.01,13.06,13.1,0,6.4,6.4, -   ,50.2,50.2
REGP,BRGG_01Z,D,N,691,9,701,332,10,341,164,0,164,485,24,509,448,13,461,503,49,551,444,1,444,448,1,450,384,18,402,453,0,453,427,4,431,455,0,455,498,39,536,495,21,516,500,9,509,523,0,523,472,0,472,500,6,506,738,0,738,757,2,759,542,0,542,384,1,386,367,6,373,677,3,680,745,11,756,773,27,800,773,27,800,760,19,780,706,49,755,8,0,8,701,0,701,773,3,776,717,0,717,736,0,736,571,0,571,518,0,518,713,5,718,711,105,816,729,30,758,781,37,818,666,14,680,692,44,736,390,5,395,646,37,683,607,3,610,617,14,631,663,0,663,479,12,491,255,24,280,578,12,590,575,10,585,545,58,603,499,16,515,526,4,531,524,10,534,557,0,557,537,1,538,519,31,550,98,0,98,363,0,363,527,15,542,537,17,554,569,2,571,569.34,14.63,583.97,480.61,2.21,483,161.393,8.385,170,42,7,49,536.63,0,536.63,499.37,2.95,502.32,527,0.27,527.27,531.02,0,531.02,479.75,0,479.75,512.03,1.15,513.18,491.9,7.99,499.89,536.92,14.27,551.19,522.38,13.68,536.06,426.29,7.14,433.43,448.34,3.08,451.42
ROCK,ROCK_01Z,D,N,101,0,101,"3,267","1,513","4,781","1,492",557,"2,049","3,550",917,"4,467","4,153",791,"4,944","3,869","1,731","5,600",0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,555",551,"7,105","5,243","2,200","7,443","8,954","1,404","10,358","5,725","1,871","7,596","6,624",158,"6,782","9,309",895,"10,204","5,664","1,462","7,126","11,857","1,440","13,297",0,2,2,728,111,838,"19,662",763,"20,425","7,172",589,"7,761","4,400",723,"5,123","4,400",723,"5,123","13,898","2,367","16,265","11,969","2,568","14,536","51,510","2,794","54,304","89,863","2,446","92,309","111,033","1,403","112,435","110,761","1,583","112,344","113,611",686,"114,297","36,983",605,"37,588","60,534","2,821","63,355","59,719","2,246","61,964","58,711","2,303","61,014","54,125","2,229","56,353","48,398","3,152","51,550","9,652",408,"10,060","25,736","1,078","26,814","55,155","1,223","56,378","61,346",625,"61,972","20,329","1,102","21,432","35,712","1,473","37,185","28,066","1,252","29,318","24,187","1,051","25,238","14,200","1,400","15,600","22,706","3,821","26,527","14,495","3,215","17,710","21,227","1,611","22,839","5,579","1,652","7,232","3,205",369,"3,574","4,016",59,"4,075",0,0,0,"1,394",78,"1,472","47,020","1,381","48,401","34,012","2,518","36,530","12,461","1,696","14,158","26,330","5,385","31,715","17,783","3,907","21,690","41,304","3,066","44,369",42404.7,3595.6,46000.3,36511,1655.3,"38,166",39607.8,3308.6,"42,916","29,937","1,647","31,584",36722.5,1755.8,38478.3,36797.1,1991.4,38788.5,39000.7,1967.1,40967.8,43674,2250.3,45924.3,39771.5,1737.9,41509.4,17992.7,1980.9,19973.6,19791.3,2455,22246.3,14732.5,2521.8,17254.3,8863,1628.8,10491.8,6194.4,577.5,6771.9,11013.9,1519,12532.9
RUGE,RUGPS06G,D,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUGE,RUGPS06Z,D,M,"11,085","15,914","26,999","8,467","7,439","15,906","9,442","5,253","14,695","11,467","5,638","17,104","7,056","4,155","11,211","9,565","3,992","13,557","18,668","3,049","21,717","20,477","3,866","24,343","12,177","1,401","13,578","8,943","2,145","11,087","3,653",837,"4,490","17,835","4,411","22,245","18,487","7,237","25,724","17,327","3,391","20,717","17,026","4,102","21,128","16,158","4,249","20,407","9,390","2,856","12,246","18,127","7,682","25,810","20,698","4,388","25,086","18,995","2,901","21,896","23,917","2,107","26,024","30,224","2,978","33,201","24,759","5,197","29,955","29,650","3,858","33,508","26,161","4,022","30,183","7,560","1,443","9,003","7,560","1,443","9,003","18,517","3,111","21,628","20,057","4,216","24,273","27,072","5,148","32,221","32,928","4,052","36,980","32,918","4,318","37,236","4,017",534,"4,551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUGE,RUGPS07G,D,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUGE,RUGPS07Z,D,M,"13,399","4,047","17,446","9,476","6,276","15,751","11,319","6,813","18,132","9,723","4,954","14,677","8,582","3,505","12,087","10,444","2,819","13,263","8,605","1,650","10,255","3,958","1,295","5,253","16,802","2,114","18,916","10,428",777,"11,205","18,224","2,373","20,597","21,342","2,720","24,062","4,346","2,754","7,099","13,286","1,672","14,958","37,389",0,"37,389","40,121",83,"40,204","24,623",107,"24,730","36,579",23,"36,602","56,925",0,"56,925","44,555",0,"44,555",0,0,0,0,0,0,0,0,0,0,0,0,"13,762",822,"14,583","25,025","4,803","29,828","25,025","4,803","29,828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCCL,SCCL_01Z,D,N,"3,766","1,078","4,844","4,211",186,"4,398","2,857",126,"2,983","6,238",361,"6,599","5,394",240,"5,634","7,068",193,"7,261","16,356",64,"16,421","8,713",145,"8,858","7,065",375,"7,440","10,374",322,"10,696","6,893",123,"7,016",531,11,542,"1,748",65,"1,813","1,153",801,"1,955","2,286",426,"2,712","4,254",251,"4,505","1,702",206,"1,907","1,061",536,"1,598","5,583",224,"5,807","14,204",69,"14,273","10,732",13,"10,745","14,562",201,"14,762","14,786",381,"15,167","16,800",384,"17,184","16,160",374,"16,535","12,038",338,"12,375","12,038",338,"12,375","5,448",716,"6,164","6,770","1,080","7,850","15,884",15,"15,899","15,087",41,"15,127","18,322",135,"18,457","19,634",1,"19,635","14,147",24,"14,171",131,19,151,"13,340",150,"13,490","17,629",21,"17,650","10,034",13,"10,047","10,504",73,"10,577","7,792",110,"7,902","8,188",58,"8,246","9,462",73,"9,535","9,901",241,"10,142","12,756",33,"12,789","19,255",11,"19,265","17,447",175,"17,622","7,235",11,"7,246","7,627",65,"7,692","6,680","1,084","7,764","7,289",384,"7,673","6,236",532,"6,768","8,184","3,455","11,639","3,358","1,109","4,467","1,616",162,"1,778","3,270",290,"3,560","11,876",294,"12,170",78,48,126,"8,540",166,"8,706","14,857",6,"14,863","10,859",50,"10,909","11,975",202,"12,177","7,042",243,"7,285","10,738",105,"10,843",10373.55,97.66,10471.21,6665,167.27,"6,832",13453.15,179.16,"13,632","11,147",140,"11,286",18953.15,91.26,19044.41,9815.75,73.31,9889.06,8005.35,116.16,8121.51,5975.1,518.64,6493.74,9619.2,189.57,9808.77,4826.35,325.61,5151.96,4741.95,616.7,5358.65,4698.7,1474.86,6173.56,2363.95,1310.75,3674.7,1601.4,1050.05,2651.45,5144.8,614.08,5758.88
SCCL,SCCL_02Z,D,N,"4,849","5,803","10,652","5,330","3,471","8,801","8,079","4,788","12,866","5,256","2,159","7,415","2,856","1,331","4,187","2,755","2,287","5,042","4,751",965,"5,716","18,426","1,043","19,468","10,583","3,571","14,154","12,060","3,339","15,399","21,712","1,628","23,340","11,145","1,953","13,099","8,679","5,192","13,871","2,544","3,730","6,274","4,452","4,174","8,626","2,447","2,863","5,310","2,215","3,773","5,987","4,677","4,477","9,154","4,734","3,281","8,015","9,040","2,364","11,404","6,672","3,187","9,859",767,615,"1,382",0,0,0,0,0,0,0,0,0,"3,188","4,278","7,466","3,188","4,278","7,466","6,013","4,945","10,958","2,589","4,518","7,108","11,774","1,278","13,051","8,843","1,591","10,434","14,567","2,109","16,676","9,900","2,173","12,073","11,112","2,577","13,689","10,177","1,956","12,133","5,379","2,187","7,565","13,344","1,955","15,299","6,484","4,413","10,898","7,597","2,615","10,212","6,258","3,806","10,064","7,377","2,891","10,268","10,441","2,247","12,687","6,676","2,573","9,249","8,840","1,666","10,506","17,343","1,590","18,933","9,401","3,512","12,913","1,876","1,228","3,104",569,"2,123","2,692","6,965","4,670","11,635","5,394","4,236","9,631","6,764","4,066","10,830","10,908","3,787","14,695","4,880","2,311","7,191","4,530","3,354","7,884","9,259","2,899","12,157","12,656","3,334","15,990","11,483","2,102","13,585","15,216","2,823","18,039","4,018","1,937","5,955","2,815","1,701","4,516","6,816","3,830","10,645","6,753","4,458","11,212","7,689","3,699","11,388",6031.2,2379.9,8411.1,6597,1501.55,"8,099",4944.25,2150.3,"7,095","13,543","1,603","15,146",9537.65,1302.3,10839.95,3965.2,2089.15,6054.35,4746.45,2163.8,6910.25,2994.2,1878.6,4872.8,3945.7,2535.7,6481.4,5889.8,2495.9,8385.7,3240.05,3728.95,6969,4745.75,3029.05,7774.8,3716.35,3940.8,7657.15,2368.2,3102.75,5470.95,4146.45,3398,7544.45
SCCL,SCCL_03Z,D,N,"2,020","1,336","3,355","5,631",652,"6,283","5,129",487,"5,616","8,150",436,"8,586","5,939",835,"6,775","7,974",264,"8,237","8,371","1,692","10,063","14,593",520,"15,113","15,666",899,"16,565","9,883",273,"10,156","21,718",156,"21,874","10,124",65,"10,189","9,480",726,"10,206","9,355","1,394","10,749","3,244",937,"4,181","5,699",168,"5,867","3,846","1,652","5,497","2,621",555,"3,176","8,035",68,"8,103","4,065",641,"4,706",0,0,0,"1,622",487,"2,109","4,099",518,"4,617","5,520",893,"6,413","5,276",227,"5,503","1,814",843,"2,656","1,814",843,"2,656","1,945",745,"2,690","2,748",165,"2,913","8,703",301,"9,004","13,698",474,"14,172","17,665",173,"17,838","14,604",86,"14,690","16,946",224,"17,170","26,486",0,"26,486","20,479",219,"20,698","12,436",544,"12,980","3,909",680,"4,589","4,350",952,"5,302","3,705","1,290","4,994","2,316",722,"3,038","7,094",398,"7,492","10,086",414,"10,499","2,080",12,"2,092","1,759",66,"1,825","26,636",49,"26,685","10,968","2,004","12,972","22,499","1,329","23,828","4,812",698,"5,511",394,"4,109","4,503","1,105","2,559","3,663","1,926","1,030","2,955","3,578",521,"4,099","1,404",866,"2,270","1,146",803,"1,949","9,983",628,"10,611","17,419",0,"17,419","11,232",219,"11,451","6,358",341,"6,699","3,273",140,"3,414","4,568",428,"4,996","5,420",812,"6,231","7,320",375,"7,695",4922.2,560.33,5482.53,2940.2,309.65,"3,250",2586.6,382.72,"2,969","1,024",533,"1,557",12837.8,439.79,13277.59,17443.65,224.64,17668.29,11542.3,171.48,11713.78,12899.05,121.61,13020.66,12751.95,520.31,13272.26,12369.85,258.91,12628.76,6718.6,280.98,6999.58,9380.4,588.76,9969.16,4867.4,1063.95,5931.35,6875.5,393.97,7269.47,11920.15,167.17,12087.32
