id,Company,Unit,Default/Market,Location,Apr 20 -LEAD,Apr 20 - LAG,Apr 20 - TOTAL,May 20 -LEAD,May 20 - LAG,May 20 - TOTAL,Jun 20 -LEAD,Jun 20 - LAG,Jun 20 - TOTAL,Jul 20 -LEAD,Jul 20 - LAG,Jul 20 - TOTAL,Aug 20 -LEAD,Aug 20 - LAG,Aug 20 - TOTAL,Sep 20 -LEAD,Sep 20 - LAG,Sep 20 - TOTAL,Oct 20 -LEAD,Oct 20 - LAG,Oct 20 - TOTAL,Nov 20 -LEAD,Nov 20 - LAG,Nov 20 - TOTAL,Dec 20 -LEAD,Dec 20 - LAG,Dec 20 - TOTAL,Jan 21 -LEAD,Jan 21 - LAG,Jan 21 - TOTAL,Feb 21 -LEAD,Feb 21 - LAG,Feb 21 - TOTAL,Mar 21 -LEAD,Mar 21 - LAG,Mar 21 - TOTAL,Apr 21 -LEAD,Apr 21 - LAG,Apr 21 - TOTAL,May 21 -LEAD,May 21 - LAG,May 21 - TOTAL,Jun 21 -LEAD,Jun 21 - LAG,Jun 21 - TOTAL,Jul 21 -LEAD,Jul 21 - LAG,Jul 21 - TOTAL,Aug 21 -LEAD,Aug 21 - LAG,Aug 21 - TOTAL,Sep 21 -LEAD,Sep 21 - LAG,Sep 21 - TOTAL,Oct 21 -LEAD,Oct 21 - LAG,Oct 21 - TOTAL,Nov 21 -LEAD,Nov  21 - LAG,Nov  21 - TOTAL,Dec 21 - LEAD,Dec 21 - LAG,Dec 21 - Total,Jan 22 - LEAD,Jan 22 - LAG,Jan 22 - Total,Feb 22 - LEAD,Feb 22 - LAG,Feb 22 - Total,Mar 22 - LEAD,Mar 22 - LAG,Mar 22 - Total,Apr 22 - LEAD,Apr 22 - LAG,Apr 22 - Total,May 22 - LEAD,May 22 - LAG,May 22 - Total,Jun 22 - LEAD,Jun 22 - LAG,Jun 22 - Total,Jul 22 - LEAD,Jul 22 - LAG,Jul 22 - Total,Aug 22 - LEAD,Aug 22 - LAG,Aug 22 - Total,Sep 22 - LEAD,Sep 22 - LAG,Sep 22 - Total,Oct 22 - LEAD,Oct 22 - LAG,Oct 22 - Total,Nov 22 - LEAD,Nov 22 - LAG,Nov 22 - Total,Dec 22 - LEAD,Dec 22 - LAG,Dec 22 - Total,Jan 23 - LEAD,Jan 23 - LAG,Jan 23 - Total,Feb 23 - LEAD,Feb 23 - LAG,Feb 23 - Total,Mar 23 - LEAD,Mar 23 - LAG,Mar 23 - Total,Apr 23 - LEAD,Apr 23 - LAG,Apr 23 - Total,May 23 - LEAD,May 23 - LAG,May 23 - Total,June 23 - LEAD,June 23 - LAG,June 23 - Total,July 23 - LEAD,July 23 - LAG,July 23 - Total,Aug 23 - LEAD,Aug 23 - LAG,Aug 23 - Total,Sep 23 - LEAD,Sep 23 - LAG,Sep 23 - Total,Oct 23 - LEAD,Oct 23 - LAG,Oct 23 - Total,Nov 23 - LEAD,Nov 23 - LAG,Nov 23 - Total,Dec 23 - LEAD,Dec 23 - LAG,Dec 23 - Total,Jan 24 - LEAD,Jan 24 - LAG,Jan 24 - Total,Feb 24 - LEAD,Feb 24 - LAG,Feb 24 - Total,Mar 24 - LEAD,Mar 24 - LAG,Mar 24 - Total,Apr 24 - LEAD,Apr 24 - LAG,Apr 24 - Total,May 24 - LEAD,May 24 - LAG,May 24 - Total,June 24 - LEAD,June 24 - LAG,June 24 - Total,July 24 - LEAD,July 24 - LAG,July 24 - Total,Aug 24 - LEAD,Aug 24 - LAG,Aug 24 - Total,Sep 24 - LEAD,Sep 24 - LAG,Sep 24 - Total,Oct 24 - LEAD,Oct 24 - LAG,Oct 24 - Total,Nov 24 - LEAD,Nov 24 - LAG,Nov 24 - Total,Dec 24 - LEAD,Dec 24 - LAG,Dec 24 - Total
117,SSEG,FOYE_01Z,D,SC,0,0,0,0,0,0,0,0,0,0,0,0,1270.95,570.69,1841.64,1415.71,1476.57,2892.28,1240.65,833.88,2074.53,540.86,1203.45,1744.31,631.87,1315.49,1947.36,934.28,800.88,1735.16,1208.55,563.26,1771.81,1114.72,884.56,1999.28,2226.94,801.8,3028.74,2357.91,806.97,3164.88,1317.05,844.11,2161.16,1224.14,816.02,2040.16,29.84,113.98,143.82,1625.3,1748.36,3373.66,705.31,810.15,1515.46,453.11,710.37,1163.48,760.88,962.17,1723.05,776.81,945.57,1722.38,812.37,988.05,1800.42,643.22,783.09,1426.31,954.39,954.16,1908.55,1177.89,772.94,1950.83,735.36,654.69,1390.05,799.67,701.55,1501.22,454.91,670.47,1125.38,1237.91,1312.31,2550.22,313.18,533.9,847.08,970.4,1345.2,2315.6,1223.22,1318.08,2541.3,1230.24,1615.13,2845.37,784.08,1103.85,1887.93,2202.85,1684.46,3887.31,1261.12,994.91,2256.03,1766.02,813.9,2579.92,2206.92,1554.33,3761.25,2611.74,1556.89,4168.63,1786.34,628.59,2414.93,2449.32,1306.15,3755.47,980.19,1606.26,2586.45,1043.64,1957.97,3001.61,1074.19,804.8,1878.99,991.88,2320.09,3311.97,1017.57,1002.23,2019.8,2410.56,1721.62,4132.18,995.02,1582.01,2577.03,970.04,1731.72,2701.76,838.5,1202.25,2040.75,752.81,1052.64,1805.45,88.51,918.39,1006.9,463.04,808.15,1271.19,1979.88,1559.54,3539.42,628.07,683.01,1311.08,688.63,861.11,1549.74
118,SSEG,FOYE_02Z,D,SC,202.11,189.6,391.71,2098.3,1091.63,3189.93,2789.17,1468.2,4257.37,1318.76,1362.51,2681.27,1985.83,1122.63,3108.46,978.74,1052.35,2031.09,1586.49,1738.05,3324.54,1054.21,1495.62,2549.83,947.71,1269.49,2217.2,998.8,846.57,1845.37,530.81,532.71,1063.52,1227.02,587.47,1814.49,1701.49,1050.11,2751.6,1092.09,620.73,1712.82,1397.89,818.26,2216.15,2242.85,1144.12,3386.97,1408.54,772.73,2181.27,9.39,4.78,14.17,665.35,722.25,1387.6,423.67,522.69,946.36,900.65,275.42,1176.07,520.74,660.13,1180.87,737.7,458.96,1196.66,367.11,410.14,777.25,783.67,756.8,1540.47,1389.91,632.86,2022.77,953.17,580.32,1533.49,703.54,1574.38,2277.92,869.25,1142.66,2011.91,490.61,300.92,791.53,890.81,1453.62,2344.43,348.54,669.76,1018.3,1038.32,1481.38,2519.7,889.47,1406.37,2295.84,1084.66,1217.38,2302.04,1548.27,1244.6,2792.87,1699.07,717.01,2416.08,1541.34,876.8,2418.14,2055.52,768.48,2824,4516.18,1633.87,6150.05,3176.24,1432.83,4609.07,0,0,0,0,0,0,1175.39,1213.49,2388.88,1472.93,1617.66,3090.59,1223.45,1152.85,2376.3,1772.14,1151.3,2923.44,1488.53,911.36,2399.89,860.34,690.36,1550.7,1227.93,1207.17,2435.1,1521.9,1282.75,2804.65,1079.71,1910.61,2990.32,338.54,1081.6,1420.14,298.04,671.38,969.42,1965.3,2212.96,4178.26,807.31,1553.57,2360.88,2195.49,1489.46,3684.95
119,SSEG,GLEN_01Z,D,SC,172.04,1.75,173.79,154.73,2.35,157.08,62.08,1.52,63.6,61.06,0.09,61.15,52.46,2.82,55.28,156.33,6.16,162.49,212.06,1.02,213.08,287.48,0,287.48,369.57,0,369.57,222.32,0.2,222.52,176,0.06,176.06,249.1,0.27,249.37,193.84,2.63,196.47,71.96,2.51,74.47,39.53,0.42,39.95,25.38,0.93,26.31,30.25,2.9,33.15,62.99,2.52,65.51,300.12,0.05,300.17,337.82,0,337.82,236.58,0.07,236.65,190.64,0.23,190.87,338,0.02,338.02,88.16,0.17,88.33,53.22,1.41,54.63,128.25,0.77,129.02,100.56,1.24,101.8,82.25,1.92,84.17,88.9,0.53,89.43,33.76,0.13,33.89,184.83,0.51,185.34,302.11,0,302.11,231.82,0.29,232.11,332.84,0,332.84,258.21,0.09,258.3,89.73,0.06,89.79,58.5,0.05,58.55,15.92,0.03,15.95,22.79,0.15,22.94,48.43,0.06,48.49,98.95,0.23,99.18,169.61,0,169.61,308.12,0,308.12,204.8,0,204.8,273.68,0.01,273.69,205.69,0.07,205.76,386.71,0,386.71,317.55,0.02,317.57,258.88,0.46,259.34,59,1.68,60.68,70.75,0.04,70.79,112.73,0.06,112.79,228.96,0.01,228.97,249.83,0.01,249.84,189.82,0,189.82,168.35,0,168.35,388.71,0,388.71
120,SSEG,GORDW-1,D,SC,0,4165.83,4165.83,0,1550.25,1550.25,0,0,0,0,4117.98,4117.98,383.53,1819.77,2203.3,21.8,1681.61,1703.41,10.94,1056.13,1067.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,107.75,1589.71,1697.46,101.69,1387.9,1489.59,95.4,1343.83,1439.23,143.3,1169.36,1312.66,284.29,857.02,1141.31,1387.05,790.17,2177.22,3383.15,29.79,3412.94,3930.68,23.21,3953.89,4042.1,44.39,4086.49,2551.05,67.33,2618.38,2857.74,24.47,2882.21,1491.76,331.34,1823.1,2850.59,77.92,2928.51,2203.4,82.69,2286.09,2417.88,146.6,2564.48,2965.45,183.16,3148.61,716,3407.53,4123.53,50.34,3401.38,3451.72,100.15,3769.54,3869.69,81.41,3429.77,3511.18,66.31,3117.68,3183.99,150.9,3592.68,3743.58,229.63,2585.4,2815.03,48.5,3186.59,3235.09,37,4967.88,5004.88,37.76,3954.76,3992.52,59.15,5724.2,5783.35,45.33,5888.73,5934.06,101.82,4531.48,4633.3,68.13,5066.29,5134.42,3.67,5264.97,5268.64,4.07,4027.17,4031.24,112.12,4375.72,4487.84,75.57,3196.13,3271.7,5.95,3747.08,3753.03,0.14,2437.83,2437.97,22.47,4847.36,4869.83,8.88,3617.23,3626.11,0,4714.44,4714.44
121,SSEG,INGA_01Z,D,SC,8.85,28.29,37.14,10.52,29.61,40.13,4.72,28.06,32.78,8.73,28.6,37.33,7.71,27.91,35.62,13.25,30.02,43.27,1.55,13.43,14.98,11.88,30.26,42.14,20.69,25.87,46.56,10.22,35.04,45.26,15.1,15.53,30.63,27.68,22.21,49.89,226.58,31.73,258.31,9.68,24.64,34.32,17.94,5.94,23.88,43.01,0.22,43.23,86.4,0.37,86.77,75.03,0.23,75.26,335.04,0.03,335.07,323.8,0.03,323.83,258.11,0.09,258.2,310.65,0.03,310.68,323.87,0.02,323.89,214.38,0.08,214.46,273.62,0.26,273.88,460.29,0.13,460.42,265.06,0.13,265.19,103.93,0.08,104.01,176.98,0.2,177.18,333.41,0.34,333.75,670.55,0.05,670.6,686.85,3.07,689.92,502.67,0.1,502.77,654.97,0.02,654.99,577.7,0.06,577.76,217.66,0.1,217.76,195.01,0.13,195.14,82.01,0.14,82.15,14.66,0.05,14.71,226.88,0.21,227.09,390.54,0.22,390.76,314.87,0.09,314.96,34.51,9.28,43.79,8.1,31.53,39.63,23.24,20.06,43.3,15.28,26.23,41.51,27.03,22.11,49.14,24.39,15.45,39.84,15.45,15.41,30.86,2.26,18.39,20.65,7.48,5.76,13.24,3.04,11.95,14.99,6.41,32.3,38.71,2.88,31.77,34.65,13.72,14.16,27.88,10.85,23.39,34.24,33.5,14.7,48.2
122,SSEG,KIOR_01Z,D,SC,1.6,4.28,5.88,0.43,5.65,6.08,0.63,4.35,4.98,1.28,4.08,5.36,0.9,5.09,5.99,9.42,1.98,11.4,1,10.56,11.56,0.46,17.26,17.72,2.05,11.34,13.39,2.69,2.32,5.01,0.22,12.25,12.47,3.69,8.35,12.04,11.17,1.05,12.22,1.04,3.08,4.12,1.1,3.23,4.33,0.81,3.8,4.61,3.66,16.39,20.05,13.57,0.02,13.59,0.79,9.23,10.02,0.82,4.15,4.97,1.3,2.97,4.27,0.98,4.63,5.61,4.17,1.81,5.98,2.77,3.19,5.96,0.57,3.73,4.3,0.3,4.43,4.73,1.31,3.42,4.73,1.79,3.89,5.68,1.51,3.42,4.93,0.45,4.36,4.81,10.18,0.12,10.3,10.16,0.22,10.38,9.3,1.85,11.15,12.99,0.19,13.18,8.65,1.49,10.14,5.54,1.34,6.88,0.41,4.59,5,0.2,6.73,6.93,0.08,8.05,8.13,0.08,7.71,7.79,0.54,4.6,5.14,8,0.83,8.83,3.46,18.65,22.11,0.19,35.22,35.41,25.61,39.41,65.02,149.24,10.41,159.65,258.53,0.38,258.91,53.98,48.45,102.43,14.19,0.32,14.51,13.45,0.06,13.51,9.42,25.96,35.38,0,81.38,81.38,3.98,84.8,88.78,0.41,126.27,126.68,3.14,123.48,126.62,4.88,102.3,107.18,0,126.45,126.45
123,SSEG,LOCH_01Z,D,SC,395.14,28.33,423.47,353.85,26.57,380.42,167.7,11.19,178.89,346.47,8.54,355.01,269.48,5.81,275.29,720.18,19.14,739.32,560.33,37.23,597.56,975.52,14.77,990.29,929.75,45.31,975.06,322.85,31,353.85,323.97,124.16,448.13,611.37,33.43,644.8,583.17,18.16,601.33,296.33,18.36,314.69,107.72,6.8,114.52,0.06,0.39,0.45,164.07,12.35,176.42,210.09,4.69,214.78,444.82,82.87,527.69,242.19,112.38,354.57,466.15,36.52,502.67,780,30.2,810.2,321.45,118.68,440.13,542.58,155.41,697.99,118.55,16.09,134.64,278.62,30.44,309.06,395.36,37.11,432.47,385.43,7.3,392.73,89.27,1.53,90.8,100.19,4.09,104.28,623.14,40.24,663.38,564.03,78.51,642.54,496.29,38.01,534.3,510.91,137.27,648.18,706.31,30.67,736.98,251.41,12.06,263.47,530.65,20.87,551.52,62.06,2.65,64.71,12.24,1.5,13.74,142.25,8.28,150.53,307.09,12.59,319.68,129.77,7.39,137.16,256.73,184.17,440.9,405.26,113.18,518.44,190.24,99.47,289.71,915.36,27.42,942.78,298.51,218.84,517.35,317.05,218.04,535.09,367.95,29.69,397.64,125.27,13.09,138.36,334.62,21.79,356.41,146.31,10.21,156.52,107.22,7.91,115.13,0,0,0,816.74,13.85,830.59,300.63,35.72,336.35,439.4,96.25,535.65
124,SSEG,LOCH_02Z,D,SC,1271.93,7.72,1279.65,555.86,2.84,558.7,241.56,3.75,245.31,468.74,5.03,473.77,428.66,5.41,434.07,224.75,8.96,233.71,1116.86,49.61,1166.47,979.97,9.75,989.72,1310.97,23.96,1334.93,749.64,0.96,750.6,369.64,93.53,463.17,778.98,21.88,800.86,786.09,13.58,799.67,424.72,7.05,431.77,275.68,2.04,277.72,275.03,6.9,281.93,131.74,0.21,131.95,237.94,1.72,239.66,449.67,63.59,513.26,497.82,73.13,570.95,1321.73,21.79,1343.52,576.6,5.17,581.77,867.77,37.67,905.44,1114.43,14.94,1129.37,276.35,0.9,277.25,222.2,24.2,246.4,602.26,1.83,604.09,506.09,5.98,512.07,153.39,2.29,155.68,87.8,2.97,90.77,645.43,25.56,670.99,734.29,216.87,951.16,793.09,9.04,802.13,702.41,129.81,832.22,609.16,33.11,642.27,337.67,3.97,341.64,509.14,6.27,515.41,90.56,0.56,91.12,23.73,0.26,23.99,172.51,1.34,173.85,507.01,4.19,511.2,883.21,8.26,891.47,540.74,68.31,609.05,1139.81,9.57,1149.38,1122.94,4.83,1127.77,786.39,14.03,800.42,368.26,260.04,628.3,1030.45,4.31,1034.76,342.29,6.12,348.41,468.82,8.66,477.48,544.6,4.32,548.92,356.22,4.45,360.67,221.94,2.77,224.71,0,0,0,734.94,2.56,737.5,466.81,18.62,485.43,590.17,102.55,692.72
125,SSEG,LUIC_01Z,D,SC,15.45,163.1,178.55,32.43,132.23,164.66,8.62,129.14,137.76,17.75,138.54,156.29,11.45,70.93,82.38,15.52,190.8,206.32,56.33,394.77,451.1,200.34,166.54,366.88,19.85,327.48,347.33,64.84,215.85,280.69,6.49,154.75,161.24,16.64,285.78,302.42,392.3,131.12,523.42,12.79,149.13,161.92,14.79,63.59,78.38,11.68,64.65,76.33,17.35,92.21,109.56,11.34,100.36,111.7,8.16,396.44,404.6,16.61,441.54,458.15,1.84,505.58,507.42,5.59,475.85,481.44,13.15,436.64,449.79,2.98,193.82,196.8,6.09,258.97,265.06,8.14,260.3,268.44,1.01,145.37,146.38,1.53,106.01,107.54,1.7,116.53,118.23,0.92,143.58,144.5,32.1,327.49,359.59,4.48,367.48,371.96,0.17,417.11,417.28,21.67,476.32,497.99,15.08,422.07,437.15,0.73,384.38,385.11,0.89,270,270.89,1.91,164.42,166.33,1.05,109.45,110.5,3.17,205.09,208.26,35.71,122.37,158.08,156.86,33.85,190.71,211.03,80.38,291.41,119.82,105.62,225.44,29.91,531.76,561.67,106.63,217.01,323.64,104.28,403.54,507.82,64.73,521.4,586.13,11.75,40.07,51.82,41.57,18.45,60.02,0.04,19.98,20.02,0,21.51,21.51,0,25.59,25.59,0,4.77,4.77,1.25,4.22,5.47,0.36,152.65,153.01,416.32,119.87,536.19
126,SSEG,LUIC_02Z,D,SC,24.42,143.11,167.53,43.08,162.22,205.3,16.68,113.09,129.77,26.65,120.89,147.54,21.21,61.15,82.36,23.12,173.14,196.26,62.42,374.71,437.13,218.45,151.62,370.07,27.47,303.77,331.24,75.13,193.82,268.95,17.38,231.79,249.17,43.51,189.06,232.57,417.72,105.34,523.06,28.06,127.21,155.27,29.33,46.92,76.25,17.95,54.31,72.26,22.49,80.99,103.48,23.93,33.11,57.04,22.1,202.37,224.47,24.22,408.77,432.99,5.2,477.8,483,12.7,448.47,461.17,15.62,409.92,425.54,9.6,246.77,256.37,13.58,238.95,252.53,18.18,231.29,249.47,12.62,104.38,117,13.34,78.95,92.29,11.42,95.95,107.37,10.05,122.66,132.71,44.47,297.9,342.37,12.75,332.6,345.35,8.29,389.61,397.9,31.13,443.46,474.59,18.73,400.84,419.57,7.53,454.19,461.72,9.57,248.48,258.05,10.34,144.16,154.5,8.55,92.69,101.24,13.09,180.96,194.05,47.93,105.94,153.87,174.52,21.89,196.41,241.79,63.88,305.67,144.56,88.73,233.29,44.08,491.32,535.4,123.47,196.5,319.97,117.17,377.06,494.23,78.74,489.51,568.25,137.31,123.18,260.49,54.13,88.03,142.16,11.15,0.65,11.8,10.91,0.09,11,14.53,0.12,14.65,3.02,0,3.02,0,2.38,2.38,5.04,152.74,157.78,478,81.16,559.16
127,SSEG,MOSS_01Z,D,SC,1254.25,58.46,1312.71,714.74,113.2,827.94,252.85,298.81,551.66,201.83,172.69,374.52,17.29,75.86,93.15,83.09,46.01,129.1,160.3,608.73,769.03,225.2,474.72,699.92,55.38,829.29,884.67,374.33,419.63,793.96,78.23,619.26,697.49,174.07,845.61,1019.68,1529.42,22.28,1551.7,571.73,26.08,597.81,289.67,25.13,314.8,89.05,4.59,93.64,104.22,18.48,122.7,153.64,12.84,166.48,326.61,520.81,847.42,18.98,1223.8,1242.78,628.86,119.15,748.01,35.24,1815.38,1850.62,445.17,604.17,1049.34,373.62,150.7,524.32,115.36,492.61,607.97,625.28,114.8,740.08,47.17,19.61,66.78,0,0,0,0,0,0,65.72,114.62,180.34,522.25,120.14,642.39,109.92,449.72,559.64,542.37,159.29,701.66,428.21,248.74,676.95,524.65,446.39,971.04,111.42,642,753.42,326.59,414.73,741.32,126.93,149.36,276.29,30.83,111.35,142.18,65.63,1.7,67.33,436.09,53.63,489.72,208.4,238.87,447.27,451.79,244.31,696.1,245.93,323.93,569.86,252.83,268.61,521.44,148.93,224.75,373.68,508.83,321.69,830.52,129.25,543.9,673.15,275.01,347.44,622.45,93.83,451.58,545.41,69.03,187.05,256.08,184.51,180.71,365.22,8.17,168.75,176.92,306.46,51.92,358.38,16.99,564.5,581.49,62.49,114.78,177.27,802.44,22.03,824.47
128,SSEG,NANT_01Z,D,SC,36.74,0.79,37.53,73.4,0.57,73.97,123.15,0.76,123.91,264.19,2.12,266.31,230.98,2.25,233.23,174.64,8.43,183.07,363.99,11.3,375.29,567.71,8.63,576.34,482.2,8.44,490.64,367.94,13.47,381.41,106.49,2.22,108.71,196.7,3.55,200.25,338.09,5.97,344.06,181.2,1.9,183.1,96.72,0.61,97.33,37.43,0.25,37.68,44.42,0.75,45.17,47.75,0.33,48.08,351.3,25.39,376.69,438.49,21.63,460.12,384.29,9.17,393.46,455.17,2.16,457.33,284.29,8.25,292.54,603.5,17.77,621.27,4.55,0.06,4.61,167.59,6.72,174.31,65.37,3.16,68.53,143.39,12.42,155.81,124.87,2.25,127.12,23.6,1.31,24.91,544.8,20.34,565.14,219.21,99.25,318.46,83.32,10.43,93.75,744.57,10.13,754.7,250.64,18.42,269.06,168.53,6.93,175.46,141.84,3.27,145.11,48.81,1.86,50.67,18.32,1.2,19.52,214.93,13.05,227.98,181.84,13.57,195.41,55.47,1.89,57.36,352.14,105.66,457.8,166.44,5.12,171.56,205.75,16.64,222.39,291.86,13.68,305.54,350.4,18.96,369.36,296.8,22.55,319.35,135.75,3.95,139.7,88.94,1.36,90.3,200.85,3.54,204.39,50.42,0.73,51.15,126.64,6.43,133.07,225.72,11.9,237.62,105.48,11.02,116.5,139.22,9.82,149.04,223.17,26.89,250.06
129,SSEG,ORRI_01Z,D,SC,0.01,99.38,99.39,0.01,84.4,84.41,0.03,69.79,69.82,0,33.57,33.57,0,3.26,3.26,0.03,30.26,30.29,0.01,79.53,79.54,0.02,88.53,88.55,0.04,89.2,89.24,0.27,53.96,54.23,0.73,28.3,29.03,0.15,60.38,60.53,956.29,1.39,957.68,816.08,0.14,816.22,140.61,0.03,140.64,0,0,0,0,0,0,90.59,22.47,113.06,324.18,164.74,488.92,483.29,85.79,569.08,336.29,89.02,425.31,292.99,185.78,478.77,110.64,245.09,355.73,189.17,8.91,198.08,175.99,31.75,207.74,276.7,54.59,331.29,169.3,31.17,200.47,121.42,13.06,134.48,65.51,2.04,67.55,0.35,0.35,0.7,405.8,78.67,484.47,631.07,17.17,648.24,142.74,39.38,182.12,412.17,318.21,730.38,153.08,390.71,543.79,96.17,9.55,105.72,186.99,48.4,235.39,132.66,17.04,149.7,2.87,1.48,4.35,151.39,1.93,153.32,149.65,19.53,169.18,73.09,387.54,460.63,471.73,163.71,635.44,511.27,73.83,585.1,705.82,60.79,766.61,388.03,98.5,486.53,401.92,241.72,643.64,314.88,191.35,506.23,334.56,66.97,401.53,319.66,21.52,341.18,192.54,6.41,198.95,330.25,37.78,368.03,384.35,77.5,461.85,246.56,16.08,262.64,88.46,79.92,168.38,163.52,21.13,184.65,643.16,62.23,705.39
130,STHG,PEHE_01Z,D,SC,3477.23,2343.05,5820.28,1229.71,2310.23,3539.94,15564.99,4079.01,19644,13308.58,3656.99,16965.57,23045.43,1913.88,24959.31,8874.31,7648.93,16523.24,3480.31,5295.26,8775.57,1982.92,13979.87,15962.79,6568.18,7803.11,14371.29,9597.07,11441.34,21038.41,4092.38,5037.11,9129.49,6561.7,6956.06,13517.76,10791.22,9062,19853.22,12219.49,1120.75,13340.24,6837.14,5867.09,12704.23,20015.29,1254.15,21269.44,5960.24,3216.48,9176.72,0,0,0,791.79,1404.09,2195.88,1463.21,5142.55,6605.76,1509.19,9414.3,10923.49,1858.22,1109.7,2967.92,1576.56,797.89,2374.45,6225.72,7688.95,13914.67,23081.15,3968.05,27049.2,20799.53,2904.84,23704.37,10767.79,7547.64,18315.43,3807.88,19226.28,23034.16,10071.11,8361.1,18432.21,6438.83,4778.39,11217.22,3067.82,11005.21,14073.03,2116.54,6523.58,8640.12,5151.44,7818.21,12969.65,6608.72,8178.63,14787.35,4052.11,2134.61,6186.72,11965.72,2304.2,14269.92,6454.48,1942.15,8396.63,7240.45,683.89,7924.34,0,0,0,0,0,0,259.55,6061.99,6321.54,1700.23,10959.88,12660.11,3907.86,4480.93,8388.79,9963.32,2153.58,12116.9,7765.34,1359.91,9125.25,259.81,0,259.81,664.26,607.35,1271.61,4010.17,12606.16,16616.33,2428.2,712.36,3140.56,1503.31,1702.55,3205.86,288.54,836.21,1124.75,3863.87,8593.98,12457.85,1853.55,1497.37,3350.92,1740.44,1930.3,3670.74,1114.7,6458.51,7573.21,8641.91,6139.97,14781.88,581.43,7193.56,7774.99
131,STHG,PEHE_02Z,D,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,SSEG,QUIO_01Z,D,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.02,99.99,636.01,504.21,185.05,689.26,644.06,266.96,911.02,275.95,72.34,348.29,451.03,154.09,605.12,626.6,222.59,849.19,1071.71,211.34,1283.05,419,87.21,506.21,231.11,234.58,465.69,277.2,274.55,551.75,283.7,42.77,326.47,596.51,186.82,783.33,445,197.24,642.24,663.47,151.72,815.19,523.91,117.28,641.19,356.45,61.51,417.96,538.92,145.88,684.8,319.45,192.25,511.7,466.06,221.73,687.79,279.4,185.17,464.57,138.4,88.98,227.38,190.73,72.74,263.47,792.15,211.08,1003.23,466.36,148.27,614.63,449.99,118.6,568.59,554.45,222.97,777.42,695.36,179.69,875.05,379.98,168.92,548.9,209.61,72.27,281.88,473.89,104.53,578.42,346.17,69.69,415.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.01,70.45,139.46,499.54,283.95,783.49,612.58,144.09,756.67,257.24,197.45,454.69,452.41,135.7,588.11,609.24,162.96,772.2,431.34,49.59,480.93,420.54,8.99,429.53,366.95,84.76,451.71,508.79,93.18,601.97,583.53,139.5,723.03,521.66,98.8,620.46,216.92,56.55,273.47
133,SSEG,SLOY_01Z,D,SC,28.6,10.79,39.39,19.23,9.62,28.85,11.98,4.98,16.96,74.19,22.01,96.2,27.68,7.77,35.45,30.92,26.34,57.26,53.22,38.21,91.43,72.78,88.23,161.01,40.91,39.61,80.52,15.32,44.6,59.92,94.62,30.29,124.91,30.6,45.7,76.3,28.32,19.55,47.87,24.58,4.85,29.43,20.65,8.25,28.9,4.64,1.27,5.91,5.75,4.9,10.65,14.29,6.06,20.35,51.73,94.57,146.3,53.23,92.94,146.17,35.17,25.72,60.89,43.4,63.16,106.56,82.51,112.5,195.01,81.24,37.42,118.66,0,0,0,0,0,0,0,0,0,50.61,128.91,179.52,140.26,18.28,158.54,1.79,67.48,69.27,159.81,120.05,279.86,251.21,46.26,297.47,73.45,38.37,111.82,268.33,33.8,302.13,182.39,8.59,190.98,228.23,1.7,229.93,144.26,36.47,180.73,0.62,4.16,4.78,8.17,13.42,21.59,11.77,63.27,75.04,5.14,86.05,91.19,4.08,168.94,173.02,0.86,339.57,340.43,0.22,14.26,14.48,5.65,158.47,164.12,7.37,81.14,88.51,6.24,161.13,167.37,5.41,199.35,204.76,8.37,55.65,64.02,7.38,67.61,74.99,9.71,11.58,21.29,5.46,24.28,29.74,11.57,121.02,132.59,4.73,41.73,46.46,7.41,27.95,35.36,2.2,111.28,113.48,15.86,207.04,222.9
