ValueDate,Volts Inst
2026-02-26T11:40:00+00:00,65.103
2026-02-26T11:45:00+00:00,65.068
2026-02-26T11:50:00+00:00,65.169
2026-02-26T11:55:00+00:00,65.144
2026-02-26T12:00:00+00:00,65.137
2026-02-26T12:05:00+00:00,65.099
2026-02-26T12:10:00+00:00,65.001
2026-02-26T12:15:00+00:00,64.978
2026-02-26T12:20:00+00:00,64.955
2026-02-26T12:25:00+00:00,65.003
2026-02-26T12:30:00+00:00,65.0
2026-02-26T12:35:00+00:00,64.844
2026-02-26T12:40:00+00:00,64.788
2026-02-26T12:45:00+00:00,64.774
2026-02-26T12:50:00+00:00,64.768
2026-02-26T12:55:00+00:00,64.791
2026-02-26T13:00:00+00:00,64.857
2026-02-26T13:05:00+00:00,64.785
2026-02-26T13:10:00+00:00,64.672
2026-02-26T13:15:00+00:00,64.812
2026-02-26T13:20:00+00:00,64.888
2026-02-26T13:25:00+00:00,64.903
2026-02-26T13:30:00+00:00,64.58
2026-02-26T13:35:00+00:00,64.579
2026-02-26T13:40:00+00:00,64.508
2026-02-26T13:45:00+00:00,64.465
2026-02-26T13:50:00+00:00,64.959
2026-02-26T13:55:00+00:00,66.418
2026-02-26T14:00:00+00:00,66.296
2026-02-26T14:05:00+00:00,66.306
2026-02-26T14:10:00+00:00,66.366
2026-02-26T14:15:00+00:00,66.335
2026-02-26T14:20:00+00:00,66.407
2026-02-26T14:25:00+00:00,66.386
2026-02-26T14:30:00+00:00,66.345
2026-02-26T14:35:00+00:00,66.27
2026-02-26T14:40:00+00:00,66.239
2026-02-26T14:45:00+00:00,66.154
2026-02-26T14:50:00+00:00,66.269
2026-02-26T14:55:00+00:00,66.178
2026-02-26T15:00:00+00:00,66.508
2026-02-26T15:05:00+00:00,66.729
2026-02-26T15:10:00+00:00,66.945
2026-02-26T15:15:00+00:00,66.696
2026-02-26T15:20:00+00:00,65.599
2026-02-26T15:25:00+00:00,65.625
2026-02-26T15:30:00+00:00,65.59
2026-02-26T15:35:00+00:00,65.478
2026-02-26T15:40:00+00:00,65.394
2026-02-26T15:45:00+00:00,65.349
2026-02-26T15:50:00+00:00,65.211
2026-02-26T15:55:00+00:00,65.28
2026-02-26T16:00:00+00:00,65.324
2026-02-26T16:05:00+00:00,65.182
2026-02-26T16:10:00+00:00,65.19
2026-02-26T16:15:00+00:00,65.172
2026-02-26T16:20:00+00:00,65.142
2026-02-26T16:25:00+00:00,65.307
2026-02-26T16:30:00+00:00,65.366
2026-02-26T16:35:00+00:00,65.339
2026-02-26T16:40:00+00:00,65.165
2026-02-26T16:45:00+00:00,64.961
2026-02-26T16:50:00+00:00,64.724
2026-02-26T16:55:00+00:00,65.346
2026-02-26T17:00:00+00:00,66.168
2026-02-26T17:05:00+00:00,66.051
2026-02-26T17:10:00+00:00,66.172
2026-02-26T17:15:00+00:00,66.078
2026-02-26T17:20:00+00:00,65.921
2026-02-26T17:25:00+00:00,66.206
2026-02-26T17:30:00+00:00,66.271
2026-02-26T17:35:00+00:00,66.124
2026-02-26T17:40:00+00:00,66.153
2026-02-26T17:45:00+00:00,66.246
2026-02-26T17:50:00+00:00,66.38
2026-02-26T17:55:00+00:00,66.372
2026-02-26T18:00:00+00:00,66.512
2026-02-26T18:05:00+00:00,66.308
2026-02-26T18:10:00+00:00,66.171
2026-02-26T18:15:00+00:00,66.153
2026-02-26T18:20:00+00:00,65.995
2026-02-26T18:25:00+00:00,66.121
2026-02-26T18:30:00+00:00,66.149
2026-02-26T18:35:00+00:00,65.977
2026-02-26T18:40:00+00:00,65.905
2026-02-26T18:45:00+00:00,65.92
2026-02-26T18:50:00+00:00,65.875
2026-02-26T18:55:00+00:00,66.08
2026-02-26T19:00:00+00:00,66.02
2026-02-26T19:05:00+00:00,66.059
2026-02-26T19:10:00+00:00,65.761
2026-02-26T19:15:00+00:00,65.689
2026-02-26T19:20:00+00:00,65.734
2026-02-26T19:25:00+00:00,65.91
2026-02-26T19:30:00+00:00,66.263
2026-02-26T19:35:00+00:00,66.634
2026-02-26T19:40:00+00:00,66.575
2026-02-26T19:45:00+00:00,66.377
2026-02-26T19:50:00+00:00,65.839
2026-02-26T19:55:00+00:00,65.817
2026-02-26T20:00:00+00:00,65.927
2026-02-26T20:05:00+00:00,65.845
2026-02-26T20:10:00+00:00,65.827
2026-02-26T20:15:00+00:00,66.179
2026-02-26T20:20:00+00:00,66.181
2026-02-26T20:25:00+00:00,66.358
2026-02-26T20:30:00+00:00,66.404
2026-02-26T20:35:00+00:00,66.392
2026-02-26T20:40:00+00:00,66.067
2026-02-26T20:45:00+00:00,65.647
2026-02-26T20:50:00+00:00,65.807
2026-02-26T20:55:00+00:00,65.936
2026-02-26T21:00:00+00:00,66.136
2026-02-26T21:05:00+00:00,66.086
2026-02-26T21:10:00+00:00,66.174
2026-02-26T21:15:00+00:00,66.287
2026-02-26T21:20:00+00:00,66.457
2026-02-26T21:25:00+00:00,66.467
2026-02-26T21:30:00+00:00,66.454
2026-02-26T21:35:00+00:00,66.41
2026-02-26T21:40:00+00:00,66.61
2026-02-26T21:45:00+00:00,66.751
2026-02-26T21:50:00+00:00,66.769
2026-02-26T21:55:00+00:00,66.718
2026-02-26T22:00:00+00:00,66.939
2026-02-26T22:05:00+00:00,66.042
2026-02-26T22:10:00+00:00,66.057
2026-02-26T22:15:00+00:00,66.365
2026-02-26T22:20:00+00:00,66.408
2026-02-26T22:25:00+00:00,66.272
2026-02-26T22:30:00+00:00,66.291
2026-02-26T22:35:00+00:00,66.097
2026-02-26T22:40:00+00:00,65.939
2026-02-26T22:45:00+00:00,65.975
2026-02-26T22:50:00+00:00,66.14
2026-02-26T22:55:00+00:00,66.114
2026-02-26T23:00:00+00:00,66.103
2026-02-26T23:05:00+00:00,65.996
2026-02-26T23:10:00+00:00,65.923
2026-02-26T23:15:00+00:00,65.57
2026-02-26T23:20:00+00:00,65.416
2026-02-26T23:25:00+00:00,65.473
2026-02-26T23:30:00+00:00,65.387
2026-02-26T23:35:00+00:00,65.347
2026-02-26T23:40:00+00:00,65.485
2026-02-26T23:45:00+00:00,65.583
2026-02-26T23:50:00+00:00,65.717
2026-02-26T23:55:00+00:00,65.641
2026-02-27T00:00:00+00:00,65.409
2026-02-27T00:05:00+00:00,65.16
2026-02-27T00:10:00+00:00,65.029
2026-02-27T00:15:00+00:00,64.953
2026-02-27T00:20:00+00:00,65.023
2026-02-27T00:25:00+00:00,65.055
2026-02-27T00:30:00+00:00,65.045
2026-02-27T00:35:00+00:00,64.683
2026-02-27T00:40:00+00:00,64.638
2026-02-27T00:45:00+00:00,64.65
2026-02-27T00:50:00+00:00,64.664
2026-02-27T00:55:00+00:00,64.698
2026-02-27T01:00:00+00:00,64.747
2026-02-27T01:05:00+00:00,64.646
2026-02-27T01:10:00+00:00,64.643
2026-02-27T01:15:00+00:00,64.753
2026-02-27T01:20:00+00:00,64.782
2026-02-27T01:25:00+00:00,64.742
2026-02-27T01:30:00+00:00,64.826
2026-02-27T01:35:00+00:00,64.804
2026-02-27T01:40:00+00:00,64.888
2026-02-27T01:45:00+00:00,64.91
2026-02-27T01:50:00+00:00,64.986
2026-02-27T01:55:00+00:00,65.138
2026-02-27T02:00:00+00:00,65.069
2026-02-27T02:05:00+00:00,64.908
2026-02-27T02:10:00+00:00,64.947
2026-02-27T02:15:00+00:00,65.046
2026-02-27T02:20:00+00:00,65.0
2026-02-27T02:25:00+00:00,65.127
2026-02-27T02:30:00+00:00,65.149
2026-02-27T02:35:00+00:00,65.313
2026-02-27T02:40:00+00:00,65.378
2026-02-27T02:45:00+00:00,65.467
2026-02-27T02:50:00+00:00,65.39
2026-02-27T02:55:00+00:00,65.332
2026-02-27T03:00:00+00:00,65.504
2026-02-27T03:05:00+00:00,65.298
2026-02-27T03:10:00+00:00,65.42
2026-02-27T03:15:00+00:00,65.503
2026-02-27T03:20:00+00:00,65.548
2026-02-27T03:25:00+00:00,65.645
2026-02-27T03:30:00+00:00,65.643
2026-02-27T03:35:00+00:00,65.642
2026-02-27T03:40:00+00:00,65.647
2026-02-27T03:45:00+00:00,65.864
2026-02-27T03:50:00+00:00,65.923
2026-02-27T03:55:00+00:00,65.946
2026-02-27T04:00:00+00:00,65.903
2026-02-27T04:05:00+00:00,65.939
2026-02-27T04:10:00+00:00,65.943
2026-02-27T04:15:00+00:00,65.848
2026-02-27T04:20:00+00:00,65.839
2026-02-27T04:25:00+00:00,65.832
2026-02-27T04:30:00+00:00,66.17
2026-02-27T04:35:00+00:00,66.246
2026-02-27T04:40:00+00:00,66.444
2026-02-27T04:45:00+00:00,66.512
2026-02-27T04:50:00+00:00,66.428
2026-02-27T04:55:00+00:00,66.413
2026-02-27T05:00:00+00:00,66.61
2026-02-27T05:05:00+00:00,66.552
2026-02-27T05:10:00+00:00,66.636
2026-02-27T05:15:00+00:00,66.609
2026-02-27T05:20:00+00:00,66.577
2026-02-27T05:25:00+00:00,66.531
2026-02-27T05:30:00+00:00,66.585
2026-02-27T05:35:00+00:00,66.789
2026-02-27T05:40:00+00:00,66.879
2026-02-27T05:45:00+00:00,66.758
2026-02-27T05:50:00+00:00,66.652
2026-02-27T05:55:00+00:00,66.729
2026-02-27T06:00:00+00:00,66.548
2026-02-27T06:05:00+00:00,66.462
2026-02-27T06:10:00+00:00,66.218
2026-02-27T06:15:00+00:00,66.056
2026-02-27T06:20:00+00:00,66.084
2026-02-27T06:25:00+00:00,66.337
2026-02-27T06:30:00+00:00,66.404
2026-02-27T06:35:00+00:00,66.216
2026-02-27T06:40:00+00:00,66.14
2026-02-27T06:45:00+00:00,66.164
2026-02-27T06:50:00+00:00,66.179
2026-02-27T06:55:00+00:00,66.111
2026-02-27T07:00:00+00:00,66.039
2026-02-27T07:05:00+00:00,65.872
2026-02-27T07:10:00+00:00,65.697
2026-02-27T07:15:00+00:00,65.713
2026-02-27T07:20:00+00:00,65.836
2026-02-27T07:25:00+00:00,65.841
2026-02-27T07:30:00+00:00,65.913
2026-02-27T07:35:00+00:00,65.954
2026-02-27T07:40:00+00:00,65.881
2026-02-27T07:45:00+00:00,65.856
2026-02-27T07:50:00+00:00,65.828
2026-02-27T07:55:00+00:00,65.769
2026-02-27T08:00:00+00:00,65.758
2026-02-27T08:05:00+00:00,65.685
2026-02-27T08:10:00+00:00,65.58
2026-02-27T08:15:00+00:00,65.488
2026-02-27T08:20:00+00:00,65.498
2026-02-27T08:25:00+00:00,65.581
2026-02-27T08:30:00+00:00,65.606
2026-02-27T08:35:00+00:00,65.537
2026-02-27T08:40:00+00:00,65.491
2026-02-27T08:45:00+00:00,65.49
2026-02-27T08:50:00+00:00,65.612
2026-02-27T08:55:00+00:00,65.61
2026-02-27T09:00:00+00:00,65.585
2026-02-27T09:05:00+00:00,65.584
2026-02-27T09:10:00+00:00,65.685
2026-02-27T09:15:00+00:00,65.648
2026-02-27T09:20:00+00:00,65.567
2026-02-27T09:25:00+00:00,65.612
2026-02-27T09:30:00+00:00,65.598
2026-02-27T09:35:00+00:00,65.592
2026-02-27T09:40:00+00:00,65.647
2026-02-27T09:45:00+00:00,65.715
2026-02-27T09:50:00+00:00,65.653
2026-02-27T09:55:00+00:00,65.651
2026-02-27T10:00:00+00:00,65.65
2026-02-27T10:05:00+00:00,65.835
2026-02-27T10:10:00+00:00,65.884
2026-02-27T10:15:00+00:00,65.827
2026-02-27T10:20:00+00:00,65.789
2026-02-27T10:25:00+00:00,65.891
2026-02-27T10:30:00+00:00,65.805
2026-02-27T10:35:00+00:00,65.815
2026-02-27T10:40:00+00:00,65.827
2026-02-27T10:45:00+00:00,65.776
2026-02-27T10:50:00+00:00,65.786
2026-02-27T10:55:00+00:00,65.85
2026-02-27T11:00:00+00:00,65.774
2026-02-27T11:05:00+00:00,65.779
2026-02-27T11:10:00+00:00,65.738
2026-02-27T11:15:00+00:00,65.785
2026-02-27T11:20:00+00:00,65.691
2026-02-27T11:25:00+00:00,65.681
2026-02-27T11:30:00+00:00,65.619
2026-02-27T11:35:00+00:00,65.568
2026-02-27T11:40:00+00:00,65.673
2026-02-27T11:45:00+00:00,65.609
2026-02-27T11:50:00+00:00,65.735
2026-02-27T11:55:00+00:00,65.774
2026-02-27T12:00:00+00:00,65.798
2026-02-27T12:05:00+00:00,65.868
2026-02-27T12:10:00+00:00,66.011
2026-02-27T12:15:00+00:00,65.859
2026-02-27T12:20:00+00:00,65.818
2026-02-27T12:25:00+00:00,65.893
2026-02-27T12:30:00+00:00,65.895
2026-02-27T12:35:00+00:00,65.897
2026-02-27T12:40:00+00:00,65.875
2026-02-27T12:45:00+00:00,65.897
2026-02-27T12:50:00+00:00,66.021
2026-02-27T12:55:00+00:00,66.019
2026-02-27T13:00:00+00:00,65.808
2026-02-27T13:05:00+00:00,65.95
2026-02-27T13:10:00+00:00,66.141
2026-02-27T13:15:00+00:00,66.092
2026-02-27T13:20:00+00:00,66.033
2026-02-27T13:25:00+00:00,66.094
2026-02-27T13:30:00+00:00,66.074
2026-02-27T13:35:00+00:00,66.126
2026-02-27T13:40:00+00:00,66.09
2026-02-27T13:45:00+00:00,66.05
2026-02-27T13:50:00+00:00,66.155
2026-02-27T13:55:00+00:00,66.201
2026-02-27T14:00:00+00:00,66.088
2026-02-27T14:05:00+00:00,66.108
2026-02-27T14:10:00+00:00,66.087
2026-02-27T14:15:00+00:00,66.089
2026-02-27T14:20:00+00:00,66.221
2026-02-27T14:25:00+00:00,66.134
2026-02-27T14:30:00+00:00,66.014
2026-02-27T14:35:00+00:00,66.11
2026-02-27T14:40:00+00:00,66.065
2026-02-27T14:45:00+00:00,66.09
2026-02-27T14:50:00+00:00,66.102
2026-02-27T14:55:00+00:00,66.112
2026-02-27T15:00:00+00:00,66.135
2026-02-27T15:05:00+00:00,66.102
2026-02-27T15:10:00+00:00,66.099
2026-02-27T15:15:00+00:00,66.22
2026-02-27T15:20:00+00:00,66.232
2026-02-27T15:25:00+00:00,66.12
2026-02-27T15:30:00+00:00,66.104
2026-02-27T15:35:00+00:00,66.125
2026-02-27T15:40:00+00:00,66.109
2026-02-27T15:45:00+00:00,66.144
2026-02-27T15:50:00+00:00,66.133
2026-02-27T15:55:00+00:00,66.228
2026-02-27T16:00:00+00:00,66.188
2026-02-27T16:05:00+00:00,66.281
2026-02-27T16:10:00+00:00,66.292
2026-02-27T16:15:00+00:00,66.324
2026-02-27T16:20:00+00:00,66.336
2026-02-27T16:25:00+00:00,66.311
2026-02-27T16:30:00+00:00,66.304
2026-02-27T16:35:00+00:00,66.283
2026-02-27T16:40:00+00:00,66.287
2026-02-27T16:45:00+00:00,66.317
2026-02-27T16:50:00+00:00,66.289
2026-02-27T16:55:00+00:00,66.331
2026-02-27T17:00:00+00:00,66.333
2026-02-27T17:05:00+00:00,66.235
2026-02-27T17:10:00+00:00,66.179
2026-02-27T17:15:00+00:00,66.118
2026-02-27T17:20:00+00:00,66.044
2026-02-27T17:25:00+00:00,66.052
2026-02-27T17:30:00+00:00,65.965
2026-02-27T17:35:00+00:00,65.966
2026-02-27T17:40:00+00:00,66.004
2026-02-27T17:45:00+00:00,65.942
2026-02-27T17:50:00+00:00,65.854
2026-02-27T17:55:00+00:00,65.764
2026-02-27T18:00:00+00:00,65.814
2026-02-27T18:05:00+00:00,65.672
2026-02-27T18:10:00+00:00,65.629
2026-02-27T18:15:00+00:00,65.645
2026-02-27T18:20:00+00:00,65.572
2026-02-27T18:25:00+00:00,65.565
2026-02-27T18:30:00+00:00,65.563
2026-02-27T18:35:00+00:00,65.472
2026-02-27T18:40:00+00:00,65.467
2026-02-27T18:45:00+00:00,65.472
2026-02-27T18:50:00+00:00,65.496
2026-02-27T18:55:00+00:00,65.536
2026-02-27T19:00:00+00:00,65.59
2026-02-27T19:05:00+00:00,65.492
2026-02-27T19:10:00+00:00,65.434
2026-02-27T19:15:00+00:00,65.497
2026-02-27T19:20:00+00:00,65.548
2026-02-27T19:25:00+00:00,65.533
2026-02-27T19:30:00+00:00,65.618
2026-02-27T19:35:00+00:00,65.604
2026-02-27T19:40:00+00:00,65.602
2026-02-27T19:45:00+00:00,65.631
2026-02-27T19:50:00+00:00,65.102
2026-02-27T19:55:00+00:00,64.933
2026-02-27T20:00:00+00:00,64.798
2026-02-27T20:05:00+00:00,64.508
2026-02-27T20:10:00+00:00,64.543
2026-02-27T20:15:00+00:00,65.929
2026-02-27T20:20:00+00:00,65.986
2026-02-27T20:25:00+00:00,66.085
2026-02-27T20:30:00+00:00,66.113
2026-02-27T20:35:00+00:00,66.036
2026-02-27T20:40:00+00:00,66.066
2026-02-27T20:45:00+00:00,66.109
2026-02-27T20:50:00+00:00,66.047
2026-02-27T20:55:00+00:00,66.164
2026-02-27T21:00:00+00:00,66.246
2026-02-27T21:05:00+00:00,66.573
2026-02-27T21:10:00+00:00,66.835
2026-02-27T21:15:00+00:00,66.782
2026-02-27T21:20:00+00:00,66.792
2026-02-27T21:25:00+00:00,66.92
2026-02-27T21:30:00+00:00,66.086
2026-02-27T21:35:00+00:00,65.248
2026-02-27T21:40:00+00:00,65.343
2026-02-27T21:45:00+00:00,65.392
2026-02-27T21:50:00+00:00,65.202
2026-02-27T21:55:00+00:00,64.828
2026-02-27T22:00:00+00:00,64.649
2026-02-27T22:05:00+00:00,64.672
2026-02-27T22:10:00+00:00,64.629
2026-02-27T22:15:00+00:00,64.62
2026-02-27T22:20:00+00:00,64.724
2026-02-27T22:25:00+00:00,64.827
2026-02-27T22:30:00+00:00,64.852
2026-02-27T22:35:00+00:00,65.028
2026-02-27T22:40:00+00:00,65.051
2026-02-27T22:45:00+00:00,65.045
2026-02-27T22:50:00+00:00,65.091
2026-02-27T22:55:00+00:00,65.236
2026-02-27T23:00:00+00:00,65.377
2026-02-27T23:05:00+00:00,65.409
2026-02-27T23:10:00+00:00,65.408
2026-02-27T23:15:00+00:00,65.352
2026-02-27T23:20:00+00:00,65.274
2026-02-27T23:25:00+00:00,65.2
2026-02-27T23:30:00+00:00,65.171
2026-02-27T23:35:00+00:00,65.222
2026-02-27T23:40:00+00:00,65.258
2026-02-27T23:45:00+00:00,65.331
2026-02-27T23:50:00+00:00,65.361
2026-02-27T23:55:00+00:00,65.463
2026-02-28T00:00:00+00:00,65.54
2026-02-28T00:05:00+00:00,65.342
2026-02-28T00:10:00+00:00,65.233
2026-02-28T00:15:00+00:00,65.249
2026-02-28T00:20:00+00:00,65.211
2026-02-28T00:25:00+00:00,65.26
2026-02-28T00:30:00+00:00,65.133
2026-02-28T00:35:00+00:00,64.903
2026-02-28T00:40:00+00:00,64.88
2026-02-28T00:45:00+00:00,64.98
2026-02-28T00:50:00+00:00,65.053
2026-02-28T00:55:00+00:00,65.056
2026-02-28T01:00:00+00:00,65.016
2026-02-28T01:05:00+00:00,64.853
2026-02-28T01:10:00+00:00,64.864
2026-02-28T01:15:00+00:00,64.833
2026-02-28T01:20:00+00:00,64.975
2026-02-28T01:25:00+00:00,64.992
2026-02-28T01:30:00+00:00,65.099
2026-02-28T01:35:00+00:00,65.018
2026-02-28T01:40:00+00:00,65.005
2026-02-28T01:45:00+00:00,65.024
2026-02-28T01:50:00+00:00,65.057
2026-02-28T01:55:00+00:00,65.089
2026-02-28T02:00:00+00:00,65.088
2026-02-28T02:05:00+00:00,65.1
2026-02-28T02:10:00+00:00,65.137
2026-02-28T02:15:00+00:00,65.079
2026-02-28T02:20:00+00:00,65.098
2026-02-28T02:25:00+00:00,65.097
2026-02-28T02:30:00+00:00,65.214
2026-02-28T02:35:00+00:00,65.281
2026-02-28T02:40:00+00:00,65.231
2026-02-28T02:45:00+00:00,65.237
2026-02-28T02:50:00+00:00,65.343
2026-02-28T02:55:00+00:00,65.377
2026-02-28T03:00:00+00:00,65.372
2026-02-28T03:05:00+00:00,65.429
2026-02-28T03:10:00+00:00,65.461
2026-02-28T03:15:00+00:00,65.455
2026-02-28T03:20:00+00:00,65.454
2026-02-28T03:25:00+00:00,65.472
2026-02-28T03:30:00+00:00,65.551
2026-02-28T03:35:00+00:00,65.698
2026-02-28T03:40:00+00:00,65.796
2026-02-28T03:45:00+00:00,65.916
2026-02-28T03:50:00+00:00,65.913
2026-02-28T03:55:00+00:00,66.012
2026-02-28T04:00:00+00:00,66.047
2026-02-28T04:05:00+00:00,65.944
2026-02-28T04:10:00+00:00,65.876
2026-02-28T04:15:00+00:00,65.991
2026-02-28T04:20:00+00:00,65.967
2026-02-28T04:25:00+00:00,65.987
2026-02-28T04:30:00+00:00,65.985
2026-02-28T04:35:00+00:00,66.026
2026-02-28T04:40:00+00:00,66.21
2026-02-28T04:45:00+00:00,66.222
2026-02-28T04:50:00+00:00,66.148
2026-02-28T04:55:00+00:00,66.07
2026-02-28T05:00:00+00:00,66.014
2026-02-28T05:05:00+00:00,65.907
2026-02-28T05:10:00+00:00,65.928
2026-02-28T05:15:00+00:00,65.98
2026-02-28T05:20:00+00:00,65.99
2026-02-28T05:25:00+00:00,65.956
2026-02-28T05:30:00+00:00,66.038
2026-02-28T05:35:00+00:00,66.08
2026-02-28T05:40:00+00:00,66.015
2026-02-28T05:45:00+00:00,65.973
2026-02-28T05:50:00+00:00,65.872
2026-02-28T05:55:00+00:00,65.77
2026-02-28T06:00:00+00:00,65.764
2026-02-28T06:05:00+00:00,65.742
2026-02-28T06:10:00+00:00,65.892
2026-02-28T06:15:00+00:00,65.968
2026-02-28T06:20:00+00:00,65.998
2026-02-28T06:25:00+00:00,66.046
2026-02-28T06:30:00+00:00,66.072
2026-02-28T06:35:00+00:00,65.998
2026-02-28T06:40:00+00:00,66.061
2026-02-28T06:45:00+00:00,66.261
2026-02-28T06:50:00+00:00,66.286
2026-02-28T06:55:00+00:00,66.269
2026-02-28T07:00:00+00:00,66.31
2026-02-28T07:05:00+00:00,66.315
2026-02-28T07:10:00+00:00,66.336
2026-02-28T07:15:00+00:00,66.346
2026-02-28T07:20:00+00:00,66.265
2026-02-28T07:25:00+00:00,66.286
