ValueDate,MVAr,MW,Volts
2026-02-26T15:05:00+00:00,-1.656,19.91,33.647
2026-02-26T15:10:00+00:00,-1.733,20.061,33.697
2026-02-26T15:15:00+00:00,-1.758,19.98,33.702
2026-02-26T15:20:00+00:00,-1.739,19.97,33.862
2026-02-26T15:25:00+00:00,-1.612,20.505,33.898
2026-02-26T15:30:00+00:00,-1.555,20.498,33.857
2026-02-26T15:35:00+00:00,-1.657,20.42,33.869
2026-02-26T15:40:00+00:00,-1.817,20.318,33.769
2026-02-26T15:45:00+00:00,-1.845,20.091,33.654
2026-02-26T15:50:00+00:00,-1.938,20.265,33.61
2026-02-26T15:55:00+00:00,-1.988,20.221,33.636
2026-02-26T16:00:00+00:00,-2.045,19.616,33.631
2026-02-26T16:05:00+00:00,-2.216,15.594,33.744
2026-02-26T16:10:00+00:00,-2.038,13.675,33.849
2026-02-26T16:15:00+00:00,-2.134,13.679,34.0
2026-02-26T16:20:00+00:00,-2.124,13.816,33.939
2026-02-26T16:25:00+00:00,-2.167,13.834,34.035
2026-02-26T16:30:00+00:00,-2.304,14.086,34.109
2026-02-26T16:35:00+00:00,-2.91,13.857,34.028
2026-02-26T16:40:00+00:00,-3.556,13.778,33.709
2026-02-26T16:45:00+00:00,-3.674,13.78,33.701
2026-02-26T16:50:00+00:00,-3.551,13.777,33.678
2026-02-26T16:55:00+00:00,-3.344,13.28,33.598
2026-02-26T17:00:00+00:00,-3.22,13.999,33.595
2026-02-26T17:05:00+00:00,-3.257,14.087,33.425
2026-02-26T17:10:00+00:00,-3.134,14.307,33.449
2026-02-26T17:15:00+00:00,-3.121,14.275,33.497
2026-02-26T17:20:00+00:00,-3.082,14.498,33.431
2026-02-26T17:25:00+00:00,-3.047,14.566,33.502
2026-02-26T17:30:00+00:00,-3.074,15.087,33.505
2026-02-26T17:35:00+00:00,-2.688,15.93,33.432
2026-02-26T17:40:00+00:00,-2.131,16.049,33.775
2026-02-26T17:45:00+00:00,-2.404,16.311,33.895
2026-02-26T17:50:00+00:00,-2.45,16.162,33.992
2026-02-26T17:55:00+00:00,-2.728,16.082,34.076
2026-02-26T18:00:00+00:00,-3.14,16.164,34.163
2026-02-26T18:05:00+00:00,-3.234,16.257,34.16
2026-02-26T18:10:00+00:00,-4.023,15.915,33.878
2026-02-26T18:15:00+00:00,-4.047,16.115,33.758
2026-02-26T18:20:00+00:00,-3.73,15.786,33.561
2026-02-26T18:25:00+00:00,-3.624,15.709,33.584
2026-02-26T18:30:00+00:00,-3.534,16.181,33.594
2026-02-26T18:35:00+00:00,-3.574,16.289,33.603
2026-02-26T18:40:00+00:00,-3.599,15.671,33.669
2026-02-26T18:45:00+00:00,-3.711,15.353,33.677
2026-02-26T18:50:00+00:00,-3.992,15.044,33.65
2026-02-26T18:55:00+00:00,-3.953,14.973,33.726
2026-02-26T19:00:00+00:00,-3.965,16.478,33.774
2026-02-26T19:05:00+00:00,-3.827,20.7,33.468
2026-02-26T19:10:00+00:00,-3.305,21.75,33.532
2026-02-26T19:15:00+00:00,-2.911,21.837,33.72
2026-02-26T19:20:00+00:00,-2.919,22.091,33.791
2026-02-26T19:25:00+00:00,-2.932,22.087,33.876
2026-02-26T19:30:00+00:00,-3.335,21.604,34.047
2026-02-26T19:35:00+00:00,-3.277,22.187,34.084
2026-02-26T19:40:00+00:00,-3.321,22.168,34.081
2026-02-26T19:45:00+00:00,-3.258,21.935,34.043
2026-02-26T19:50:00+00:00,-3.22,21.72,33.997
2026-02-26T19:55:00+00:00,-3.051,21.376,33.993
2026-02-26T20:00:00+00:00,-3.058,21.295,33.948
2026-02-26T20:05:00+00:00,-3.117,21.131,33.944
2026-02-26T20:10:00+00:00,-3.335,20.732,34.006
2026-02-26T20:15:00+00:00,-3.406,20.835,34.057
2026-02-26T20:20:00+00:00,-4.127,19.971,33.604
2026-02-26T20:25:00+00:00,-3.689,20.032,33.725
2026-02-26T20:30:00+00:00,-3.675,19.798,33.717
2026-02-26T20:35:00+00:00,-3.59,19.756,33.7
2026-02-26T20:40:00+00:00,-3.497,19.33,33.526
2026-02-26T20:45:00+00:00,-3.617,19.257,33.489
2026-02-26T20:50:00+00:00,-3.692,19.058,33.406
2026-02-26T20:55:00+00:00,-3.96,18.995,33.403
2026-02-26T21:00:00+00:00,-4.033,19.203,33.493
2026-02-26T21:05:00+00:00,-3.901,19.024,33.532
2026-02-26T21:10:00+00:00,-3.758,19.127,33.696
2026-02-26T21:15:00+00:00,-3.949,18.863,33.781
2026-02-26T21:20:00+00:00,-3.949,18.847,33.801
2026-02-26T21:25:00+00:00,-4.031,18.857,33.828
2026-02-26T21:30:00+00:00,-4.022,18.76,33.88
2026-02-26T21:35:00+00:00,-4.117,18.231,33.905
2026-02-26T21:40:00+00:00,-4.326,17.709,33.996
2026-02-26T21:45:00+00:00,-4.45,17.551,34.008
2026-02-26T21:50:00+00:00,-4.347,17.594,33.987
2026-02-26T21:55:00+00:00,-4.128,17.945,33.706
2026-02-26T22:00:00+00:00,-4.125,17.72,33.723
2026-02-26T22:05:00+00:00,-3.932,17.617,33.763
2026-02-26T22:10:00+00:00,-3.918,17.343,33.832
2026-02-26T22:15:00+00:00,-3.878,17.217,33.888
2026-02-26T22:20:00+00:00,-4.063,16.947,33.916
2026-02-26T22:25:00+00:00,-4.069,16.685,33.922
2026-02-26T22:30:00+00:00,-3.999,16.237,33.9
2026-02-26T22:35:00+00:00,-4.01,15.794,33.756
2026-02-26T22:40:00+00:00,-4.287,15.682,33.74
2026-02-26T22:45:00+00:00,-4.371,15.488,33.77
2026-02-26T22:50:00+00:00,-4.417,15.383,33.844
2026-02-26T22:55:00+00:00,-4.389,15.437,33.886
2026-02-26T23:00:00+00:00,-4.367,15.369,33.912
2026-02-26T23:05:00+00:00,-4.36,15.273,34.041
2026-02-26T23:10:00+00:00,-4.427,14.784,33.85
2026-02-26T23:15:00+00:00,-4.449,14.464,33.741
2026-02-26T23:20:00+00:00,-4.578,14.12,33.834
2026-02-26T23:25:00+00:00,-4.647,14.249,33.924
2026-02-26T23:30:00+00:00,-4.69,14.431,33.824
2026-02-26T23:35:00+00:00,-4.628,14.24,33.794
2026-02-26T23:40:00+00:00,-4.524,14.5,33.874
2026-02-26T23:45:00+00:00,-4.468,14.581,34.0
2026-02-26T23:50:00+00:00,-4.298,14.238,33.864
2026-02-26T23:55:00+00:00,-4.344,14.195,33.859
2026-02-27T00:00:00+00:00,-4.302,14.356,33.899
2026-02-27T00:05:00+00:00,-4.301,14.889,33.919
2026-02-27T00:10:00+00:00,-4.286,15.349,33.951
2026-02-27T00:15:00+00:00,-4.289,15.226,33.977
2026-02-27T00:20:00+00:00,-3.785,15.283,33.952
2026-02-27T00:25:00+00:00,-3.637,15.246,33.9
2026-02-27T00:30:00+00:00,-3.782,14.948,33.812
2026-02-27T00:35:00+00:00,-4.403,15.17,33.764
2026-02-27T00:40:00+00:00,-4.682,15.297,33.764
2026-02-27T00:45:00+00:00,-4.719,15.262,33.796
2026-02-27T00:50:00+00:00,-4.803,15.17,33.799
2026-02-27T00:55:00+00:00,-4.802,15.123,33.807
2026-02-27T01:00:00+00:00,-4.76,15.155,33.948
2026-02-27T01:05:00+00:00,-4.821,15.273,34.006
2026-02-27T01:10:00+00:00,-4.587,15.239,34.003
2026-02-27T01:15:00+00:00,-4.614,15.098,34.0
2026-02-27T01:20:00+00:00,-4.589,15.032,34.0
2026-02-27T01:25:00+00:00,-4.628,14.966,34.006
2026-02-27T01:30:00+00:00,-4.627,14.85,34.061
2026-02-27T01:35:00+00:00,-3.843,14.927,33.91
2026-02-27T01:40:00+00:00,-3.806,14.71,33.943
2026-02-27T01:45:00+00:00,-3.771,14.64,33.933
2026-02-27T01:50:00+00:00,-3.947,14.405,33.985
2026-02-27T01:55:00+00:00,-3.995,14.325,34.006
2026-02-27T02:00:00+00:00,-4.034,14.22,34.032
2026-02-27T02:05:00+00:00,-3.891,14.505,34.002
2026-02-27T02:10:00+00:00,-3.886,14.803,34.057
2026-02-27T02:15:00+00:00,-3.936,14.856,34.152
2026-02-27T02:20:00+00:00,-4.323,14.645,34.13
2026-02-27T02:25:00+00:00,-4.93,14.51,33.768
2026-02-27T02:30:00+00:00,-5.069,14.365,33.8
2026-02-27T02:35:00+00:00,-4.986,14.388,33.85
2026-02-27T02:40:00+00:00,-4.185,14.671,33.8
2026-02-27T02:45:00+00:00,-4.268,14.584,33.8
2026-02-27T02:50:00+00:00,-4.166,14.541,33.792
2026-02-27T02:55:00+00:00,-4.781,14.575,33.804
2026-02-27T03:00:00+00:00,-4.561,14.744,33.8
2026-02-27T03:05:00+00:00,-4.539,14.773,33.72
2026-02-27T03:10:00+00:00,-4.535,14.73,33.778
2026-02-27T03:15:00+00:00,-4.546,14.744,33.8
2026-02-27T03:20:00+00:00,-4.429,14.838,33.832
2026-02-27T03:25:00+00:00,-4.398,14.792,33.9
2026-02-27T03:30:00+00:00,-4.364,14.515,33.906
2026-02-27T03:35:00+00:00,-4.472,14.36,34.0
2026-02-27T03:40:00+00:00,-4.494,14.372,34.0
2026-02-27T03:45:00+00:00,-4.53,14.347,33.998
2026-02-27T03:50:00+00:00,-4.525,14.203,34.0
2026-02-27T03:55:00+00:00,-4.434,14.025,33.987
2026-02-27T04:00:00+00:00,-4.377,14.088,33.969
2026-02-27T04:05:00+00:00,-4.335,14.24,33.933
2026-02-27T04:10:00+00:00,-4.356,14.377,33.966
2026-02-27T04:15:00+00:00,-4.399,14.33,33.963
2026-02-27T04:20:00+00:00,-4.392,14.283,33.985
2026-02-27T04:25:00+00:00,-4.414,14.151,34.0
2026-02-27T04:30:00+00:00,-4.434,14.306,34.024
2026-02-27T04:35:00+00:00,-4.416,14.394,34.012
2026-02-27T04:40:00+00:00,-4.454,14.297,34.031
2026-02-27T04:45:00+00:00,-4.517,14.147,34.062
2026-02-27T04:50:00+00:00,-4.279,14.329,34.087
2026-02-27T04:55:00+00:00,-4.307,14.24,34.094
2026-02-27T05:00:00+00:00,-4.099,14.344,34.067
2026-02-27T05:05:00+00:00,-3.599,14.345,33.956
2026-02-27T05:10:00+00:00,-3.664,14.342,33.974
2026-02-27T05:15:00+00:00,-3.749,14.27,34.0
2026-02-27T05:20:00+00:00,-3.764,14.132,33.998
2026-02-27T05:25:00+00:00,-3.891,14.031,33.955
2026-02-27T05:30:00+00:00,-3.873,14.082,33.987
2026-02-27T05:35:00+00:00,-3.875,14.2,33.96
2026-02-27T05:40:00+00:00,-3.772,13.778,33.947
2026-02-27T05:45:00+00:00,-3.701,14.145,33.935
2026-02-27T05:50:00+00:00,-3.601,14.243,33.905
2026-02-27T05:55:00+00:00,-3.67,13.901,33.845
2026-02-27T06:00:00+00:00,-3.957,14.109,33.805
2026-02-27T06:05:00+00:00,-3.692,14.587,33.716
2026-02-27T06:10:00+00:00,-3.935,14.945,33.612
2026-02-27T06:15:00+00:00,-3.962,15.24,33.581
2026-02-27T06:20:00+00:00,-3.871,15.56,33.501
2026-02-27T06:25:00+00:00,-3.58,16.219,33.407
2026-02-27T06:30:00+00:00,-2.38,16.891,33.568
2026-02-27T06:35:00+00:00,-2.735,17.223,33.539
2026-02-27T06:40:00+00:00,-2.706,17.315,33.594
2026-02-27T06:45:00+00:00,-2.74,17.421,33.7
2026-02-27T06:50:00+00:00,-2.787,17.734,33.7
2026-02-27T06:55:00+00:00,-2.738,17.843,33.7
2026-02-27T07:00:00+00:00,-2.842,18.521,33.642
2026-02-27T07:05:00+00:00,-2.674,18.794,33.579
2026-02-27T07:10:00+00:00,-2.582,18.881,33.352
2026-02-27T07:15:00+00:00,-1.772,19.359,33.757
2026-02-27T07:20:00+00:00,-1.949,19.253,33.797
2026-02-27T07:25:00+00:00,-2.366,19.463,33.745
2026-02-27T07:30:00+00:00,-2.009,19.639,33.697
2026-02-27T07:35:00+00:00,-1.975,20.077,33.641
2026-02-27T07:40:00+00:00,-1.981,20.035,33.614
2026-02-27T07:45:00+00:00,-2.034,19.955,33.599
2026-02-27T07:50:00+00:00,-2.155,19.534,33.663
2026-02-27T07:55:00+00:00,-1.997,19.634,33.684
2026-02-27T08:00:00+00:00,-1.821,19.688,33.663
2026-02-27T08:05:00+00:00,-1.859,20.143,33.619
2026-02-27T08:10:00+00:00,-1.767,19.881,33.449
2026-02-27T08:15:00+00:00,-1.179,19.847,33.738
2026-02-27T08:20:00+00:00,-1.181,19.794,33.755
2026-02-27T08:25:00+00:00,-1.099,19.861,33.89
2026-02-27T08:30:00+00:00,-1.12,20.108,33.907
2026-02-27T08:35:00+00:00,-1.429,19.98,33.805
2026-02-27T08:40:00+00:00,-1.963,20.069,33.812
2026-02-27T08:45:00+00:00,-1.964,20.103,33.889
2026-02-27T08:50:00+00:00,-2.089,19.733,34.196
2026-02-27T08:55:00+00:00,-2.899,19.616,33.833
2026-02-27T09:00:00+00:00,-2.907,19.565,33.715
2026-02-27T09:05:00+00:00,-3.075,19.533,33.759
2026-02-27T09:10:00+00:00,-2.977,19.54,33.602
2026-02-27T09:15:00+00:00,-2.756,19.874,33.598
2026-02-27T09:20:00+00:00,-2.741,19.726,33.684
2026-02-27T09:25:00+00:00,-2.792,19.616,33.673
2026-02-27T09:30:00+00:00,-2.956,19.473,33.516
2026-02-27T09:35:00+00:00,-2.896,19.246,33.547
2026-02-27T09:40:00+00:00,-2.846,19.287,33.682
2026-02-27T09:45:00+00:00,-2.801,19.029,33.515
2026-02-27T09:50:00+00:00,-2.833,19.545,33.503
2026-02-27T09:55:00+00:00,-2.733,19.31,33.506
2026-02-27T10:00:00+00:00,-2.839,19.158,33.555
2026-02-27T10:05:00+00:00,-2.952,19.102,33.602
2026-02-27T10:10:00+00:00,-2.904,18.815,33.713
2026-02-27T10:15:00+00:00,-2.796,18.239,33.745
2026-02-27T10:20:00+00:00,-2.543,18.595,33.7
2026-02-27T10:25:00+00:00,-2.501,18.52,33.7
2026-02-27T10:30:00+00:00,-2.513,17.671,33.717
2026-02-27T10:35:00+00:00,-2.63,17.264,33.77
2026-02-27T10:40:00+00:00,-2.53,17.27,33.716
2026-02-27T10:45:00+00:00,-2.374,17.281,33.7
2026-02-27T10:50:00+00:00,-2.355,17.894,33.674
2026-02-27T10:55:00+00:00,-2.347,17.988,33.685
2026-02-27T11:00:00+00:00,-2.397,17.905,33.69
2026-02-27T11:05:00+00:00,-2.311,19.2,33.566
2026-02-27T11:10:00+00:00,-2.268,19.676,33.5
2026-02-27T11:15:00+00:00,-2.267,19.838,33.498
2026-02-27T11:20:00+00:00,-2.326,20.061,33.499
2026-02-27T11:25:00+00:00,-2.359,19.664,33.615
2026-02-27T11:30:00+00:00,-2.482,19.419,33.654
2026-02-27T11:35:00+00:00,-2.438,19.995,33.652
2026-02-27T11:40:00+00:00,-2.497,18.498,33.694
2026-02-27T11:45:00+00:00,-2.426,17.817,33.699
2026-02-27T11:50:00+00:00,-2.513,17.668,33.699
2026-02-27T11:55:00+00:00,-2.474,17.952,33.702
2026-02-27T12:00:00+00:00,-2.083,17.308,33.706
2026-02-27T12:05:00+00:00,-2.04,17.127,33.709
2026-02-27T12:10:00+00:00,-2.077,17.136,33.827
2026-02-27T12:15:00+00:00,-2.018,16.965,33.896
2026-02-27T12:20:00+00:00,-1.942,16.821,33.9
2026-02-27T12:25:00+00:00,-1.749,16.859,33.892
2026-02-27T12:30:00+00:00,-1.836,16.677,33.91
2026-02-27T12:35:00+00:00,-1.844,16.595,33.9
2026-02-27T12:40:00+00:00,-1.728,17.445,33.9
2026-02-27T12:45:00+00:00,-1.699,18.474,33.9
2026-02-27T12:50:00+00:00,-1.877,18.271,33.925
2026-02-27T12:55:00+00:00,-2.145,18.294,33.983
2026-02-27T13:00:00+00:00,-2.036,17.729,34.066
2026-02-27T13:05:00+00:00,-1.902,16.554,34.095
2026-02-27T13:10:00+00:00,-2.056,16.338,34.048
2026-02-27T13:15:00+00:00,-2.033,16.484,33.923
2026-02-27T13:20:00+00:00,-1.95,15.847,33.963
2026-02-27T13:25:00+00:00,-2.022,15.877,34.0
2026-02-27T13:30:00+00:00,-2.165,16.134,34.058
2026-02-27T13:35:00+00:00,-2.226,15.737,34.104
2026-02-27T13:40:00+00:00,-2.181,16.175,34.106
2026-02-27T13:45:00+00:00,-2.071,16.138,34.1
2026-02-27T13:50:00+00:00,-2.195,15.755,34.159
2026-02-27T13:55:00+00:00,-2.18,15.232,34.188
2026-02-27T14:00:00+00:00,-2.3,14.568,34.165
2026-02-27T14:05:00+00:00,-2.656,17.435,34.014
2026-02-27T14:10:00+00:00,-2.713,18.225,34.0
2026-02-27T14:15:00+00:00,-2.615,18.44,34.0
2026-02-27T14:20:00+00:00,-2.756,18.983,34.0
2026-02-27T14:25:00+00:00,-2.751,18.993,34.0
2026-02-27T14:30:00+00:00,-2.716,19.131,34.0
2026-02-27T14:35:00+00:00,-2.424,18.613,34.04
2026-02-27T14:40:00+00:00,-2.192,18.805,34.085
2026-02-27T14:45:00+00:00,-1.712,18.646,34.023
